RN,ConPr,ConPrA,ConPrB
RN001,0.6971998074033681,0.6705024932873034,0.6753373796660664
RN002,0.7380911815111396,0.7070093860328942,0.7498805454478626
RN003,0.6639437358029006,0.6520739588152011,0.6428622818251147
RN004,0.7977859315708596,0.7543260808137892,0.7355460385438972
RN005,0.670632158450927,0.6288602013936891,0.6710436985643556
RN006,0.6543238559300748,0.6511353326456295,0.6486154924640729
RN007,0.8121536332896792,0.8181674963765833,0.8336240324045378
RN008,0.7385207192426224,0.6966376544071089,0.7073597465654861
RN009,0.7504849906118283,0.7312567336333101,0.7473449020630074
RN010,0.6296540513014696,0.6139534300195715,0.6069110884006131
RN011,0.6905534452767227,0.6661087287314982,0.670462147586866
RN012,0.7014390228737626,0.6594435672673817,0.679666094794254
RN013,0.7729522917154681,0.7903901848887368,0.6667055280287574
RN014,0.766465342181841,0.679472167635649,0.7168911991654225
RN015,0.8352556682780691,0.6936221992963522,0.7519808128827787
RN016,0.7232786415418786,0.6545339234258455,0.6809285505087163
RN017,0.5263717054670563,0.5302610144621163,0.5298751726798671
RN018,0.8126106545867471,0.7210100903375772,0.7879882773294793
RN019,0.7384795124418857,0.7188654565481791,0.7099531227804347
RN020,0.755771756518708,0.7454554771268623,0.7608789833445653
RN021,0.6699812480855865,0.6459101727233504,0.6297444405635114
RN022,0.7061608415029433,0.689314854494981,0.6675138658262451
RN023,0.7216717235728642,0.6887182143172947,0.7026139846974487
RN024,0.7463617833187173,0.5532924199701443,0.6526994497936727
RN025,0.8935847385342169,0.8420653499950542,0.857979393669854
RN026,0.8213264295194123,0.8072633789557535,0.8026069382381844
RN027,0.759697616116829,0.7056522930523379,0.721511230526291
RN028,0.7225390692196743,0.7218274503746042,0.710885445934013
RN029,0.6973608167983048,0.6627289883329337,0.6334296560711655
RN030,0.6590882759842708,0.6330227679397791,0.6042900294074597
RN031,0.8091049803033222,0.7844922145874047,0.7770517034486357
RN032,0.7574295169191837,0.6907515857437179,0.727156924486174
RN033,0.6926708666577305,0.6761753992284402,0.6994050591374071
RN034,0.6971612113796268,0.6483530415139571,0.654097747344315
RN035,0.6319355596751873,0.5809824611777091,0.5794024401959842
RN036,0.8114398821909151,0.8080263235207709,0.8047777817612544
RN037,0.7000875169066751,0.7210515442619564,0.7399781750489457
RN038,0.8145536663858234,0.8219606142543747,0.7930865807924343
RN039,0.7790058198515671,0.7620917884937086,0.7525531432029654
RN040,0.8680125825082509,0.8460054513547488,0.8434966290997863
RN041,0.7838498045784478,0.7537370084608908,0.7225712153252892
RN042,0.8662303683089159,0.8171790863296856,0.8000352838996851
RN043,0.7881910597409831,0.7458339207669533,0.7519059807888145
RN044,0.7785718645102228,0.7570865763428462,0.7613997003338799
RN045,0.8200795077223018,0.7325694423988924,0.7613960394738571
RN046,0.7086335689068174,0.6473640013343916,0.6475748134692986
RN047,0.8020992979911632,0.7551065719360568,0.7727896948556675
RN048,0.7230865922721529,0.6623081494948082,0.6391047675982663
RN049,0.7909027019565027,0.7718032411384069,0.746430298556848
RN050,0.6460443593425882,0.6433751990093756,0.6405730659025788
RN051,0.8175294840199333,0.7881166696717106,0.7598371350866988
RN052,0.6568168539711998,0.6404975582316995,0.6178017587017682
RN053,0.6587363436462278,0.6589449152964376,0.6602408921342964
RN054,0.7630945566643449,0.7353306640894657,0.7496114209584515
RN055,0.5631708812019677,0.5151370545551517,0.5030139114672498
RN056,0.8144041952860034,0.7982956776710213,0.7757842966067168
RN057,0.6620134884525251,0.6535536739836106,0.6364502566667858
RN058,0.7030202585713227,0.6268973971102185,0.6629558948261238
RN059,0.7710106247219852,0.7117073991176432,0.6947701495808449
RN060,0.710116770219284,0.6814856573496251,0.6940407525879656
RN061,0.7845707885894987,0.7842476945593021,0.7739534329780265
RN062,0.7256675908361302,0.681188694547736,0.7057593989209954
RN063,0.6741909380190683,0.6393090309240027,0.6423915046530914
RN064,0.7697714236794795,0.7485860153160819,0.7493429588475997
RN065,0.6621737883567537,0.6723075692110738,0.6172966406578517
RN066,0.6517537096403306,0.6864075136968432,0.6453597297416909
RN067,0.7120525105650538,0.6683230120764886,0.679157748735547
RN068,0.7516401855975798,0.7090461137969506,0.7194688778082806
RN069,0.8162241194363217,0.8055571942658251,0.8107297184776835
RN070,0.6612277193179199,0.6668439823490298,0.6490984566800795
RN071,0.6528230395199669,0.6155376055444385,0.6158610179823225
RN072,0.7900842505184089,0.7595888399412628,0.7775966528106066
RN073,0.7172353950421698,0.6681052657687824,0.6736261860045367
RN074,0.6503018003954626,0.6858745449161252,0.6638393855790024
RN075,0.6864923990134741,0.7047013069110998,0.6874199930175724
RN076,0.7613238642155696,0.7394216172774936,0.7257679089249275
RN077,0.682979771461359,0.6516834520676024,0.6441726708332468
RN078,0.6030145757521526,0.5456599302943891,0.6089796789415028
RN079,0.5340508443124884,0.5019975136687869,0.5036628935054311
RN080,0.7544258421931647,0.7004294857868614,0.73874517233841
RN081,0.7564082175541066,0.686588696687443,0.7131171711732502
RN082,0.8408367573447801,0.8078930564424331,0.8023988005997001
RN083,0.6967635055961857,0.7150515463917526,0.6960221985347613
RN084,0.5636547873143177,0.5475497579737062,0.5698675082372896
RN085,0.8690256176963976,0.7711555959963603,0.8086406543500487
RN086,0.7586580712303422,0.7340993643864201,0.7266929122747605
RN087,0.784994212911833,0.7884285242654341,0.7622166153389485
RN088,0.7145544181994575,0.7030240176053221,0.6917087901266986
RN089,0.4779269088730518,0.4718189884649512,0.47437482339643966
RN090,0.7849384211588936,0.7749471117644949,0.7333913856086993
RN091,0.7313713914193688,0.6630014253716148,0.6638547365000271
RN092,0.8492343384377438,0.7695396316203182,0.7168954538337073
RN093,0.6937888891643322,0.643972544925476,0.6273468106625126
RN094,0.617454054722268,0.5891027051854971,0.5759096116619918
RN095,0.5780398798060712,0.5422397734893079,0.5702032992402513
RN096,0.5036163993404287,0.5053936247702073,0.4632362167181109
RN097,0.7229919405958526,0.7127628126963013,0.7263237572172934
RN098,0.6419567631114885,0.6427772509543609,0.6528104358922854
RN099,0.7164406950952911,0.679973923571229,0.6904452095928254
RN100,0.7289715374335353,0.7011522680006745,0.7122912585634044
