RN,ConPr,ConPrA,ConPrB
RN083,0.7833671399594321,0.7504936389312404,0.7492905040560565
RN084,0.5400395152604512,0.5775141079438576,0.550793089124448
RN085,0.4912906465353049,0.49463799028320893,0.5238839503760867
RN086,0.6278298342854712,0.592874922215308,0.6184322146227665
RN087,0.6322295517739055,0.6002449916268684,0.6009503761260564
RN088,0.5644851977993188,0.5330860423501342,0.5021663089275777
RN089,0.6714275658172603,0.6998610536273873,0.7028869931666203
RN090,0.6875662540567868,0.7253502345355568,0.6850692570606224
RN091,0.7322150698854585,0.7175385848867508,0.693736507338559
RN092,0.8187843648058281,0.7548717081624889,0.7527816856375495
RN093,0.7025705544277013,0.6765696068596869,0.6757319005304127
RN094,0.7640895932103834,0.7225476585514509,0.7208113756133019
RN095,0.8008744458227411,0.7296244874937632,0.7547375878151013
RN096,0.558868316410811,0.5045503185713865,0.5097292518725045
RN097,0.7688353599586051,0.6983043295942971,0.7214701363432899
RN098,0.637767714677394,0.632658864705239,0.6237157869970983
RN099,0.6694396484068436,0.6324958001606895,0.625409469922573
RN100,0.8204493430635983,0.780536164236441,0.7834021851388814
