,RN,CC AB,STD AB
0,RN001,-0.48960083396720416,0.008844285238933327
1,RN002,-0.5283834009830808,0.008680443620359581
2,RN003,-0.39810411833954035,0.002107068728019484
3,RN004,-0.7539177856556538,0.002155012303380481
4,RN005,-0.46036230962626523,0.00310393400735157
5,RN006,-0.414553912240335,0.003776191202221424
6,RN007,-0.7061548572501719,0.0007547046657533504
7,RN008,-0.6707108672326033,0.0085008784901162
8,RN009,-0.587741146544614,0.010171262314765788
9,RN010,-0.3802368708420342,0.0031949310901983313
10,RN011,-0.4463501154800799,0.006430171955621633
11,RN012,-0.5672433863426228,0.011960253018580377
12,RN013,-0.6006568504124076,0.00889693501099907
13,RN014,-0.6761844457262765,0.007796990787122883
14,RN015,-0.8740573230648812,0.000897324943069246
15,RN016,-0.5488850866665143,0.008695773400968193
16,RN017,-0.13413258903238148,0.010911490212525802
17,RN018,-0.7151376301234614,0.002755602948957464
18,RN019,-0.6603933490714365,0.003066888292389987
19,RN020,-0.657952144470689,0.004677356637875441
20,RN021,-0.4632176217938639,0.00728517070646586
21,RN022,-0.5715155427662998,0.002850363104087111
22,RN023,-0.561009517838854,0.0064149761514136015
23,RN024,-0.7826024244584607,0.0010642109692043404
24,RN025,-0.8443819067649644,0.0027919077402495246
25,RN026,-0.7563543421651128,0.003500299085786838
26,RN027,-0.7071931113709148,0.005578097417346552
27,RN028,-0.533666572380843,0.005637946247816758
28,RN029,-0.4944182568737682,0.007424886217432336
29,RN030,-0.4385211872972225,0.011589745776446716
30,RN031,-0.6515665942722799,0.006977156720939588
31,RN032,-0.6036498768400631,0.008690892742221968
32,RN033,-0.5430786521007157,0.009225256605528436
33,RN034,-0.5184416102299211,0.004251633010750703
34,RN035,-0.35848724475454397,0.0053941417957467696
35,RN036,-0.6947379741891607,0.0025511467932143135
36,RN037,-0.5243218504083966,0.005539969765793196
37,RN038,-0.7567671027095709,0.0020673030851887392
38,RN039,-0.6426232460174085,0.006384897618763685
39,RN040,-0.7741746327821017,0.0006253043173734448
40,RN041,-0.6671359085589662,0.006653708452045278
41,RN042,-0.7880468504357617,0.0020565391256949705
42,RN043,-0.6971320300310152,0.0046256394609071536
43,RN044,-0.6854167520841435,0.007030856421982702
44,RN045,-0.7065151198712375,0.0029749858624300504
45,RN046,-0.5404893019605105,0.012830817893863028
46,RN047,-0.7404381464615831,0.005259760959634317
47,RN048,-0.535532950545687,0.0035493478465104668
48,RN049,-0.723389037978896,0.005118540547294934
49,RN050,-0.39107658250125216,0.00689827832821938
50,RN051,-0.7523670250620277,0.003771239686818594
51,RN052,-0.4273832467972835,0.0025963618490854124
52,RN053,-0.40907227447984246,0.003954720501313575
53,RN054,-0.6681574486428495,0.002871916802632401
54,RN055,-0.1920018705232388,0.010181717466569897
55,RN056,-0.6982666989620082,0.008240156358335155
56,RN057,-0.4561345382340491,0.007351026944928698
57,RN058,-0.5442957598883499,0.005196224694324324
58,RN059,-0.6697214079859654,0.0012850172042229602
59,RN060,-0.5614055356496601,0.004457545320920991
60,RN061,-0.6840451289736639,0.003814389388320491
61,RN062,-0.5452739608885885,0.005633308934884741
62,RN063,-0.44667562096689545,0.009275495834581813
63,RN064,-0.6706537510798277,0.00385321872052347
64,RN065,-0.4204812818077596,0.0015026044668518008
65,RN066,-0.4468345247295806,0.0023401624701031272
66,RN067,-0.5833639681577911,0.005241451858565302
67,RN068,-0.6049185071882615,0.005383014477725158
68,RN069,-0.7158687396521621,0.0017638515980924554
69,RN070,-0.46694422161775434,0.01258496011849588
70,RN071,-0.4131530869675731,0.006942940056202522
71,RN072,-0.7186475201087341,0.0063882025393191075
72,RN073,-0.5794534169629519,0.009788502435933395
73,RN074,-0.4639669391397871,0.0033650689190844177
74,RN075,-0.487038201585213,0.004733913933443521
75,RN076,-0.6506081828550881,0.005589859946918961
76,RN077,-0.48662577912168575,0.006291795323126992
77,RN078,-0.2578690700278283,0.002918457185743977
78,RN079,-0.1909235927930192,0.007609025451477356
79,RN080,-0.6379887526277198,0.008323372741691043
80,RN081,-0.6640241528380286,0.005395731876644334
81,RN082,-0.7435474677551496,0.0025278865106946103
82,RN083,-0.5112254234659616,0.006250709690326561
83,RN084,-0.18005052304070734,0.0014010320818651095
84,RN085,-0.8499019819854184,0.0038457795012277157
85,RN086,-0.6460534616804576,0.00296906294199041
86,RN087,-0.702089016924095,0.002191502112172489
87,RN088,-0.5714474507306178,0.002523418004861899
88,RN089,0.049614860136328674,0.010238385144468835
89,RN090,-0.6887882087555544,0.003809236165012338
90,RN091,-0.596374435093774,0.008039719510661543
91,RN092,-0.8750886616255308,0.00034277654139867544
92,RN093,-0.5578860367222237,0.0038266172011298307
93,RN094,-0.3206117157670019,0.00562723356040101
94,RN095,-0.21291980147225043,0.009032901331130534
95,RN096,-0.027516325518531434,0.01838817458682594
96,RN097,-0.5323680850021905,0.005691179555282609
97,RN098,-0.340680318250179,0.00523971306876703
98,RN099,-0.5298434835019216,0.0030640848256139907
99,RN100,-0.6121751940278569,0.003803405846815725
