RN,ConPr,ConPrA,ConPrB
RN001,0.4066718220847444,0.425854476829524,0.39420555991902384
RN002,0.664223731421135,0.6528809456412459,0.6246516929831968
RN003,0.589963495623873,0.5847062358735841,0.6072333222127492
RN004,0.8256480012090984,0.8549018014082075,0.8481164784208624
RN005,0.6100902643455834,0.5957391324066306,0.6161051713556639
RN006,0.5601586973338541,0.5574185060663646,0.5361979166666667
RN007,0.729568485076568,0.7092689461597347,0.7042472879871078
RN008,0.688942026404823,0.6493075673403542,0.6237644277060709
RN009,0.7781666578150725,0.7655444502893214,0.7679636821774034
RN010,0.7652630280984603,0.7675266673040414,0.7169017364114164
RN011,0.6872350336385668,0.6729427060973665,0.698214002761618
RN012,0.6058800378801855,0.5736534368011209,0.6387154224652655
RN013,0.7418041439213439,0.713052607022046,0.7154424522845575
RN014,0.7441332364732155,0.7092001334964957,0.7033070216168807
RN015,0.685596388592607,0.6521945008575968,0.6639008368668843
RN016,0.8345073939379697,0.7959604037173009,0.8192861588650656
RN017,0.707304183017653,0.6445398167871647,0.6188938640505817
RN018,0.7366899609890264,0.6951088657397058,0.7168363904373372
RN019,0.7365284804280854,0.7259210962301057,0.6847127101034072
RN020,0.6659184534380485,0.6062555367641137,0.6336190342372723
RN021,0.7048648974607657,0.7052939181776474,0.7018204201901148
RN022,0.7777732233437517,0.7713439882725862,0.7465791722493591
RN023,0.5704003545575418,0.5416258570029383,0.5827296435815705
RN024,0.72779584220085,0.7070030647457709,0.7049524920415057
RN025,0.7090110118699378,0.6866725610181716,0.6501208137389903
RN026,0.5358490247546062,0.5509332376166547,0.567190770241987
RN027,0.7404882803974917,0.7106627202932736,0.7388604127681502
RN028,0.6293579625187854,0.6206995697091074,0.6253867846931181
RN029,0.6748204795557224,0.6247183673469388,0.6396425585284281
RN030,0.8751809387512085,0.8042515131975789,0.8149480887210948
RN031,0.715260261407934,0.703951067922853,0.6870802919708029
RN032,0.713543539447744,0.6909865671994145,0.683583929607426
RN033,0.7110579883851059,0.6696052266112769,0.6549501828729979
RN034,0.6777534424507901,0.6695955239227103,0.6596327120159571
RN035,0.6928771519790659,0.6995853002161733,0.6895140606654736
RN036,0.5243535581016883,0.5458109216883945,0.5453031236452415
RN037,0.7183208192256431,0.6667791320484163,0.6240244908318
RN038,0.7111075116420328,0.6377136960705023,0.6182184212073121
RN039,0.769351833199033,0.7081732147978205,0.7038933829948205
RN040,0.6468187261087828,0.6111371869396204,0.6558485823232431
RN041,0.6935193904631453,0.6567739621626468,0.38498120240352174
RN042,0.5586795295985071,0.5631691893249321,0.5890091715531499
RN043,0.8539406843596493,0.8119157699218671,0.7952684958299912
RN044,0.8220804563967109,0.8007625028033192,0.7601693176541731
RN045,0.5803972551753783,0.5587035358114234,0.5687273459524769
RN046,0.7950739611894984,0.7586880526424018,0.7232507133929204
RN047,0.784164476246106,0.7593264048844462,0.7330905179789289
RN048,0.5263137034712818,0.5008989262141661,0.4903684144348045
RN049,0.7704138434074899,0.7682502109991172,0.7730088747838315
RN050,0.6524992645616787,0.6393352462936394,0.6372491251698553
RN051,0.5787568328368957,0.540095744193504,0.5067071223251357
RN052,0.7853469949842705,0.7451413085559427,0.6425488013466185
RN053,0.7046743953055675,0.6740758150622839,0.6834054488921746
RN054,0.6117850861672854,0.6412612332017259,0.5392552503088417
RN055,0.8242084660551867,0.8002413755695379,0.7665451664025357
RN056,0.6429247789748297,0.6231867176789986,0.6016839991665246
RN057,0.7433085541001558,0.6497260668973471,0.5123786967997029
RN058,0.6592914116119458,0.6568804280279491,0.6678453525053187
RN059,0.5539878013360442,0.5693643019929205,0.5767173071194519
RN060,0.643546777521321,0.5775822784810126,0.6406194471068417
RN061,0.707859384878783,0.7068907356864669,0.6667209075270817
RN062,0.6167368060729316,0.5870798340382033,0.6081150487930149
RN063,0.8211586427005259,0.8201448019170958,0.8246573299698028
RN064,0.8070338527983556,0.7964886409779659,0.7740243714329785
RN065,0.6375525736892631,0.6274206724223543,0.5999191599514959
RN066,0.80174816048085,0.7884414273919824,0.85972702058294
RN067,0.5872306120813973,0.5721619094087989,0.5916821078978259
RN068,0.7615845317958136,0.7587784191551878,0.7429894091787118
RN069,0.5044722981597313,0.4541571598065164,0.471665444651549
RN070,0.6248398979318288,0.6681321316520453,0.6398004554820519
RN071,0.6638967612516473,0.6316867103916121,0.6379950905592782
RN072,0.8453118008803056,0.8272270529374128,0.8354100260793973
RN073,0.7292798081486848,0.7448977475422076,0.7508684511692442
RN074,0.8104052855876211,0.7619240495243517,0.7681894732354132
RN075,0.6449226363310926,0.6464876329772544,0.6320751463030456
RN076,0.503488065988066,0.4662564509726082,0.5229211305665116
RN077,0.591857110627901,0.5632574490967095,0.5578671936469598
RN078,0.7575469322664578,0.6159930143910262,0.6607926901625727
RN079,0.6309523809523809,0.620057532855773,0.6156567385598539
RN080,0.7156679564324001,0.7068126413616482,0.6632738666801435
RN081,0.6455897025923241,0.7083502412191713,0.6149988840116063
RN082,0.7082745570273525,0.7221602467353501,0.6935215345638799
RN083,0.5827240139584731,0.592371743217835,0.5928485576923077
RN084,0.6535426389478151,0.6021779014026158,0.6579657049814278
RN085,0.580515950832805,0.5795063560751357,0.5706469326300458
RN086,0.6720127662712967,0.6279284338896021,0.6568712080106546
RN087,0.7771022474722962,0.7494756947045165,0.7292001902622177
RN088,0.7506210031182284,0.7179049594569111,0.6877028903061491
RN089,0.615039967415101,0.5791722333556001,0.5867972998824847
RN090,0.6049209627877608,0.6201639959051702,0.5805021660528584
RN091,0.530946110861327,0.5041387307892247,0.5465615172716414
RN092,0.5998139430277194,0.57856836428265,0.5953532163627983
RN093,0.5689786386714066,0.5613215474069841,0.6012911503253332
RN094,0.672819663927011,0.6550601485801918,0.657817293064319
RN095,0.7140456926749125,0.72723148602256,0.715169129132205
RN096,0.6286607613737878,0.5891301468265694,0.5940155450847731
RN097,0.7035093062973882,0.7108472993081276,0.7058927506131377
RN098,0.5472337043868128,0.5687638397157619,0.5759156506440619
RN099,0.6164794225507888,0.6361456036516963,0.6196906903871424
RN100,0.7442582839132418,0.728486658733518,0.721892281011747
