,RN,BC A,STD A,BC B,STD B
0,RN001,0.5696046961375038,0.002202109120824758,0.8373300924190499,0.0015372930301043675
1,RN002,0.5539697128535624,0.005721969544018451,0.45430466703869055,0.007960777151304893
2,RN003,0.41927447516545807,0.0044865170993078655,0.37054713362959163,0.005843144117370598
3,RN004,0.48144511037358334,0.0018147745274331181,0.5776681658383429,0.010472865511795297
4,RN005,0.5799068154632375,0.003169316257692406,0.6077138883111836,0.004507601996783904
5,RN006,0.46277862774915685,0.004826957434096898,0.44648735527292766,0.00279507103178705
6,RN007,0.6272073076582342,0.005353344275406117,0.5153181432312051,0.002923039002729673
7,RN008,0.4829483358776161,0.002931983248754462,0.3398426638987418,0.0071343593587320925
8,RN009,0.4037071122877756,0.0008362775066147028,0.6200212502065406,0.002045694709930479
9,RN010,0.5841172401107692,0.0006221598093154215,0.6649512348223138,0.0036599376906001047
10,RN011,0.8286329718526648,0.0036953016102704798,0.4143411315090617,0.008819634497298716
11,RN012,0.5447413659715271,0.009488027332685903,0.4244533937030834,0.004164736418633491
12,RN013,0.47331140313429215,0.0040010194107222025,0.5603441121087859,0.0031480383534271913
13,RN014,0.4481894505634713,0.0025046916942887128,0.463236569394955,0.004088235259555941
14,RN015,0.5270323894040526,0.0008759165058261032,0.6002224727233862,0.002523569099579556
15,RN016,0.517206536004949,0.005122886538916503,0.47405808049713033,0.00309779186764058
16,RN017,0.5499733822134366,0.006377390387053851,0.49570239170022407,0.002651101073765675
17,RN018,0.41478917370016183,0.008139605058211576,0.4067174065830807,0.0031073715273708257
18,RN019,0.42545360455628556,0.00626314986456739,0.5601135418473343,0.005651766458706717
19,RN020,0.4400336659748681,0.0023339584765378883,0.4891796539114411,0.008341140396693612
20,RN021,0.4836769339832418,0.0022657657950693466,0.399728698075237,0.002818539264684421
21,RN022,0.47113106333558985,0.005119409535641575,0.5445876075680371,0.007735557618509249
22,RN023,0.6008865468733894,0.00669925055049544,0.48953839393436666,0.0018670706943346924
23,RN024,0.4531646995710696,0.0043357938859236245,0.4229495253437537,0.002636545717758463
24,RN025,0.6062604697313628,0.002432799799355369,0.5650315912627509,0.002251314256405468
25,RN026,0.4703087794325466,0.0041853712352503914,0.4245478621059848,0.00679241451897428
26,RN027,0.4822676069130665,0.006920364693273515,0.48448241713203927,0.010812269081462662
27,RN028,0.38861031061210677,0.004907536207342231,0.4749360798318783,0.00685754808235116
28,RN029,0.5241770452975341,0.0036019801216023916,0.3913663689600768,0.002188760887448625
29,RN030,0.8710539924591586,0.0034333839398560453,0.5027813423123761,0.004989739970739618
30,RN031,0.5082585475700353,0.002065897832496921,0.6874826127365236,0.0011251855966776846
31,RN032,0.7834559178798927,0.005978720852179797,0.4458532281802645,0.004489744457941173
32,RN033,0.3782946812860242,0.006582729980311006,0.454950312070675,0.005942394131871196
33,RN034,0.517060794977109,0.0031720441017754476,0.5954759678301326,0.004114496121209987
34,RN035,0.8503295469185943,0.0016629360670038058,0.524496792625676,0.00425314010708058
35,RN036,0.6573181107692926,0.0032553040567010402,0.5506489498261479,0.0038445568582720236
36,RN037,0.8275998487782995,0.005577859880389312,0.6603992993158937,0.0053735864186079795
37,RN038,0.4801274456185789,0.0041575285611752015,0.7889511054855162,0.005915964477709883
38,RN039,0.45672677260359823,0.005048526501445217,0.35553604373187925,0.002993565899814467
39,RN040,0.4704303907226974,0.001517600926487104,0.848468449274138,0.0005846329213347653
