,RN,CC AB,STD AB
0,RN001,-0.6127696764745195,0.008236645112158027
1,RN002,-0.5178064803230473,0.008406468191018895
2,RN003,0.059092509621979095,0.010969603840962175
3,RN004,-0.14394131048250672,0.006347980716362327
4,RN005,-0.3727326946110294,0.0008743579961137459
5,RN006,-0.2762940153977544,0.014662048574788868
6,RN007,-0.6363780791123848,0.003827662114238108
7,RN008,-0.5531598724594623,0.010799714367213177
8,RN009,-0.3551224810331777,0.013058324784298504
9,RN010,-0.8284709392026991,0.001059416764834756
10,RN011,-0.5250727447382167,0.005307170717729004
11,RN012,-0.603282744495551,0.004117130761305983
12,RN013,-0.22273375640087267,0.009163146078197827
13,RN014,-0.7269080041807152,0.004090818588576836
14,RN015,-0.7636075345242266,0.003251924368301369
15,RN016,-0.7912601074044093,0.00498094825712286
16,RN017,-0.686210097780794,0.007495174392495944
17,RN018,-0.2846377371342362,0.01366691518215392
18,RN019,-0.3747939072405928,0.0082981865928027
19,RN020,-0.650275319501539,0.007811338894201499
20,RN021,-0.6345989008447752,0.008499555060387447
21,RN022,-0.722381216587018,0.0013716630899578512
22,RN023,-0.5096177948379433,0.0036354132429049987
23,RN024,-0.3803317754654052,0.004450170364402845
24,RN025,-0.25961886386977084,0.007596983733730286
25,RN026,-0.2892562912831349,0.015580358820335092
26,RN027,-0.6524587370668581,0.009976252284889301
27,RN028,-0.7412142595250831,0.0029983189872110193
28,RN029,-0.45498132712200584,0.01576399632170906
29,RN030,-0.7710160533201025,0.004636991255457487
30,RN031,-0.68786732335773,0.0025124287058809406
31,RN032,-0.41192198978013533,0.004366996209765292
32,RN033,-0.36107387298813337,0.010584175232664353
33,RN034,-0.6333899417894929,0.005029859807579919
34,RN035,-0.32374309154194053,0.006304975989131101
35,RN036,-0.6539777000150249,0.002226089247488263
36,RN037,-0.4479196111561569,0.005051578421054813
37,RN038,-0.7585719205240872,0.0014668859014829367
38,RN039,-0.6809828770487495,0.007283209521374057
39,RN040,-0.1139978340881501,0.001521242118154348
40,RN041,-0.5864742960795465,0.004884477434414168
41,RN042,-0.7134033035208764,0.0008027784649249057
42,RN043,-0.8246116516712471,0.0009000682563685932
43,RN044,-0.3661046503641323,0.011137463527057315
44,RN045,-0.6527948979057197,0.0018315558393759749
45,RN046,-0.40647801181832693,0.0053886859220498035
46,RN047,-0.2815815892628743,0.015836204547645415
47,RN048,-0.19015169097435,0.011058149591793373
48,RN049,-0.663948975984569,0.0032923456716893377
49,RN050,-0.5901837439966634,0.005921658497206226
50,RN051,-0.3804745813090458,0.0016097565801253078
51,RN052,-0.5679141234499323,0.004444258269658445
52,RN053,-0.7087393961583374,0.001455025332063341
53,RN054,-0.13021996553269785,0.010545224313496165
54,RN055,-0.011872333778115035,0.012215991622379659
55,RN056,-0.5184576640983992,0.003315716349473136
56,RN057,-0.4618138071776803,0.009336564141951742
57,RN058,-0.1676088745700132,0.006353651376833376
58,RN059,-0.6816900938259538,0.0030350230632764244
59,RN060,-0.4841186823217365,0.006464741892530208
60,RN061,-0.6809618423262433,0.0032763584844132344
61,RN062,-0.8233506360223884,0.0009307060267848636
62,RN063,-0.1298758223319391,0.008672714168941964
63,RN064,-0.3049404692761786,0.0032561511524731327
64,RN065,-0.465747487731287,0.00671954114487497
65,RN066,-0.3667050406447237,0.011385788455326593
66,RN067,-0.7903668159001302,0.0003042646267007258
67,RN068,-0.5901177258698037,0.00850840241096204
68,RN069,-0.8559760842416798,0.00020079615576182127
69,RN070,-0.5767725413074808,0.005124408821831264
70,RN071,-0.5375598154024965,0.003962910837272118
71,RN072,0.45733932248839176,0.0006155822485737955
72,RN073,-0.8006064715475706,0.002749497274894482
73,RN074,-0.1865379116850144,0.004974012545780909
74,RN075,-0.3767836490350835,0.012408169987188479
75,RN076,-0.236189668479189,0.006061561123847056
76,RN077,-0.5422835849234441,0.004439191635395015
77,RN078,-0.7169427916075479,0.003428343027196337
78,RN079,-0.3660352865157641,0.008749270779469197
79,RN080,-0.6044291193488768,0.0043011223108787395
80,RN081,-0.5319725175697062,0.004087749834562641
81,RN082,-0.737275998482548,0.00553651644855974
82,RN083,-0.646648128268641,0.0028047804271057524
83,RN084,-0.6418794779716793,0.0025799835656242715
84,RN085,-0.7850332457465576,0.0030472439679078934
85,RN086,-0.23485862449749853,0.008271360867405701
86,RN087,-0.7824720700889287,0.004956990651590686
87,RN088,-0.846779827708218,0.001927432136101842
88,RN089,-0.48737655378768624,0.007834040237862628
89,RN090,-0.2584221290779449,0.013835686494471386
90,RN091,-0.733535933542436,0.0017481102687317079
91,RN092,-0.6873115428347935,0.003664715967680667
92,RN093,-0.7735594022783414,0.004318789469757601
93,RN094,-0.20609118532956197,0.003246068276795787
94,RN095,-0.7614420265685137,0.003960310450823511
95,RN096,-0.7414973912936099,0.005743239159220123
96,RN097,-0.32357817022036023,0.002850883547175624
97,RN098,-0.11955096305767114,0.011041657849712951
98,RN099,-0.6043498443006223,0.0044471946419622765
99,RN100,-0.6671433456128056,0.0008458002808171915
