,RN,CC AB,STD AB
0,RN001,-0.615743258212846,0.0010696487926052957
1,RN002,-0.24965458959245992,0.003028999406840346
2,RN003,-0.7634604337880077,0.002914819816049184
3,RN004,-0.7683806792613849,0.0036434662424476077
4,RN005,-0.46494015482415874,0.009769128072201571
5,RN006,-0.39839143652598247,0.004836934270094441
6,RN007,-0.786718359252128,0.0028143247626432454
7,RN008,0.017686404714190366,0.018294189925145178
8,RN009,-0.8236811431117471,0.0021973236615943645
9,RN010,-0.4391194370115962,0.0022802686391638575
10,RN011,-0.5156336032323673,0.011359497444048482
11,RN012,-0.7775449994963758,0.005754643773986763
12,RN013,-0.6731051773742082,0.010396067592884733
13,RN014,-0.36517218564988424,0.009840325380427981
14,RN015,-0.5986801516559513,0.0022108729320655957
15,RN016,-0.7174853698038373,0.005713666178438868
16,RN017,-0.3683881574916994,0.008213499339216291
17,RN018,-0.40929788205125334,0.014354850628178735
18,RN019,-0.7802046385486824,0.006515872677582139
19,RN020,-0.4674907818633549,0.0024903595697616052
20,RN021,-0.8364640906602078,0.0002409887959364788
21,RN022,0.20921016893210884,0.007750894038873358
22,RN023,-0.542728713937299,0.008260098185971036
23,RN024,-0.7732635225036063,0.002671795083335276
24,RN025,-0.8030714976275197,0.0033070555699215728
25,RN026,-0.7729906811288781,0.0035846977597767202
26,RN027,-0.34126357709257743,0.013183497445077278
27,RN028,-0.4101072714319398,0.017461068362479456
28,RN029,-0.8684335998518306,0.0018714710594023858
29,RN030,-0.6158456656832988,0.0036823621275613614
30,RN031,-0.839440734348773,0.004067664296458285
31,RN032,-0.7433508384244855,0.004326461653970243
32,RN033,-0.3465342435315748,0.009271495213384193
33,RN034,-0.5324205718533427,0.013931221063888423
34,RN035,-0.4077581374189938,0.0006113741903595692
35,RN036,-0.8301944822125856,0.0017798745336138422
36,RN037,-0.5974706917820449,0.00410986632514463
37,RN038,-0.8247264145806076,0.0012636171021350746
38,RN039,-0.7967265665224338,0.0019575955272775427
39,RN040,-0.6819591655515769,0.0012664874113016852
40,RN041,-0.635046507641622,0.0011545254382763373
41,RN042,-0.6426327878128851,0.0049873702474187995
42,RN043,-0.5623097863361909,0.011862332053322579
43,RN044,-0.3988028128931818,0.007287580951415787
44,RN045,-0.5909247320426915,0.00750378015024248
45,RN046,-0.3557635303697624,0.013067983441871158
46,RN047,-0.5604106746424558,0.006811327796548476
47,RN048,-0.3563771569999734,0.003844245991139531
48,RN049,-0.7570048224666787,0.0017333957078484096
49,RN050,-0.5870890877948973,0.0046136027131691805
50,RN051,-0.7867024995097504,0.004947526052527023
51,RN052,-0.37560699233637146,0.007978293456957834
52,RN053,-0.34168641195708077,0.010074983494913668
53,RN054,-0.7920478827462277,0.0031200608126046104
54,RN055,-0.8356242758964886,0.0029639578691527213
55,RN056,-0.7092217666628082,0.0035731419545967443
56,RN057,-0.3007105133552608,0.0035305670439258864
57,RN058,-0.39072116300555243,0.0050492400010325005
58,RN059,-0.6585847381229589,0.007991611076848119
59,RN060,-0.6744616583301065,0.011221664288165347
60,RN061,-0.35478114182501735,0.01312657004686261
61,RN062,-0.8279986185575181,0.0029972712707296255
62,RN063,-0.8464475562527398,0.002682770366590246
63,RN064,-0.43606053389206995,0.007743208102697804
64,RN065,-0.5855149486045009,0.00942353884896672
65,RN066,-0.13107608892326714,0.014343613259624882
66,RN067,-0.4323119627073691,0.007639019233586804
67,RN068,-0.4798445891088145,0.005132187607040994
68,RN069,-0.8512583440915787,0.0029596162039651017
69,RN070,-0.05037157463224667,0.012714706090401014
70,RN071,-0.8359549669191719,0.0004631626335660177
71,RN072,-0.6286276900851583,0.007208516071599231
72,RN073,-0.5105904123609394,0.0163748619556012
73,RN074,-0.5837942905823391,0.004500943179220025
74,RN075,-0.7557408609973993,0.0008401080554790076
75,RN076,-0.7650265162776715,0.00558860155352439
76,RN077,-0.6511349940213477,0.004145940780422119
77,RN078,-0.6189386297432885,0.0018825703479589733
78,RN079,-0.7438487152509424,0.006340954004568376
79,RN080,0.07296753285132547,0.008488534819974384
80,RN081,-0.3666218502520824,0.006433393656971167
81,RN082,-0.8575825077527724,0.0012687402011916354
82,RN083,-0.8456560171296518,0.0013468948641342318
83,RN084,-0.5058991879379279,0.0058840154504593446
84,RN085,-0.7586843514979247,0.0011862753973959329
85,RN086,-0.4435424967872639,0.002120116005955011
86,RN087,-0.7591449202048045,0.008506617951813112
87,RN088,-0.47372843605945114,0.0033391962810368644
88,RN089,-0.6211711166938635,0.001023546433849595
89,RN090,-0.5648327696175585,0.005024837580053222
90,RN091,-0.6728360582302836,0.005468242069387293
91,RN092,-0.8044348014055153,0.002408874868509281
92,RN093,-0.39765085270897077,0.004595603289255722
93,RN094,-0.8701922085759123,0.002094666608338022
94,RN095,-0.3851429781574331,0.010720899108508904
95,RN096,-0.48605484323213477,0.006321863312177685
96,RN097,-0.7911731931094481,0.00372147795423709
97,RN098,-0.6865689294730108,0.006694577930207658
98,RN099,-0.685812435290749,0.0067868239909154365
99,RN100,-0.8098400863259568,0.003120916035425762
