,RN,BC A,STD A,BC B,STD B
0,RN001,0.594988139439815,0.006566764314646731,0.5200528161477295,0.002192625873289633
1,RN002,0.44756311710172586,0.0037982201795747294,0.47159095680487706,0.006380037210575627
2,RN003,0.49391179767857335,0.005386793582795947,0.43323764621527433,0.002637686990955675
3,RN004,0.3599507550479017,0.0033658319884312298,0.6318308680800425,0.005545434544370937
4,RN005,0.4800429806568964,0.0036769325967454447,0.3364768642319456,0.0009561683210086618
5,RN006,0.3459642284813255,0.0034095148452553416,0.4344914522490364,0.0024853972279624036
6,RN007,0.5026927646290958,0.0014967434521104181,0.6367168866252948,0.0006616280936135542
7,RN008,0.3134194774109487,0.009221810305856388,0.6017902474314675,0.002478322392252579
8,RN009,0.41200481236518743,0.0013858875220732997,0.4295620997444125,0.0038031516313247
9,RN010,0.3924920843229962,0.0016737213119197719,0.41219943283750043,0.008949928844177259
10,RN011,0.37459708047164514,0.007059044492815487,0.38347983102612776,0.010683216359620515
11,RN012,0.3786222038479123,0.005229287369612482,0.47172947722502395,0.003981945733112111
12,RN013,0.3494192224431017,0.0017744141366780775,0.40496680320402173,0.0028644694811103813
13,RN014,0.4023084346359153,0.004086127702622151,0.47373841454352755,0.0057499477963751395
14,RN015,0.49663216819479716,0.004674171718674995,0.3781073012129636,0.004738082641979968
15,RN016,0.323000160925341,0.0029814716281689837,0.35231695969865545,0.0019627180388455756
16,RN017,0.47516119770951937,0.006418530691544358,0.41307553243074757,0.006270331372454286
17,RN018,0.37315166582932036,0.002304049814759828,0.36187993675603886,0.0006820532015334926
18,RN019,0.47110181847561355,0.0029597611126076727,0.3232590052938574,0.0015735132783589532
19,RN020,0.44583107039504793,0.004034525784239012,0.4730832634579642,0.004451736966196575
20,RN021,0.46868753986503925,0.0036848173649560202,0.3407222340500216,0.003943682639094567
21,RN022,0.3602175141049156,0.0035704368086539916,0.7562300164770478,0.004624319253284973
22,RN023,0.4333407751636173,0.0051562961665096805,0.5208438995171548,0.0040689174112608535
23,RN024,0.35940736270059287,0.004774335518366132,0.4446987085482987,0.001747745433910129
24,RN025,0.47440625928663005,0.005103026646347541,0.3199354541076849,0.007959152261035751
25,RN026,0.6057238542333678,0.0021123875721040294,0.4186220504977353,0.006176421760831161
26,RN027,0.413035122971295,0.002805576542227335,0.6129622065363834,0.0043093018142308795
27,RN028,0.4010973859890636,0.011668361074715576,0.30181371191248885,0.003811083675601327
28,RN029,0.5692589555445586,0.004327424589184338,0.3910166653823444,0.008190745120864876
29,RN030,0.7939560147622662,0.004939934935939937,0.6763045975042674,0.002520579415240258
30,RN031,0.37329325014797227,0.004085991966692526,0.49964195958625873,0.004274983253003017
31,RN032,0.6093062770571858,0.004317646663655258,0.5095312158989374,0.005223974840037237
32,RN033,0.4078123549998063,0.005907060609449461,0.31483661289617454,0.00544044130919894
33,RN034,0.38096562685017193,0.0031014268741166437,0.39171724789162116,0.005505199956361945
34,RN035,0.4330322336852049,0.009054609434871195,0.3918139588693015,0.0013191567936312115
35,RN036,0.5061408544062101,0.004248163732948848,0.40444127756383125,0.0038096120263329887
36,RN037,0.3851610677147501,0.004065069904266855,0.41383936719846615,0.0010390855922120168
37,RN038,0.8525175949145359,0.002953514600372984,0.4758928932012319,0.0012344236355444282
38,RN039,0.4201079051125632,0.005709069084812469,0.49058394658791626,0.004261758908650691
39,RN040,0.5196609036501308,0.0028720275286241675,0.5154960825576537,0.004614715332880514
40,RN041,0.3350679556204075,0.003091851506959722,0.45777293638315736,0.0050662359461141745
41,RN042,0.49193444697905814,0.0024922407149978666,0.5999601229783823,0.005911572941910807
42,RN043,0.646621296996238,0.0036558389216632403,0.38708651930747967,0.007900030687713198
43,RN044,0.49469574847093756,0.0022874155677476814,0.34741172440118984,0.0025296378878396078
44,RN045,0.3787527683750324,0.01242807000899559,0.43511964720181173,0.005078752433614415
45,RN046,0.4609820924593883,0.0035810998687991146,0.40620006105423295,0.006900869430499334
46,RN047,0.4145929830377442,0.004686002323450943,0.38509997098637766,0.007117779805703203
47,RN048,0.4971053644558787,0.0026661080145982605,0.3145604013358407,0.011301072328821915
48,RN049,0.4767311606337008,0.005907139256987101,0.3999653936646588,0.0024763002506139045
49,RN050,0.4173468297706974,0.0028515453231633524,0.3336377460358184,0.00671877648437318
50,RN051,0.23855623848481058,0.0022716004219033065,0.4370597928768663,0.0014985343203710014
51,RN052,0.6101151557461498,0.0038858941916254967,0.5616107267388608,0.009182953297070291
52,RN053,0.3445616994823357,0.0013587352827599934,0.41418617600325386,0.005702457812567484
53,RN054,0.3891476454671637,0.004693480220314115,0.41969467458871645,0.003308430811673142
54,RN055,0.4024122767200973,0.003490085247109134,0.29170544885527744,0.0029074467991599276
55,RN056,0.32063530756815584,0.0068296672127657635,0.38940332585927945,0.010354822283173212
56,RN057,0.3959103774152925,0.006229159332842233,0.5196943451758095,0.004322670148631815
57,RN058,0.4854031136417673,0.007494110380059473,0.3884435937250819,0.005586137438013659
58,RN059,0.6608496948833033,0.0013795595214715346,0.5491793441770859,0.0023541444409313703
59,RN060,0.35196123416872,0.0009121224131808088,0.38612155552100175,0.004227610057758986
60,RN061,0.7570881632597647,0.0017394787568517929,0.40180887857176,0.0038653759475124816
61,RN062,0.42376659103201125,0.005566368629761811,0.3857965166529924,0.004176347172523754
62,RN063,0.26549419993584317,0.003956104239013983,0.44691455620589665,0.004168045115613197
63,RN064,0.30112648174759404,0.004666372286882736,0.4189225592139542,0.005108460964629509
64,RN065,0.4130200948171338,0.00840265303475606,0.3916613345732249,0.006760549682605613
65,RN066,0.4213953492851405,0.005356332303230456,0.5360007262336602,0.004292708971199817
66,RN067,0.5588803941432546,0.0019067422014845364,0.5403890033191443,0.007028098254365096
67,RN068,0.5298224003206728,0.003310195349188591,0.32515489572923356,0.0039047749538685707
68,RN069,0.3723332849318665,0.005679638035063829,0.5257289994032827,0.0007538414747154207
69,RN070,0.5221993977755984,0.005039301935051444,0.6542149470691251,0.0019265382507639608
70,RN071,0.39860868710357145,0.007132615784512099,0.4024719558792116,0.0043399400195646585
71,RN072,0.7628641636351613,0.004457353061027499,0.5463546270430203,0.002455030279092097
72,RN073,0.8287951340349385,0.000901730522150367,0.5605132321336953,0.0016833393844878008
73,RN074,0.4250837366869263,0.003311936950424815,0.5438447662405793,0.004426356027767153
74,RN075,0.36840496915425053,0.009040816926620928,0.3475842390602613,0.004893696745260948
75,RN076,0.5134623648752409,0.0045463947722665125,0.34328041249358815,0.004171766466722773
76,RN077,0.5793919137555322,0.003330528211511125,0.6585960589598158,0.002835174930464658
77,RN078,0.29957861695980736,0.007522830270021973,0.37339476878404704,0.007439721446262332
78,RN079,0.4262800196887067,0.007507950470931605,0.5725396404559433,0.007038719487431639
79,RN080,0.34263697218999134,0.006273771681373739,0.3261602765051789,0.0024150145262326773
80,RN081,0.624433624768947,0.006311631550249059,0.3862410478417415,0.004631803304519119
81,RN082,0.4188016746146423,0.002297276605291562,0.38032067815592446,0.004336674917053785
82,RN083,0.4291374033459443,0.0020142826366594223,0.3952848112092253,0.006282135388949319
83,RN084,0.34539595878415014,0.001981959861111818,0.3960677585551157,0.0031843343944952173
84,RN085,0.5249138699487855,0.005866273647244416,0.44263061162967937,0.008411779477566713
85,RN086,0.3714306033987593,0.007085582258648961,0.4913560929195054,0.005151386270516473
