,RN,BC A,STD A,BC B,STD B
0,RN001,0.3481737842014457,0.0027560498728509183,0.38120414429239374,0.006046860211356491
1,RN002,0.42221738118047786,0.005630079932494884,0.5177625951205344,0.0054210856920314425
2,RN003,0.361132068440521,0.004984248376045447,0.4216301978021442,0.005732203337975307
3,RN004,0.396962011777465,0.0032480511948797747,0.34415902962995754,0.006444029672788583
4,RN005,0.4542353923132287,0.0023506067767420477,0.5352361725198753,0.004030482537905094
5,RN006,0.38261283772495225,0.0027517062120318344,0.5138771919933737,0.00376359568559649
6,RN007,0.364869790610088,0.006843093144827349,0.4082086185120888,0.002269079000084739
7,RN008,0.39299838315587704,0.007162922797438874,0.4080795282788281,0.00527899235848294
8,RN009,0.3867424072337345,0.005436686015562916,0.3710620179750394,0.0003873146230832352
9,RN010,0.4709908783937526,0.004985964454251803,0.4917883063858099,0.0020595561001164756
10,RN011,0.39169668481859915,0.0041040262333962105,0.3210473040292165,0.008447947373183143
11,RN012,0.4863956534479718,0.004202223047575639,0.5366405174991739,0.005901118450184517
12,RN013,0.8436441646795267,0.005392875144118699,0.4468038146019213,0.004107446988019914
13,RN014,0.4498240285299489,0.005954575678956211,0.49242393585786776,0.006749848626022991
14,RN015,0.42210776653238735,0.007060382808841725,0.46354160534638106,0.003613059420949693
15,RN016,0.3788846685400353,0.0027555145372542542,0.42446554689009647,0.0072684219499756795
16,RN017,0.3307248173556104,0.0014490825152858496,0.34074067690751847,0.006100482903007066
17,RN018,0.35117805232882815,0.0021783693240144267,0.451661695890558,0.0004741649435275834
18,RN019,0.34263731818992876,0.0073771875658228915,0.38914609793553917,0.0034134364092978427
19,RN020,0.36234620335804246,0.007285372877923791,0.5028624329288703,0.005452429133783183
20,RN021,0.42868851975670336,2.540571598540092e-05,0.42579468248534574,0.0038081082527786705
21,RN022,0.41037369617736214,0.0023264519196690456,0.3938758994701474,0.003349628565295953
22,RN023,0.8233177439106375,0.0028104636132243494,0.5214023474858186,0.00448462009187825
23,RN024,0.3723356728759295,0.0019839678802757725,0.5341956388301763,0.005233095558884362
24,RN025,0.3436370213862691,0.00832963376671677,0.3781722140985879,0.007489818534989518
25,RN026,0.4512190770752617,0.006035486314237834,0.41924638078806487,0.00887196575012808
26,RN027,0.3923268976968423,0.0044619836538574735,0.39484164296263713,0.0026090834168218083
27,RN028,0.3190608232907674,0.006957891516200185,0.4935082964625916,0.0034093175435814713
28,RN029,0.3430459475477969,0.004217317051645856,0.5487583546846232,0.005087543684389591
29,RN030,0.5541350021348576,0.006200288644163281,0.47821137731706503,0.009126325563048824
30,RN031,0.3565223237726644,0.0014986579721883936,0.48390199192647215,0.0020938673746638925
31,RN032,0.35849010563167,0.0013854553229627718,0.3471258121217811,0.005056206070420409
32,RN033,0.37687462593726745,0.00522734001016503,0.4648777463708587,0.003927038902962871
33,RN034,0.36332701874598605,0.0030099322891067853,0.3001383025258633,0.010905854500662145
34,RN035,0.4168471626471238,0.0053441644529079275,0.4814282920149755,0.0015196776166585305
35,RN036,0.4988664577124631,0.005694535663651947,0.48337971673919694,0.002984372715860528
36,RN037,0.3624243325039172,0.0027248237891913597,0.3810212456261752,0.0031967849454327016
37,RN038,0.4017972799866585,0.0059184686167524005,0.3789714024484763,0.0051700796387592835
38,RN039,0.5128706054481157,0.0032447974799419254,0.39442102374971394,0.0034445276945489238
39,RN040,0.3910908507609401,0.002143060227269208,0.3228083630591918,0.012762419162060668
40,RN041,0.35438344529253746,0.0020104221547713507,0.3629902875259339,0.004545358607629197
41,RN042,0.4227780468007309,0.0036062735521741845,0.38957630097401297,0.003360367304050027
42,RN043,0.3750022919635241,0.007287346713698267,0.37660899408641013,0.005122039034051073
43,RN044,0.33388894844315525,0.0028992657230835447,0.4068603476248773,0.0015636288213728272
44,RN045,0.7911066107920237,0.003569166315807363,0.6084503144657845,0.004506858541041408
45,RN046,0.7031846027272216,0.004568317772608705,0.43630767263165343,0.003932112107912162
46,RN047,0.28152863181598403,0.002953042058413788,0.4219248067138488,0.006065150177230638
47,RN048,0.38553964097321786,0.0071165139979335375,0.5152050893831747,0.0038492382833236207
48,RN049,0.42407935210018427,0.0009094684943782725,0.4659011070713969,0.0020570563707582846
49,RN050,0.43693617729949424,0.0038075248546181346,0.5064096890290627,0.0021661830726026447
50,RN051,0.35910654857570173,0.0019250416987405422,0.32782523590960905,0.003927155932875967
51,RN052,0.4124137775983428,0.006224762851462291,0.3948541738539868,0.0029974360578391974
52,RN053,0.44826727638174885,0.0027100785443897476,0.3297535034589961,0.0036110994790086517
53,RN054,0.301136164439371,0.007082244074514517,0.38163008036444146,0.0009227125395473566
54,RN055,0.36393795935258594,0.007691859596932425,0.45536687185523755,0.006980542153459457
55,RN056,0.7634396168427915,0.005275651826234333,0.37942606017640185,0.0018320271994193298
56,RN057,0.3035365016958264,0.003217571180839784,0.31208596753442813,0.005120581884793505
57,RN058,0.5582471787174876,0.0011296094406783432,0.4516112878963437,0.0034334282041707655
58,RN059,0.5376744837290203,0.0024249961869835207,0.42042416850418823,0.007183701651328727
59,RN060,0.43584044726665194,0.00641285941909928,0.46531115020929753,0.004231811726056794
60,RN061,0.49169325569530264,0.006777676730392798,0.32392280053168876,0.004703821789344706
61,RN062,0.3490753646267388,0.005686605005553676,0.42995088172096385,0.004571090770709149
62,RN063,0.40945009562571605,0.0043100461621661,0.47566636557307856,0.00079284172063859
63,RN064,0.37675232322557956,0.0023594701154860207,0.45248519002625387,0.0024500384241124434
64,RN065,0.34402245342404364,0.004018825619311833,0.4130519969319617,0.004699047132213804
65,RN066,0.5345619812802358,0.006794201437231309,0.5108645448131547,0.002642582818365106
66,RN067,0.35707687798102494,0.005488769438640891,0.3766798692932158,0.007971032218131191
67,RN068,0.40337875286823266,0.006390537733263485,0.5152860670002509,0.00432709529440956
68,RN069,0.38931197213244345,0.0008405341581935389,0.3254003696117845,0.0029870945055977456
69,RN070,0.4305306439958318,0.0018054298566732546,0.7889976769495365,0.005078544833635747
70,RN071,0.3435301635909809,0.005450331407536937,0.3780150983927677,0.00484537693231632
71,RN072,0.4436171487051909,0.0023070949272488406,0.40830707912401537,0.004926227937111357
72,RN073,0.45626398003620466,0.0012432324009692924,0.41772364584112526,0.0025757377808138643
73,RN074,0.3698183956937801,0.005359339555426297,0.44876123252723593,0.0009468520710349216
74,RN075,0.49086856522115685,0.0015306940207556212,0.4589232672551253,0.004556268464663171
75,RN076,0.34264674446112675,0.004121059273722273,0.4568265638298492,0.0037858782965655598
76,RN077,0.7781037606510314,0.002639627509766202,0.5181497572535783,0.004557600157756516
77,RN078,0.611377346271509,0.009643420907249187,0.3648713167882532,0.00176316046855057
78,RN079,0.4087014353566854,0.0024843714829355006,0.36870281648187,0.0065383978047763745
79,RN080,0.42905125783342446,0.00459704994562885,0.642512931493611,0.003331956786590871
80,RN081,0.3840116714246001,0.007876740971051968,0.3308809838600419,0.006554489956499874
81,RN082,0.45046796832346964,0.0024737580469995748,0.33105880066270205,0.002560308579660854
82,RN083,0.4489615058914052,0.005009209364063807,0.503268835789739,0.0020182802991397736
83,RN084,0.4486575647945799,0.006479453051060772,0.6523108591720655,0.003270076922863371
84,RN085,0.403787476555945,0.00835673154554868,0.33937851484065634,0.00213486099469024
85,RN086,0.8287227231660509,0.00372880065178863,0.4272112248866784,0.003099944023531554
86,RN087,0.3277009239918884,0.007194240779108428,0.46854615508769903,0.004146137088296734
87,RN088,0.5497848646007415,0.000956619102217859,0.5024249933554213,0.0021587478883506148
88,RN089,0.4953167105985463,0.005508874206830019,0.42018898029226265,0.003637143546228916
89,RN090,0.36813219132710157,0.0026343016652057545,0.5172878330931933,0.005539397069193132
90,RN091,0.5549411682375309,0.007798419112418923,0.37907390989405726,0.001963427398961586
91,RN092,0.36998916459417314,0.003313394703806402,0.38689280349135163,0.004280363234062019
92,RN093,0.42079271131927065,0.004368108401569964,0.3394622991914653,0.005817688651155235
93,RN094,0.39454781439344216,0.006124124310539014,0.4395479056132019,0.0063154414906411785
94,RN095,0.45589755780818214,0.004091012205897171,0.4630162096226392,0.003059006769884255
95,RN096,0.5972183049833051,0.002943249275789645,0.4099134216417639,0.005794447801168289
96,RN097,0.5581460057954039,0.003194322021542613,0.36048600844849027,0.005536221173780206
97,RN098,0.3853094331974873,0.001416443636148919,0.4555445525263715,0.004690854290118862
98,RN099,0.32512243177617045,0.00454528919849772,0.3917320905616744,0.0032481115399234464
99,RN100,0.8287557350288384,0.00426377708292878,0.4413498958449045,0.0032938550023010457
