,RN,BC A,STD A,BC B,STD B
0,RN001,0.5811065762962265,0.003799603764043652,0.7892351406709562,0.005817798802804974
1,RN002,0.7586000703784638,0.003964133174375042,0.4589303858420542,0.008535788753893297
2,RN003,0.3295399995503692,0.005919402543546182,0.40349151348830153,0.0060661922487985085
3,RN004,0.4356253587582887,0.0050854561417806934,0.7306451980961692,0.008076784144977237
4,RN005,0.714556318469378,0.0031493957976004854,0.536358175345273,0.0031650921112908355
5,RN006,0.4144642847319908,0.0106809771655891,0.7101631710857422,0.011702766798439675
6,RN007,0.8184212688852822,0.0033366617967699394,0.6437365200340167,0.0023948677056052107
7,RN008,0.46105124529351865,0.006027366364131983,0.5588248903849987,0.004789523821079245
8,RN009,0.7280546935449695,0.003661436561435977,0.50565443023833,0.002067449733459763
9,RN010,0.6224428767254189,0.004579639403727881,0.7004485923190277,0.004378971543093026
10,RN011,0.49136147926604345,0.006028588603954916,0.405057529292975,0.003037843594045506
11,RN012,0.4491965491538436,0.011105535569392403,0.5754683678907189,0.0048454490658219
12,RN013,0.3202955964917443,0.0037280610433119065,0.3798868652548071,0.003779293940829288
13,RN014,0.515794486735004,0.009880690012461146,0.4376702815102546,0.0074401116782037615
14,RN015,0.3525759945998114,0.0019342149536970762,0.4356985935899007,0.0017026923415398617
15,RN016,0.7626098725755112,0.0022096665667006806,0.8178076923550233,0.005021444304548624
16,RN017,0.38639806286831796,0.0063194028999101,0.46562991011466753,0.0075122902166407865
17,RN018,0.5400536720682227,0.004357591175246926,0.8146955290873011,0.0017841850169853326
18,RN019,0.466047128205092,0.0024855240021209517,0.5862462357074169,0.008994605853984369
19,RN020,0.35874359965048064,0.003701379180132918,0.40781151356696776,0.0058766793859299435
20,RN021,0.5332635270237366,0.004725391238286085,0.602363645747242,0.003100564789529131
21,RN022,0.6473991074809994,0.005216651389428732,0.8107373178240437,0.002058045907516185
22,RN023,0.5689258860538833,0.003513559743549913,0.46566168951124687,0.004098457383444722
23,RN024,0.45731697051634673,0.0020347024453243544,0.3699201305575534,0.006171038350327161
24,RN025,0.7520061746467337,0.000784606214393173,0.828168514897261,0.004175653975299187
25,RN026,0.6355752414587815,0.001425687807084429,0.5434687783911364,0.004454460155259408
26,RN027,0.706546583393926,0.0060697477423838735,0.5425602673712122,0.002674759555033451
27,RN028,0.48122202687467225,0.0008090752254921083,0.5773718344294809,0.004110299650741801
28,RN029,0.404577839123129,0.003294948075545008,0.37417358220659963,0.001596377330020765
29,RN030,0.4070834706617317,0.00560745543843259,0.31857274720256207,0.008247841810509868
30,RN031,0.5491416973682116,0.004216135086394496,0.4744974520000154,0.005998487391041378
31,RN032,0.583606805136408,0.004605438535738192,0.6016934491216407,0.0008968383051621928
32,RN033,0.3632983126958083,0.006769229541627063,0.5626685824473626,0.004114196600166262
33,RN034,0.5763314275450931,0.0063752121285654256,0.5548720437268566,0.006615426595959538
34,RN035,0.5206158304175752,0.006577432556446066,0.43375675535636343,0.01245859773778957
35,RN036,0.5675541622604026,0.005085758590608277,0.5160358333379281,0.004872381355320448
36,RN037,0.5791763547083484,0.00303147773612235,0.4747615857676248,0.0036823219505933502
37,RN038,0.414657776177886,0.0038962057419779693,0.7356383620706755,0.006880012785031409
38,RN039,0.5153203951187172,0.005290720257921028,0.401822876972042,0.0009401144489646824
39,RN040,0.3897578169021663,0.013294073997254815,0.7663325290590679,0.003990617787510451
40,RN041,0.37566095468384636,0.005515838211616667,0.34616738366469196,0.00357354189172679
41,RN042,0.39809501355017635,0.0010612913870649257,0.42759594523615624,0.003658602628785587
42,RN043,0.48986504470732467,0.0031830674829837553,0.32397949552190397,0.005225741505911257
43,RN044,0.29564067898608604,0.0010688034144757258,0.4252950020020608,0.00734410414106321
44,RN045,0.7941845768421353,0.005432740721363637,0.4029982763750253,0.005096964596904175
45,RN046,0.6312960602237462,0.0013540274774317706,0.3699320201523188,0.005023196815986305
46,RN047,0.4744980078947368,0.0035346692633052125,0.501077835975126,0.009127276998784295
47,RN048,0.48071856005590213,0.0023888087890940077,0.42493515146840327,0.003969394184785777
48,RN049,0.5770519452080295,0.00643303728912262,0.5714919153215775,0.004972416755473814
49,RN050,0.6425252699139913,0.007899966460350433,0.37257103795429974,0.0055777960846503435
50,RN051,0.459647341286479,0.0010078458027746183,0.5641053177537293,0.01019521437934995
51,RN052,0.4235261421727547,0.002168609892586552,0.8743067240751525,0.005304026803538579
