RN,ConPr,ConPrA,ConPrB
RN001,0.6727410402394508,0.6115068961586686,0.6527641582720987
RN002,0.7431555788586292,0.7034137945166181,0.7239472078120232
RN003,0.8903975746081009,0.8531938461538462,0.8207501803318106
RN004,0.7178008854113045,0.6774912575745442,0.6226889444097439
RN005,0.4572446088462144,0.38622804806318795,0.4901762345140464
RN006,0.7060952992367501,0.6712993906034991,0.729267186943428
RN007,0.7019754081838339,0.6693332793259883,0.6447794965515741
RN008,0.5657364361051371,0.5336960755978336,0.5501897038680195
RN009,0.6073559921112619,0.6361272860017451,0.6341271262309758
RN010,0.7749249832607276,0.7365394302345105,0.6858429965796279
RN011,0.7708189862397837,0.6802550141933082,0.6864633005544274
RN012,0.636886011976877,0.5546706545176323,0.6195103108100077
RN013,0.6544548058914507,0.6467996664633918,0.6299724891455989
RN014,0.7962474986626513,0.7991536253744789,0.8149906404986588
RN015,0.5238117283950617,0.5386405888665527,0.5137399837509757
RN016,0.5921029912493352,0.5909465812553267,0.5895472978564926
RN017,0.7056370710260481,0.6631104788999526,0.6138193430037028
RN018,0.5829822217654917,0.6276989442615507,0.5880727491961415
RN019,0.6739058900954261,0.65003935249197,0.692353722160929
RN020,0.6926865907653383,0.6649371452449768,0.7197407704070488
RN021,0.6653431529512221,0.6105272300877269,0.6561085972850679
RN022,0.8065209388400808,0.7684345623041536,0.715604593560009
RN023,0.8243807484549126,0.7493913043478261,0.7017854119240683
RN024,0.7949702319852187,0.6935627350289111,0.7400082335586127
RN025,0.5440650460356362,0.5286748940624314,0.5519714987241827
RN026,0.783784073260858,0.7278158585089278,0.6523337008452774
RN027,0.7689011001913887,0.8084248416640087,0.7810669374365383
RN028,0.7829732868757259,0.7098821001277733,0.7232970046114858
RN029,0.386109649396634,0.3322506828080018,0.41136470856176083
RN030,0.620612608535792,0.6508369832603348,0.6559562518474726
RN031,0.6809638627146345,0.681892075627851,0.6707894039194894
RN032,0.5937816418353596,0.5411141719358844,0.5549187363291525
RN033,0.6697543450820468,0.6859537887039054,0.6761272464698331
RN034,0.8492618894801135,0.7976081315722731,0.7986725663716814
RN035,0.8595148890618918,0.8045761603835259,0.7900011708230886
RN036,0.6639830458307188,0.7056063985234177,0.7131939761744213
RN037,0.6415010325740651,0.5638680587755625,0.6390546638260709
RN038,0.655518110503809,0.6187649508283867,0.6160503961738882
RN039,0.640023970161282,0.5959959027842443,0.5798942618664911
RN040,0.5579598967709894,0.5255518596915634,0.5283015716600137
RN041,0.8037744409447445,0.7319810167769789,0.7315079819372893
