RN,ConPr,ConPrA,ConPrB
RN001,0.7427723530538005,0.7284799085659288,0.7438316709467799
RN002,0.7138762232354745,0.6608947155703748,0.6710165171788463
RN003,0.7128982581463364,0.7152437115123682,0.7172101942187844
RN004,0.6357568553783238,0.6273251872550802,0.6310223459114349
RN005,0.8010429582087375,0.751919828528439,0.7648918424451141
RN006,0.7568313318243195,0.7694020269347392,0.7795233431276526
RN007,0.5971362719190861,0.5703065619457816,0.5296113812118641
RN008,0.7062366652636468,0.6547468964596651,0.6955173902238034
RN009,0.6606443367414686,0.6015587098389646,0.6178668988082731
RN010,0.7954700195179519,0.7396441605839416,0.767478813559322
RN011,0.7167105171249621,0.7040166204986149,0.7078472475391907
RN012,0.7705682542500061,0.764948516606068,0.7470198457718805
RN013,0.7926061416159556,0.7068822606766217,0.6015255265666984
RN014,0.7984045447069095,0.7540612885360901,0.7405771173342096
RN015,0.8018495293286627,0.793688346546023,0.783230608210257
RN016,0.549397447782095,0.5476614939159358,0.4999074049578031
RN017,0.5891006434500712,0.570072012693763,0.5829801340184216
RN018,0.6971781273191304,0.7031105872706774,0.7236024474315089
RN019,0.6100497359984914,0.553434199257779,0.5846820440932841
RN020,0.6731160807895261,0.6780887746896024,0.7242885461815005
RN021,0.6879448485084205,0.6568526008842066,0.6626969450403136
RN022,0.6538007519892739,0.6346286107290234,0.6405058294446873
RN023,0.8165239878723025,0.722956284669267,0.649266992447801
RN024,0.711050618964288,0.6404206415393691,0.5693229712281044
RN025,0.5863342566943675,0.5442790669927817,0.5357278514669462
RN026,0.7626367393242038,0.7312228137120962,0.7353250448444362
RN027,0.6030877132959842,0.6135842665459695,0.6167291790363923
RN028,0.512669046846262,0.4722859585189184,0.529408224674022
RN029,0.6157925651000655,0.5178550142193008,0.5969220694171579
RN030,0.8739498196972436,0.8320924547171908,0.8380811201800289
RN031,0.6487712858162537,0.6396371946864734,0.6371128978899069
RN032,0.5957317455343153,0.5602564257052309,0.5709128962468253
