,RN,BC A,STD A,BC B,STD B
0,RN001,0.39904566527062935,0.000981205690467467,0.38896424652420114,0.005875815070256301
1,RN002,0.4158034620991024,0.0021214989525659067,0.41109933836680074,0.0016152963682611852
2,RN003,0.37612507558303704,0.0036387679537092095,0.35864217518358227,0.004482289756573463
3,RN004,0.4617160818674369,0.006968756937173016,0.5105160962243205,0.004842771131080265
4,RN005,0.32107885483424864,0.007486424665258806,0.3441473406250611,0.008317683924189606
5,RN006,0.3405496672326065,0.005416554715791857,0.384481992713911,0.006609951145209289
6,RN007,0.3832276493753201,0.0004960339102439874,0.37793905240265663,0.006223078905806086
7,RN008,0.44387297582475754,0.006596915491404946,0.3944055889544394,0.008427701849441801
8,RN009,0.41483777499777935,0.002359544041605662,0.39585797459646416,0.0034231259067591126
9,RN010,0.4299882677531553,0.0049746962480474635,0.5107477738982602,0.004400809604913289
10,RN011,0.4774586056523629,0.007910765009008095,0.40167492422847756,0.005461399732651385
11,RN012,0.5604079138279617,0.0017163569305816786,0.35788430300401486,0.002988397151402692
12,RN013,0.4035031918109742,0.0001287325425789957,0.4590993198131686,0.0037120282698251766
13,RN014,0.3912988008009091,0.0035091426139412666,0.3923316709570059,0.00546733856892343
14,RN015,0.3496941668286589,0.0028321805412182023,0.3982151411216695,0.002732587601550538
15,RN016,0.4355863188411506,0.005057857289353913,0.4516524216968238,0.0013802832967332408
16,RN017,0.4404584708070673,0.004760169890841493,0.3812788470225918,0.005701188642340989
17,RN018,0.38076244785527863,0.00043021560408448953,0.3713350337259114,0.009429443303681579
18,RN019,0.4201409386698433,0.005043573042682729,0.3580521621111605,0.0023004017071328424
19,RN020,0.38263567604862275,0.00855517236456323,0.3952961611143393,0.004838527771117945
20,RN021,0.48473752064208525,0.0027731880722785536,0.34984390269624815,0.003120798395631661
21,RN022,0.4717741616051581,0.008006018044356501,0.4692822862852855,0.00316218631046845
22,RN023,0.37531929196180797,0.005004570972789481,0.3385675619497643,0.0035511831683292874
23,RN024,0.41132328807824875,0.004668674021680307,0.34910222292803944,0.00200007611995035
24,RN025,0.4989772105370369,0.006450748762374892,0.3836082128741965,0.0008995126219453438
25,RN026,0.4317424870239351,0.008763650084637833,0.45365622141428547,0.0031080571244007774
26,RN027,0.4172652961922138,0.003112821948774556,0.39758816625686927,0.002892107497089916
27,RN028,0.2829405000537923,0.0049926334503912545,0.3565919535981233,0.004129224302441813
28,RN029,0.3239255755763939,0.002665937639756045,0.46887533956939004,0.0035711021892281965
29,RN030,0.5030029488891433,0.0027391768444188077,0.5810546939445107,0.002734817446501077
30,RN031,0.4292120355319691,0.005041044632292852,0.36226943610065243,0.006123255625784186
31,RN032,0.3175602175122499,0.0017074174053846307,0.4196650401290713,0.004021209111254827
32,RN033,0.374699756443771,0.013512495471907082,0.4266029648321472,0.0020271433903131953
33,RN034,0.3971074543313144,0.0013120004889803662,0.39304842824809155,0.003570125541550412
34,RN035,0.42894067832823013,0.004491460039388728,0.3751967650603137,0.003394242472380482
35,RN036,0.3533387766780239,0.0025408592947799963,0.40090037211093726,0.0047494854661392525
36,RN037,0.5340779494184397,0.003169930201427829,0.3686611448613118,0.0020901734070084724
37,RN038,0.6715223098830324,0.0071504805196530505,0.4162932366998959,0.003620586298858045
38,RN039,0.4345048236878883,0.0037154465068377535,0.43834942460060616,0.002899935417958811
39,RN040,0.392139487246787,0.009676349868878184,0.39930257921985596,0.0036121802332465536
40,RN041,0.8066888537420894,0.002067184524537094,0.42611129431581607,0.003432189577815932
41,RN042,0.4066372561613234,0.0017012263730297502,0.2613876329428017,0.007462559261356306
42,RN043,0.5844022984172548,0.005581683926408898,0.4256143503165893,0.007444538316560438
43,RN044,0.47650086329895247,0.0017597090326650735,0.5027847529960668,0.0012113289841884523
44,RN045,0.3735755180423559,0.006720179658717281,0.3785054963798351,0.005418506243645707
45,RN046,0.43384440634986526,0.007026232182534511,0.4327816647303197,0.0031891826862911017
46,RN047,0.6136865779067192,0.0026821482192961464,0.3962362390902346,0.005539792098678789
47,RN048,0.3936781252614708,0.004497867312139068,0.28927569180190665,0.008636780066051222
48,RN049,0.39809143414045006,0.0029204543098072825,0.38532487827467427,0.0050271580751910724
49,RN050,0.4839679234231615,0.003998214052625583,0.31097864225631633,0.0067286233663588785
50,RN051,0.3907199612108559,0.008373896989608344,0.3804257537700093,0.008806470150620485
51,RN052,0.7497130826908704,0.005200925823844749,0.4634325902619163,0.00511488067080001
52,RN053,0.43501015626406975,0.004480880465302394,0.44130420370446205,0.0037084971265776484
53,RN054,0.5018138923711425,0.005822803967196462,0.39830943636893745,0.006895893364494767
54,RN055,0.5070877553175296,0.0034147987471979824,0.45524760760333133,0.0016961623419706852
55,RN056,0.2994222041502735,0.0013739937794217652,0.38269084507696505,0.002763993024227234
56,RN057,0.8886758925189233,0.0018459016933630391,0.3767367320974098,0.0021054784115082143
57,RN058,0.36414954236887825,0.003382697775169435,0.4046767465654177,0.005072816341292885
58,RN059,0.3836210927333723,0.010814483289762845,0.28567039069153394,0.0024017736274658075
59,RN060,0.3748315987928073,0.005862123550392033,0.37513414227403175,0.0019866383722422568
60,RN061,0.3773118200266734,0.007203994248040883,0.4101921014504277,0.002442740495622894
61,RN062,0.4407888695996138,0.002837142844371999,0.38400133152416666,0.002890367332445214
62,RN063,0.4469944281059736,0.00320593914226326,0.46776811421768527,0.00877061959256923
63,RN064,0.44578379086901637,0.004908090274404809,0.5340514227463422,0.004127951302418715
64,RN065,0.37790668474438877,0.0023254392137407333,0.3163046687246548,0.002749936535690757
65,RN066,0.5826789167024738,0.005129600663995582,0.5184151136067096,0.00706851050244081
66,RN067,0.3867026335319473,0.0005633807396618618,0.327537519315342,0.0010466468755217515
67,RN068,0.3802779615976692,0.0016225263642641954,0.5190569990311117,0.006308021983713731
68,RN069,0.33785528197169495,0.004910235256988143,0.37288848628970367,0.003459441107501039
69,RN070,0.37218239281545734,0.011812161361999463,0.5832191767891693,0.004780719438121499
70,RN071,0.40804576920291585,0.0026887338142521874,0.36784557912878596,0.00015972721178004047
71,RN072,0.3956671029543193,0.003022386921517966,0.4886178998895457,0.0064693457699207
72,RN073,0.322640980091142,0.0028143889940648635,0.403313485029039,0.004099871417738098
73,RN074,0.454188486120554,0.004113347707783352,0.47176835823589175,0.0024379545583664082
74,RN075,0.34289388301541585,0.004359725497310956,0.3951986006778198,0.0010909087271001542
75,RN076,0.39212686143362957,0.002683822484633004,0.35974123448160844,0.003947692121002393
76,RN077,0.36933825669447273,0.0038001156980100597,0.5023847693921172,0.0025753299845807246
77,RN078,0.4460361887656829,0.007113450716273025,0.4955842847216772,0.0018814366610506138
78,RN079,0.33073271513892527,0.005411580745582011,0.34156432824506905,0.005721794572939122
79,RN080,0.33947810897481534,0.006913509212530345,0.43072090305250993,0.0027909383655376754
80,RN081,0.47480825882469224,0.003872583555770016,0.5029389487302339,0.0029888951466415375
81,RN082,0.3769258726846974,0.0033950592623565694,0.5241628391818965,0.00503741461526241
82,RN083,0.3807181684196144,0.0018770579771002734,0.35884827724397095,0.0014436022224659315
83,RN084,0.4103152243053792,0.004621809576871817,0.39395130003753004,0.004965901310368606
84,RN085,0.3365101520436708,0.002204408470776592,0.3945786604499784,0.0027800721794890636
85,RN086,0.4343406528433913,0.0023541173589110348,0.3634694685357986,0.006801674696416282
86,RN087,0.44828616447298847,0.002077178727943065,0.4682492587624127,0.004365806222054316
87,RN088,0.370526321853444,0.002569675783999797,0.3957445968665696,0.007497242587084464
88,RN089,0.3179373263100966,0.0020902069352483825,0.28471417733991117,0.0025995826880846457
89,RN090,0.35448365898993045,0.0009991711442034299,0.4067130183058481,0.004197677456096796
90,RN091,0.389611159489119,0.004368926961322862,0.3388865481137319,0.0018908134285813081
91,RN092,0.35540564010404996,0.0038388072413504523,0.38445546871569797,0.006288172881605503
92,RN093,0.4006997686865215,0.00241861659470117,0.3693576388440794,0.004387278627050251
93,RN094,0.35468056698740474,0.0030472821140965834,0.3414524619460894,0.0036153280006487906
94,RN095,0.35373942365853184,0.003383690376715322,0.42957746311827627,0.0010688184274361453
95,RN096,0.3897807190875746,0.002912571072975716,0.3196559005194421,0.006563334900896545
96,RN097,0.4258603155528924,0.0034575867955109474,0.36499250039920145,0.002351382055542612
97,RN098,0.34801859062287055,0.0024452037391228935,0.36351691373709794,0.003444350851666872
98,RN099,0.35067487779207945,0.0028742114055060096,0.3736882186483252,0.007598856402203559
