RN,ConPr,ConPrA,ConPrB
RN001,0.7776086354829781,0.7695669188625098,0.7513722730471499
RN002,0.8167612805056476,0.7208269263625491,0.7568090489656198
RN003,0.7103842384171969,0.6864683070798586,0.7135690995736143
RN004,0.8484777517564402,0.7757590342116873,0.7512789714844966
RN005,0.8976734656710982,0.8914404049700875,0.8947861379956291
RN006,0.678311611526696,0.6371041973490427,0.6140290763130843
RN007,0.7128164428823635,0.6801834171714061,0.7208399295080499
RN008,0.7666960021929509,0.707226396096352,0.6942489686969182
RN009,0.8686236648498032,0.7590612540775643,0.7793544104223716
RN010,0.7599600488292088,0.6946668881874065,0.6871403765619148
RN011,0.849925194751595,0.7572452792083207,0.7887460089633557
RN012,0.6627827827827828,0.609256419330738,0.6392972521688628
RN013,0.8886455909858126,0.8118667977600137,0.8194016988797242
RN014,0.7696934538348803,0.7183217444136907,0.6645563259973872
RN015,0.8955588368923216,0.8430367709213863,0.8398555411815438
RN016,0.8910858730288422,0.8339481530143009,0.8314958207271422
RN017,0.8790374757378191,0.8464104617026955,0.8251557040862828
RN018,0.8657166955209304,0.7509007121910348,0.7799896396063051
RN019,0.6596996733924337,0.6346782159410379,0.6509682219923414
RN020,0.8091314385797309,0.7287323943661972,0.7543196419045852
RN021,0.8063068194764064,0.7866056757116845,0.7862639562297051
RN022,0.7830223272490222,0.7512928524949485,0.694385994444912
RN023,0.6866285043299575,0.6457843367826905,0.6256214267959235
RN024,0.8908252650991241,0.8545138745295894,0.8363644820689334
RN025,0.8575571099698955,0.8069766418862446,0.8229502905100065
RN026,0.809776365168109,0.7343612334801762,0.6918640727086908
RN027,0.5770808627928592,0.5661592505854801,0.5561055585332787
RN028,0.8125130671126908,0.7387747381363347,0.7368458661839316
RN029,0.7537087042037537,0.6382214677461479,0.6984489795918367
RN030,0.910698867055653,0.8430395515415758,0.8599221789883269
RN031,0.7784989050368306,0.7216769521553982,0.6881108530890346
RN032,0.8474198879809016,0.8430838812345576,0.8175043834015195
RN033,0.8816394912574624,0.8289081780274019,0.8164178423047072
RN034,0.7334484906835815,0.5525315493386043,0.6956377851779841
RN035,0.8966354491848768,0.8559430722766952,0.8558357139899806
RN036,0.7481583734341336,0.6608196246911382,0.6500700457019498
RN037,0.764762394921942,0.6317174412571344,0.7348011742727515
RN038,0.7774070185962807,0.7271864921267311,0.7562298694694016
RN039,0.7577323211022072,0.7352008099898751,0.7311172035640849
RN040,0.7034242600116076,0.6573527184613055,0.6230423192269243
RN041,0.8435216026455153,0.815552331970636,0.7986950681251199
RN042,0.7292793964620188,0.644932653987792,0.6841951766685361
RN043,0.841117305914325,0.8226651542159563,0.8183679114799447
RN044,0.9507155559319164,0.9183977424159285,0.9116223788097462
RN045,0.8711816364234556,0.7650759623450462,0.7812730507224368
RN046,0.8911037061897684,0.8561117107393416,0.850031638894748
RN047,0.9000202037694461,0.8845614231999551,0.8823091886943586
RN048,0.6473172987974098,0.664805716837874,0.6358563803978651
RN049,0.9494400942999074,0.92399658411614,0.9294937811930603
RN050,0.9347452520698967,0.9078470824949698,0.8940550543603979
RN051,0.9316359874932412,0.8781018518518519,0.8869714531015239
RN052,0.840987834423112,0.7858127861437476,0.8228558394160584
RN053,0.7874837592031182,0.7783618649199098,0.7653623146178724
RN054,0.5767312119959856,0.595166557805356,0.5126132360342225
RN055,0.8727496113534928,0.7722497612442585,0.7806779364106158
RN056,0.7424563793717391,0.7278877723609591,0.7601788793733376
RN057,0.6662820654665002,0.6527503618897224,0.6788767531716815
RN058,0.7171054389950554,0.7003799158024437,0.6932376672185866
RN059,0.912652563914039,0.8561258898463844,0.8428483732351135
RN060,0.8624823393415251,0.8328813821957077,0.8132790858725761
RN061,0.9233024151207561,0.8567436580360651,0.8731490431084478
RN062,0.9242554014477538,0.9000440947805705,0.867190872648782
RN063,0.7739883110157579,0.7814031064317731,0.7547464036489806
RN064,0.8211009174311926,0.8340953964460147,0.8270782561603033
RN065,0.763471248775341,0.7133012226750648,0.733246001103144
RN066,0.6847135458380053,0.7394307490770513,0.7514483698739066
RN067,0.7994419253575166,0.7303333471709079,0.7668927405174579
RN068,0.7421454014065212,0.7182732745114208,0.6882044261921059
RN069,0.7579736424570152,0.6896512128606287,0.6782823473396025
RN070,0.8697900821417706,0.7723912206391991,0.7715820387974341
RN071,0.7604430745926386,0.7152792413066386,0.6606522376187884
RN072,0.849403337294348,0.8050446210795145,0.7696168192607664
RN073,0.7263684219792602,0.6911208258329966,0.7274730973680799
RN074,0.865682352307996,0.8569401491722758,0.8626759333636015
RN075,0.742631313767477,0.6307102858826997,0.7121966158793355
RN076,0.7193168558396096,0.6882918140538371,0.6833346076407473
RN077,0.7485134617838458,0.7130678969010129,0.7253330133205328
RN078,0.8565763191275314,0.7639683068796636,0.75878514713975
RN079,0.6362461179512241,0.6614467479313106,0.6126832247557004
RN080,0.8401523006578164,0.8498820980179721,0.8284850912003495
RN081,0.6922184382628612,0.7011116244937896,0.6468302395786499
RN082,0.7838768020509579,0.7600722612311678,0.7604234028794119
RN083,0.7153865059056541,0.7136497720568517,0.6817287630402384
RN084,0.8678537586860392,0.8777800532459553,0.8830491867528905
RN085,0.8087983466194272,0.8008840094104227,0.7692593663513569
RN086,0.8971871450524487,0.8430828798660528,0.853396231026813
RN087,0.9343515639290287,0.9210674809971122,0.9075068066900039
RN088,0.8675694964229143,0.8006029285099052,0.7860514242334224
RN089,0.8684433912213065,0.8265612043120495,0.8100527437214013
RN090,0.7136553122770121,0.574620294959278,0.6583375077349206
RN091,0.6529921223568435,0.6312878133102853,0.6169353028330266
RN092,0.9134763617677287,0.9032377809857702,0.8984855041107745
RN093,0.8795364857775041,0.8750279854923207,0.8720135736231486
RN094,0.8029688838138738,0.7839545167403664,0.7839384592515515
RN095,0.693680485338726,0.6943790944297659,0.7224377095522977
