,RN,CC AB,STD AB
0,RN001,-0.4658069222478027,0.009919265159629962
1,RN002,-0.6048847831068714,0.0042957726409753256
2,RN003,-0.7248322504033092,0.0020368922958174155
3,RN004,-0.571754383861539,0.007579102383539868
4,RN005,-0.0385931456563399,0.0023593234785625698
5,RN006,-0.5166421553399235,0.014305671490219786
6,RN007,-0.5418184354515859,0.0037399839974367236
7,RN008,-0.13852942405932464,0.008385673410077421
8,RN009,-0.32967452324689833,0.006461599454983778
9,RN010,-0.6460094694232893,0.003840649727317135
10,RN011,-0.6443225524310071,0.0023293919678717932
11,RN012,-0.39457268844052873,0.011470922964194157
12,RN013,-0.4318200854497758,0.008929163302852332
13,RN014,-0.6238121803780933,0.005192607737476569
14,RN015,-0.08635533417544404,0.006971776208845409
15,RN016,-0.2520463841645291,0.008621647261900036
16,RN017,-0.6027954504359834,0.010279137985802095
17,RN018,-0.16104291851157942,0.006222426390786005
18,RN019,-0.47869979803059887,0.009862488561226157
19,RN020,-0.5285004948297481,0.006932141768409787
20,RN021,-0.4065710358164895,0.007933706330507172
21,RN022,-0.7071895688293627,0.006585370585177591
22,RN023,-0.754687632930493,0.0034167234487473366
23,RN024,-0.715859975321815,0.004727515576541853
24,RN025,-0.13972851625560853,0.006523141233711279
25,RN026,-0.6905583232978741,0.007568286845173591
26,RN027,-0.6243593193270891,0.004998972816810763
27,RN028,-0.6765146087146968,0.006589114750869594
28,RN029,0.18572190870919672,0.003190571374921774
29,RN030,-0.4473295692607919,0.002055993054597962
30,RN031,-0.3766654121803874,0.0013130063504470733
31,RN032,-0.2627442712515624,0.01213385700936767
32,RN033,-0.4404808659135048,0.000778076723160475
33,RN034,-0.8066301316492508,0.00015843413273198948
34,RN035,-0.8143323129782948,0.0023159658617513787
35,RN036,-0.3203033221392322,0.0037516033545292315
36,RN037,-0.43662518584198856,0.009829115201831959
37,RN038,-0.48293362897664477,0.005117429277318275
38,RN039,-0.3496625519566902,0.002546982830291613
39,RN040,-0.17937607795001684,0.005026032443757191
40,RN041,-0.6700962603132571,0.006558617098750171
41,RN042,-0.2835247285588655,0.0027864986838443627
42,RN043,-0.31319156567299644,0.009019264370392733
43,RN044,-0.8637397905698138,0.002141169416227413
44,RN045,-0.7981924326883969,0.008245039101637139
45,RN046,-0.7006086774523688,0.005413425412838025
46,RN047,-0.1046262737084654,0.009869257644117214
47,RN048,-0.5485854010350232,0.012873891128723591
48,RN049,-0.0697267271784285,0.00868702411395996
49,RN050,-0.5189562798156169,0.005797619092664495
50,RN051,-0.8412889445476851,0.0008240690208867782
51,RN052,-0.36428411433667746,0.011747777500628557
52,RN053,-0.31880739851587375,0.009846750342784632
53,RN054,-0.13776202678138136,0.0036587488254470465
54,RN055,-0.700096663313951,0.006506725310411322
55,RN056,-0.5047299434056726,0.0026042229154289755
56,RN057,-0.5563019585932173,0.008727919867492289
57,RN058,0.08449833042746373,0.007617592798295731
58,RN059,-0.30321416701085396,0.006172211888377693
59,RN060,-0.3241051617012011,0.004715021960331545
60,RN061,-0.27018066805311675,0.010544833681729118
61,RN062,-0.6382796733388557,0.00495599749360388
62,RN063,-0.40412887246122775,0.00858836609953225
63,RN064,-0.445990689205573,0.010492418182562486
64,RN065,0.21814886203644615,0.0031605940373473206
65,RN066,-0.3886749491382731,0.010143622007442364
66,RN067,-0.697399717088631,0.0038185534803781137
67,RN068,-0.6894579333885571,0.003266269450597773
68,RN069,-0.8468719103472746,0.0017482622899894207
69,RN070,-0.7440713511476847,0.0002988463887866616
70,RN071,-0.7222061873121279,0.0019542663888896597
71,RN072,-0.718854586786699,0.005810052035146129
72,RN073,-0.49876979496972673,0.0047336568078034345
73,RN074,-0.5785098843500438,0.002420536254389803
74,RN075,-0.3132712503128462,0.01030560045693208
75,RN076,-0.5287745500667128,0.003518795675920331
76,RN077,-0.6819827284124429,0.007097821799526605
77,RN078,-0.6431624933416251,0.0008376455855156283
78,RN079,-0.5123354786092945,0.005546092217969747
79,RN080,-0.6771760105177744,0.006370240428367911
80,RN081,-0.15138069036647694,0.011770960793052003
81,RN082,-0.5820160888991608,0.004622047227230264
82,RN083,-0.05660441723596147,0.014444600368917824
83,RN084,-0.7031781597163258,0.009048296465728418
84,RN085,-0.46068683410049904,0.011668173987972024
85,RN086,-0.49282381690569127,0.0037263293543031493
86,RN087,-0.49857467284022317,0.003806142681571844
87,RN088,-0.7932710835997359,0.006339289400755169
88,RN089,-0.8820904886018809,0.004002768618420348
89,RN090,-0.5583816299577832,0.006410669183526602
90,RN091,-0.5450605233830603,0.004596255393068978
91,RN092,-0.33574106973450935,0.009769789323950085
92,RN093,-0.38892761353184646,0.012388928261247755
93,RN094,-0.5291562697706125,0.0025611183105522344
94,RN095,0.44920326574401565,0.008709009847276152
95,RN096,-0.700581304514826,0.005063460832741634
96,RN097,-0.6761641432108664,0.007236522117847119
97,RN098,0.04737190238260736,0.006802981938217338
98,RN099,0.2633646629632398,0.010159733072821827
99,RN100,-0.7544530741361198,0.0011253689739364773
