RN,ConPr,ConPrA,ConPrB
RN001,0.823070917021162,0.7937488689537499,0.792326114119117
RN002,0.9050747576101456,0.8504830829139267,0.8457164518574678
RN003,0.7794097334131406,0.7625744769294721,0.7476435935198822
RN004,0.8047915811471433,0.745517785427424,0.7589170459949725
RN005,0.8254785912611428,0.7921902900845659,0.7784880588974681
RN006,0.7137869088884953,0.6670512173432355,0.6742080383810353
RN007,0.872299258303773,0.7621326846875123,0.7973393054116389
RN008,0.8349815902382619,0.8144576181206866,0.8125223506973418
RN009,0.7484985491598624,0.697916448100044,0.6980938201186906
RN010,0.8474634353624937,0.7673164661965989,0.7144961697112552
RN011,0.6236650147558327,0.5986273984460336,0.5805604014559238
RN012,0.798319824184134,0.7980360373058942,0.7962409935532803
RN013,0.7634049376941837,0.7587373901724699,0.7512080536912752
RN014,0.8093143658393356,0.7753381918088896,0.7800998199594339
RN015,0.8227939542120472,0.7986269386847518,0.8080286168521462
RN016,0.7738514924031908,0.7352771441919261,0.7520590960568311
RN017,0.7619038167635909,0.7272761760242792,0.7277409581518651
RN018,0.8675761675209115,0.8054523343017364,0.790192721046304
RN019,0.858040713714351,0.7923274698979202,0.7243360140569034
RN020,0.864595747195493,0.7761225862549833,0.7478752494272412
RN021,0.7743819855808036,0.7653834720570749,0.7307768839364394
RN022,0.797633776678008,0.7711851278079008,0.7832403874376284
RN023,0.8171760114297661,0.7411429776465627,0.6567033735360951
RN024,0.7929240877322942,0.7335278841262617,0.6869535132414921
RN025,0.7410121199745349,0.7005342278543919,0.7354058266921337
RN026,0.7988796432261924,0.7655590988581422,0.7607600251942054
RN027,0.8344336569579288,0.7844126717129241,0.7870543440636899
RN028,0.8161536241234698,0.7753062167783684,0.7318763142473026
RN029,0.7497491445184861,0.7344791641414754,0.7186922128621327
RN030,0.8883524823442606,0.8632922787348091,0.8629726847674514
RN031,0.7389863130881095,0.7391470588235294,0.7238362136073486
RN032,0.7736709005443557,0.7670027204352696,0.7440225035161744
RN033,0.8338197424892704,0.8302663366041337,0.8180626598465474
RN034,0.8421548234765011,0.8141022166820227,0.8132774435885571
RN035,0.7554471271136536,0.7288902523199632,0.705195563339171
RN036,0.7371222050121132,0.7524137374606675,0.7505757403343358
RN037,0.7641264526772934,0.7566987699055974,0.7537993920972644
RN038,0.8795188674575544,0.8221929101401484,0.840303281601706
RN039,0.6866097413387378,0.694876256767208,0.6925399886999045
RN040,0.8147640067911714,0.8070223734921668,0.7824885052607825
RN041,0.897268123174744,0.83127725194087,0.8405741274201112
RN042,0.8665955479695612,0.7472369314324507,0.7821008029590093
RN043,0.6898329185922503,0.7502519388336327,0.7575087211775717
RN044,0.8569113012156686,0.7862682319459268,0.7878081514445151
RN045,0.7774145918102817,0.7905416597647839,0.7527194504876678
RN046,0.8317973170124187,0.7918605435295705,0.7903192934782609
