RN,ConPr,ConPrA,ConPrB
RN001,0.7256308169264116,0.7103565810173047,0.7263019671968683
RN002,0.6908549429795888,0.6750448833034112,0.669736279401283
RN003,0.4403033982921799,0.4388135024968679,0.39561003420752566
RN004,0.5616908128525633,0.5305810663009323,0.579395202687988
RN005,0.6399846871809829,0.6009179651771905,0.5867899512715877
RN006,0.5939388894580473,0.6036846451940792,0.5919307150893535
RN007,0.8050990622071262,0.8084783383744868,0.7949794400807623
RN008,0.7115518936258278,0.720123613888384,0.6866315675206253
RN009,0.6325897041730719,0.5986161689730517,0.6109095016874003
RN010,0.8988691364037624,0.8569027812788841,0.8478218780251694
RN011,0.7054759778137991,0.6849845035802073,0.6841981207881119
RN012,0.7361310578507259,0.7186642814549792,0.7113772894669228
RN013,0.5717855213398163,0.5565137644200602,0.5459801353955626
RN014,0.8222061276446317,0.8474494929948139,0.8540191401736245
RN015,0.8817641925444253,0.8761682596906857,0.873275461168811
RN016,0.842062698842612,0.8058066856409398,0.7907924006493116
RN017,0.783678507924731,0.7640375674915258,0.7880880760437974
RN018,0.5948717948717949,0.5800180059032012,0.5550068222707898
RN019,0.6521381963413901,0.6266415045226784,0.6330788022971746
RN020,0.7808409042134631,0.7454373121987617,0.7995776571083801
RN021,0.7552919726310096,0.682396596637868,0.696990827656493
RN022,0.8248420268614401,0.7768829036747998,0.7933879745301518
RN023,0.7058659044304977,0.6937599060757265,0.6763289819824292
RN024,0.6413670661340435,0.6391197912463347,0.6665589580433485
RN025,0.5526590771599846,0.5494266476881987,0.5609083258003179
RN026,0.6078220799000273,0.5787221225165978,0.584782662477425
RN027,0.7638173449648312,0.7597336891965215,0.7577478116867755
RN028,0.7914061771018008,0.7103809557749189,0.7344161043120211
RN029,0.6808143686756404,0.670909238776838,0.6798570637411324
RN030,0.8435544756367424,0.8564619120424498,0.8613909539359411
RN031,0.759995179819511,0.7448025654265293,0.7576332429990966
RN032,0.6192642565503069,0.5948278056354519,0.5849661699714498
RN033,0.6108646282075295,0.5743847136001409,0.5743706590056027
RN034,0.7544422762932579,0.7567011810092261,0.7989806197471095
RN035,0.5950696926227809,0.5597298221614228,0.6025470824328496
RN036,0.7772858642823897,0.7479516831312327,0.7873143173198482
RN037,0.657242725884625,0.6687616951018162,0.6759733827203032
RN038,0.7851211566095894,0.6633966286368481,0.6900468937438656
RN039,0.7839027310710283,0.7627273054193687,0.7502145272828227
RN040,0.533257505584918,0.5189602529851153,0.5326500072835141
RN041,0.745736530289401,0.7237438330395277,0.7165780593790207
RN042,0.8236381364195176,0.7894001719056974,0.7691388767372211
RN043,0.9042752575877663,0.8236354823073194,0.8569721366123656
RN044,0.6175368996089814,0.6234461561341976,0.6080725471479064
RN045,0.801666359220316,0.7815809829822682,0.779010264591674
RN046,0.6480236692533284,0.6149135263985394,0.6284892966360857
RN047,0.5836197181786855,0.5406558849955077,0.5413136872616849
RN048,0.5619768148089467,0.5261285617729714,0.5049121024789702
RN049,0.7807081088423055,0.7210225970823467,0.7375891620054396
RN050,0.7513263750011414,0.741249596961989,0.7389819482842739
RN051,0.6317573849338672,0.7066878080558526,0.6506047029195584
RN052,0.7217350500043992,0.7011607967286637,0.6855110185667187
RN053,0.8090563318252793,0.8354364946635449,0.8098149807601075
RN054,0.5453993347535224,0.5268730000617061,0.5149346130556987
RN055,0.4976587207018041,0.4597960211533619,0.4871191019832399
RN056,0.6940893367423673,0.6762094582351875,0.6632839838492598
RN057,0.6674675329858478,0.6716550337158406,0.6324145352205943
RN058,0.5615709927897948,0.5263722157175302,0.565439672801636
RN059,0.7803837524022257,0.7379341200156591,0.7298253031729863
RN060,0.6781250748198339,0.6605983511142579,0.6731462647928994
RN061,0.7919539086589593,0.7381975967957276,0.7108840528426515
RN062,0.8931104841739285,0.8596471854898822,0.8529275630641056
RN063,0.5476939379103597,0.5634083403527068,0.5476032141867553
RN064,0.5438565714686688,0.5011708880261293,0.47652460712668954
RN065,0.6773845528023912,0.6787167971891277,0.6980664814147357
RN066,0.6269109680347165,0.6248938378786449,0.6018344947984489
RN067,0.9349263325211133,0.9159275683665927,0.9266483959374496
RN068,0.7421439844040104,0.6984514322192706,0.6722656162574696
RN069,0.9193872034744683,0.8753967550314744,0.8788448275862069
RN070,0.72738657783975,0.7289174913484305,0.7022261347418404
RN071,0.6961191131681496,0.6689035261489699,0.6544827318888329
RN072,0.29017569860182135,0.24532499770157212,0.2857366607497129
RN073,0.8589131664545326,0.7955683548251005,0.828398540348284
RN074,0.5767502512052205,0.5977610085628431,0.5804079612542864
RN075,0.632190315361473,0.6495916970439821,0.6225738975378918
RN076,0.5838222794944206,0.5671201232032854,0.6486778548830184
RN077,0.7226327448257621,0.6606785197054201,0.6691553125328606
