,RN,BC A,STD A,BC B,STD B
0,RN001,0.28434185734233747,0.004287333590902849,0.43282164987811805,0.0016955706240840774
1,RN002,0.3201506856030108,0.003273198470450332,0.4098826951767423,0.003940325887231017
2,RN003,0.7180209008025097,0.0026073866921439504,0.5612326469901671,0.0036252435291225854
3,RN004,0.4623351040210361,0.003682995747300829,0.3080242330585662,0.005255515402893533
4,RN005,0.3954013001834022,0.005167386878536997,0.4369022314783266,0.005280814295019087
5,RN006,0.34630485452079024,0.0022495421062081623,0.49213283330835683,0.010063539633161646
6,RN007,0.4893595532585045,0.0015144500793414343,0.2807519602184079,0.002783956933113699
7,RN008,0.30550874918576004,0.005290424200636058,0.3398602407910565,0.006810499346831096
8,RN009,0.48078223076006266,0.02003596503287772,0.41585755942118374,0.007732657026208463
9,RN010,0.4913196848252805,0.006442471907357298,0.47653579624145664,0.0033855285674844453
10,RN011,0.6146920352514075,0.0025230604643068566,0.4592603317259328,0.005041405001295238
11,RN012,0.28870254903765663,0.007623009985240958,0.44539064747562057,0.009351280151396964
12,RN013,0.3261589110987789,0.0008817872485732102,0.26876774732942416,0.003633641607582425
13,RN014,0.5091081123359397,0.009520181498781508,0.458607486410316,0.0037451188539601265
14,RN015,0.33807409055890597,0.0030094279058112605,0.2589408507505328,0.00990159966534896
15,RN016,0.3866631898705288,0.003837774931050484,0.2824958482123257,0.004319813223462935
16,RN017,0.5662457141902835,0.002910520041210032,0.3359449471087826,0.0018165126268482185
17,RN018,0.4673070904033288,0.004351038535145364,0.2922092016502107,0.0037185915998495384
18,RN019,0.38144557161779713,0.004088884421184358,0.4025836460138827,0.004301538867009061
19,RN020,0.33724251791047605,0.013068337752573742,0.43085067948418726,0.0017073749752996364
20,RN021,0.42802417630602557,0.002810969178811915,0.3932292206572208,0.009798766321679019
21,RN022,0.5918598551718762,0.00369167526124656,0.3683028016249463,0.002413448091853424
22,RN023,0.5917578168705252,0.004080416397655835,0.3819664476160916,0.0037088786878003966
23,RN024,0.34708366527562595,0.007656362592049319,0.5058583402391452,0.0024516979873863277
24,RN025,0.28957316252848936,0.004354728657435742,0.33096595958346003,0.0005910385421907859
25,RN026,0.5819749413018241,0.005489036025485378,0.3617667041526536,0.0023589519973345125
26,RN027,0.4917337195516008,0.0042650742687215006,0.4917903129321928,0.0036216050026913887
27,RN028,0.3953137467000362,0.004231338480905326,0.4884087170757759,0.0065129250875406025
28,RN029,0.3379750526158936,0.0009169824389025335,0.47470951205607054,0.0034674362809091657
29,RN030,0.27356561094779047,0.007083254609112281,0.5207220952265338,0.006534037910701896
30,RN031,0.4537926694518273,0.0032263376013566664,0.39251987370674835,0.0027189142336326542
31,RN032,0.34487559641163057,0.008750539730802287,0.38161259268706704,0.004044208307927469
32,RN033,0.45283826713421377,0.0031180023004589866,0.34329177385356463,0.007102396535306621
33,RN034,0.5401288653750931,0.0018183705925462217,0.5943244221991821,0.007289688204857348
34,RN035,0.6214121661011233,0.002807289665363764,0.4350795148928925,0.005326241403091175
35,RN036,0.6092461495771649,0.008827697428146607,0.29179540301155066,0.006206841821743594
36,RN037,0.35186180338870404,0.005082830313587462,0.4963476267610813,0.003950882868252381
37,RN038,0.4504125417189367,0.002772935045107636,0.3944906328631845,0.007549195677882652
