RN,ConPr,ConPrA,ConPrB
RN039,0.6666545692095521,0.6432683120091356,0.6424600579276838
RN040,0.8546741695407515,0.8147876744952919,0.8309421089595665
RN041,0.6376120509536969,0.6390567275489417,0.6490297455180286
RN042,0.7446820135499381,0.7155882868665615,0.7163740644890536
RN043,0.6882127090493378,0.6825961069862111,0.6847380410022779
RN044,0.6433951267624577,0.6403706428768509,0.6539218940148247
RN045,0.8146358996477607,0.7374205289404646,0.6962073774302042
RN046,0.803490293267245,0.7892236815749564,0.7849468644166764
RN047,0.7537503758728603,0.7360564194976529,0.7446350545642394
RN048,0.7408774552765892,0.7342353645119574,0.7106319483849274
RN049,0.859849704777241,0.8408383482050218,0.8376547782834163
RN050,0.8548904223456611,0.8283655744176865,0.8177960552164916
RN051,0.8038968683776784,0.7615709835336003,0.7606816608223707
RN052,0.844334520351487,0.6890067020106032,0.7712078005703247
RN053,0.7639666120249468,0.598873698137531,0.6594175764034911
RN054,0.8684905709727199,0.8514831265635371,0.8503292858612883
RN055,0.8425894743287512,0.7780249110320284,0.6970248937462052
RN056,0.803490596110934,0.7200946987874716,0.7612954272618138
RN057,0.7391455925339913,0.7526625736123292,0.717669269715953
RN058,0.8190682106401115,0.7886402027027027,0.8054648631840796
RN059,0.8082109897800003,0.7075086829483433,0.737221396731055
RN060,0.7304477690151178,0.7201537937411787,0.6946686491079015
RN061,0.9184828757429946,0.8620794118835077,0.8491462148490136
RN062,0.8681488808136409,0.7762128905526111,0.7629367883784844
RN063,0.8840886315555061,0.8180500264629403,0.8195449254855421
RN064,0.8035647044056734,0.7060452097721257,0.7435162326458018
RN065,0.8412802090137165,0.755889724310777,0.7610402355250245
RN066,0.8447421025293942,0.7693062559629277,0.7504276024771454
RN067,0.8907308608244567,0.8385441718775052,0.814446287083103
RN068,0.7814011855423278,0.7555963651331412,0.7524295198691426
RN069,0.8191183203610439,0.7679103551030544,0.7722648635477583
RN070,0.8302678283317199,0.7797030416606602,0.7793531619982674
RN071,0.8694052728387492,0.7931403754053009,0.7781039599221418
RN072,0.8912130880130497,0.8573716482108539,0.8552387144714843
RN073,0.8600197741582973,0.7847434364900164,0.7591996434054777
RN074,0.6798114072424858,0.6598908486909753,0.6757001357534316
RN075,0.7496022395424244,0.71358518692872,0.7227222665299456
RN076,0.9178768445059551,0.8903132850598493,0.8856229293474074
RN077,0.7507803164071557,0.7453601340033501,0.7230561830503535
RN078,0.6047723788575619,0.577245508982036,0.5778801139833096
RN079,0.8278263154437364,0.7999293764529324,0.7735402857809013
RN080,0.7020349037731944,0.6672638436482085,0.6821305396364391
RN081,0.8950175668541678,0.8368885869565217,0.8362768496420048
RN082,0.7447206829414408,0.7194845899355737,0.673738038580325
RN083,0.8069462468410628,0.7966077018271821,0.8195090439276486
RN084,0.8172629283227781,0.7275391322993353,0.7094290723378306
RN085,0.812076888866927,0.8436076686791654,0.8515483611502112
RN086,0.816197686749365,0.8235294117647058,0.8034934497816594
RN087,0.871196356946832,0.7572643735253942,0.810227658851512
RN088,0.7453432348217595,0.7711467460186257,0.7600600860848716
RN089,0.6945468527356208,0.6493991628786174,0.6763471685570651
RN090,0.7247316995034438,0.7572425969023353,0.7411653974501583
RN091,0.9262674658701361,0.8576241936146608,0.8796791443850267
RN092,0.6895826545422232,0.6491198497363161,0.5736606489744565
RN093,0.8126661709128322,0.7415174405296427,0.7195476081308269
RN094,0.849924032531951,0.8265682656826568,0.8158766337832544
RN095,0.7147011308562197,0.6619473470727986,0.6621431191243751
RN096,0.6952391006017101,0.7025280793358627,0.7243935544495875
RN097,0.793669281627899,0.7718669850535067,0.7702618453865336
RN098,0.8192105669704928,0.7364927485409413,0.7649162011173184
RN099,0.7371010271950884,0.7403881769019928,0.7136612468338916
RN100,0.6891194524417404,0.650059005753061,0.6828542780748663
