,RN,CC AB,STD AB
0,RN001,-0.839773406837014,0.006303767032364756
1,RN002,-0.7204119333244491,0.003990482013316999
2,RN003,-0.5568322742520105,0.009573508795882119
3,RN004,-0.7560163358180794,0.0034639480889777034
4,RN005,-0.8051555584367464,0.0028625206403433776
5,RN006,-0.6137943360861576,0.0030491508571284316
6,RN007,-0.8542216867093896,0.0029620346610049436
7,RN008,-0.5564451340526291,0.006765369508037274
8,RN009,-0.6722652143676863,0.004093584615645498
9,RN010,-0.7981763747257684,0.0013578439660830342
10,RN011,-0.8333078103774496,0.0019045241134181066
11,RN012,-0.7118338445642927,0.001885241473931732
12,RN013,-0.7837307245542816,0.0037572169692018454
13,RN014,-0.5644168717226807,0.006434447807750239
14,RN015,-0.8153762287239422,0.0031281834508642583
15,RN016,-0.5873345060306722,0.0020350495363188714
16,RN017,-0.7092144358857467,0.0020050556339926123
17,RN018,-0.5601545672092366,0.014374835890522677
18,RN019,-0.7041394433161337,0.008085535509479522
19,RN020,-0.48740137483216667,0.009501081924570111
20,RN021,-0.5991781264180742,0.00646462475053969
21,RN022,-0.6411485549863124,0.004313696243312965
22,RN023,-0.7033592585921223,0.007529063621369278
23,RN024,-0.6556660112511592,0.004731098978940627
24,RN025,-0.7745563192367673,0.001086574810153248
25,RN026,-0.5136002631429356,0.007794867947293945
26,RN027,-0.5508967512554571,0.0073963090936649874
27,RN028,-0.5258788918116789,0.010071340151031212
28,RN029,-0.6747568181415268,0.001764961271503978
29,RN030,-0.8529487268888367,0.0015417296905890924
30,RN031,-0.79356592041744,0.001010141608700557
31,RN032,-0.8183040435652118,0.003947829622855917
32,RN033,-0.5181784208853057,0.016017415009866833
33,RN034,-0.808311734259615,0.0036794762245037473
34,RN035,-0.8565587896388444,0.0016178504255716162
35,RN036,-0.8127570118033342,0.0022476285822014006
36,RN037,-0.8430156332311313,0.00396911454279845
37,RN038,-0.8569154845378093,0.0011530477899900035
38,RN039,-0.31758878465637025,0.0022216068767594503
39,RN040,-0.8596503207474736,0.0017697168752981315
40,RN041,-0.5081789722540438,0.0012755173289764159
41,RN042,-0.6994702039834393,0.007017230710394476
42,RN043,-0.4640775982707728,0.007356927310231655
43,RN044,-0.8210792347909495,0.005286269404595987
44,RN045,-0.5986707100082852,0.011611752796102496
45,RN046,-0.8288977737004908,0.0020697482728164697
46,RN047,-0.8242760842007449,0.0032794024056915358
47,RN048,-0.840380799961513,0.0029236158303044537
48,RN049,-0.8373569949405374,0.0050125606802510925
49,RN050,-0.7555181720958245,0.004005715644221734
50,RN051,-0.7409338787462217,0.000915159361767679
51,RN052,-0.6499561204840686,0.0020565429073773076
52,RN053,-0.8030366450691591,0.0035877179161013305
53,RN054,-0.584207003888756,0.005550194332971657
54,RN055,-0.7399050356913658,0.0027904734246952116
55,RN056,-0.7589183477936522,0.0019150228924438002
56,RN057,-0.5808063033666798,0.001972974425494331
57,RN058,-0.7038614938830171,0.007022442562619949
58,RN059,-0.828014386044852,0.009077513306913896
59,RN060,-0.8300224018522435,0.0016263026200105696
60,RN061,-0.8234644177900924,0.001624176322152467
61,RN062,-0.5132045672208275,0.0023229545036912193
62,RN063,-0.6923125341692251,0.004320388720631704
63,RN064,-0.31752663635613454,0.015996919721092722
64,RN065,-0.8140295644920122,0.0007690397903971315
65,RN066,-0.6230235420518817,0.01007917639081694
66,RN067,-0.5317969800662964,0.0014721246630092864
67,RN068,-0.6558766325655235,0.009303234676361074
68,RN069,-0.8430569387841936,0.001506273551571796
69,RN070,-0.6324307258038852,0.004968189616561898
70,RN071,-0.6052930684894485,0.007166721910980433
71,RN072,-0.6713482487045667,0.0023997075230375894
72,RN073,-0.6556540764118414,0.005588167389452912
73,RN074,-0.8330764738693873,0.004408563301275013
74,RN075,-0.820583654670706,0.0013783142722563306
75,RN076,-0.6474808285282814,0.008681560016857867
76,RN077,-0.6647958255290517,0.0047351109567056555
77,RN078,-0.8184214773802618,0.0026895509079904512
78,RN079,-0.63610832525978,0.009876679662851834
79,RN080,-0.7476095200028642,0.004477979423265444
80,RN081,-0.7036621486546233,0.008253163477854942
81,RN082,-0.834288061228793,0.003252868011784276
82,RN083,-0.8460906388863081,0.004968213572239638
83,RN084,-0.8540215874208501,0.0021470157845916477
84,RN085,-0.7491123583864501,0.007422241882440998
85,RN086,-0.6077141906170769,0.008984565930569927
86,RN087,-0.7751431046086089,0.003040188120286493
87,RN088,-0.7307917578783835,0.004684849220451616
88,RN089,-0.5900159096038093,0.006111268822540357
89,RN090,-0.8441628890855665,0.0021637353189112867
90,RN091,-0.6827642633437744,0.0010849608983124956
91,RN092,-0.8261927433920243,0.004556680648677901
92,RN093,-0.5213850089286383,0.011150108996302612
93,RN094,-0.8229633240047646,0.004105736353508849
94,RN095,-0.6572491268469882,0.008062108245048818
95,RN096,-0.6657013198031673,0.003354959218918377
96,RN097,-0.8499776522560593,0.005964603304710633
97,RN098,-0.7544233511611665,0.0032093239378184345
98,RN099,-0.3273910855172312,0.01081503586583958
99,RN100,-0.8474161652063467,0.0012295165519144349
