,RN,BC A,STD A,BC B,STD B
0,RN001,0.5466067672386951,0.008346693820201326,0.38784355591877295,0.005808454808117864
1,RN002,0.4843704663388409,0.005215795100397215,0.7645620185427929,0.004289330663675669
2,RN003,0.42617081972172693,0.003968564988502197,0.40682268636534574,0.005517592681180994
3,RN004,0.7973046992231213,0.003441347362816209,0.5112317689119735,0.0025104429344756343
4,RN005,0.7448476824735994,0.005027020620808145,0.4638913726914969,0.002360514629716022
5,RN006,0.47318497775761154,0.0031835546003210168,0.35784773037224854,0.007105918977854547
6,RN007,0.3477725894608858,0.0038970781804472656,0.4797502512576117,0.005288469179122872
7,RN008,0.4482205962277397,0.004218438314727064,0.6897329353480042,0.006111843771743843
8,RN009,0.7734961609072474,0.005181278270359632,0.8118458433133511,0.0061514239939302415
9,RN010,0.38653197353660224,0.0037486067415777894,0.6542819986050675,0.0011152088529936977
10,RN011,0.45766686078477076,0.000906821374128205,0.7506080145722295,0.0013605028221375204
11,RN012,0.3690735928170911,0.0050470620861955565,0.418622909114237,0.0008471752354203358
12,RN013,0.4937402942260114,0.005733117169129818,0.8168694151137101,0.003937629735990139
13,RN014,0.75148365079149,0.004106303269407021,0.36833345257567834,0.006143520995914521
14,RN015,0.8002997318405095,0.002429968435308247,0.6048878814237821,0.002645291027444718
15,RN016,0.7954186591107155,0.00437662117986709,0.5944445495065723,0.0013644966709195421
16,RN017,0.8034656564980086,0.004960838879523501,0.4732731199627036,0.004130518163033315
17,RN018,0.7638764458226079,0.0020979218826810784,0.8168278901332572,0.005731538267342803
18,RN019,0.2709593515593373,0.007597463594240965,0.3789185534273072,0.005908626426799096
19,RN020,0.4560064334019826,0.0037928591178254343,0.7325906581922874,0.003812490943361384
20,RN021,0.45639642450851053,0.004450677495546593,0.530459474026865,0.00977918937505617
21,RN022,0.7286242881014416,0.0051576736115774725,0.39207840112641873,0.005542778383398491
22,RN023,0.5469324181745269,0.0037057965650080333,0.3704566861569704,0.007136365584312897
23,RN024,0.6907601197017564,0.0030045949421525736,0.5815405067284531,0.00604371361636136
24,RN025,0.4863418627326433,0.003011872892690368,0.6614381276857751,0.003735919547718357
25,RN026,0.7729587433408857,0.00032581195437538397,0.41737452008441345,0.0025803203099080798
26,RN027,0.3890970595025591,0.006892461599115262,0.35226561868859535,0.00193586048533271
27,RN028,0.7360730838457106,0.0023373032545679945,0.4847819482983911,0.00372766439478269
28,RN029,0.31091898182020516,0.004571002302893523,0.741656023871168,0.0064721845077051745
29,RN030,0.5019880086179651,0.0020920706727456163,0.8414359093896476,0.004908055072440678
30,RN031,0.7403100245979743,0.002761769702002967,0.384741735097143,0.0037140786683722135
31,RN032,0.6729754608615673,0.00364239595692208,0.4520577577357707,0.0022575058808803963
32,RN033,0.8053312203422825,0.00565633149837265,0.5714147612632311,0.004344080614226563
33,RN034,0.2506020289722961,0.0033968790346897487,0.8253980847107082,0.001069925270668002
34,RN035,0.6037858835074391,0.0010205285137272547,0.7080812957409911,0.003930011099765792
35,RN036,0.695434300430255,0.0025187465041746995,0.4785751027299334,0.0027400114744933627
36,RN037,0.29402762971205143,0.00660208401478388,0.8010233603731979,0.006250477921497755
37,RN038,0.47996126292715485,0.004371419159199109,0.540159459559305,0.0033691111255872903
38,RN039,0.413846524390068,0.005855325668254937,0.48625557570368305,0.007079145547523853
39,RN040,0.617482713177421,0.003266073343335887,0.2825077307930703,0.004262013630980284
40,RN041,0.7450341151338665,0.004756205459334715,0.4487801085501653,0.0067788981546189715
41,RN042,0.354289877229266,0.0018921368403694145,0.660333029607977,0.0022043603459347603
42,RN043,0.5416786736594709,0.006187489551142826,0.48841198369823763,0.004619475541914484
43,RN044,0.7817997080138145,0.0019588592789469682,0.6838437898412786,0.0030908760514112912
