RN,ConPr,ConPrA,ConPrB
RN001,0.758693295004665,0.731056078787589,0.7245305193056337
RN002,0.5903418097385635,0.5666089423939578,0.5532807157143165
RN003,0.8495550416929437,0.7984849741505626,0.8132318651190201
RN004,0.817143321983475,0.8041923498206653,0.7828717044940342
RN005,0.6718031208057129,0.6288676761026991,0.6598921609290751
RN006,0.6305947548166764,0.6616963283629951,0.656249151483885
RN007,0.8096932253941201,0.6586594470424153,0.7802855875456792
RN008,0.4942102278098119,0.5029373599150643,0.4932775332515574
RN009,0.878029522828699,0.8879657953281423,0.8882144839067703
RN010,0.6640024932641654,0.6510679611650485,0.6440667894705567
RN011,0.695181431388149,0.7173800034656039,0.7460688151953916
RN012,0.7929576534319879,0.72726069695633,0.6861978836247368
RN013,0.7887202459620762,0.7480856296461909,0.7685156651258346
RN014,0.6279880893852676,0.5835799884493214,0.6051645361671544
RN015,0.7326162910187025,0.7188904513745278,0.7288058947144416
RN016,0.8090618164141619,0.7661932208041718,0.7210054447946944
RN017,0.6138230655352253,0.5689655172413793,0.61439702496901
RN018,0.6432147071610459,0.6366293789992175,0.6044349787020796
RN019,0.865067611856959,0.8291048048612416,0.7940873065794439
RN020,0.674431761456288,0.6311039378118876,0.656156455797246
RN021,0.8184656236543706,0.7186774222143427,0.7616236273228476
RN022,0.3474261621077362,0.2592995647012267,0.3484466103907406
RN023,0.7080155405917897,0.6872744166100847,0.722406382337547
RN024,0.8624896167081998,0.823321805864797,0.8356396809307655
RN025,0.8847468418054485,0.8342044410656023,0.8349208351731533
RN026,0.8993218239283388,0.8176852058908092,0.8446440724105077
RN027,0.6005504326278588,0.5898801108928342,0.5473005836575876
RN028,0.6353395591925123,0.6506045105789351,0.603487323819785
RN029,0.8615262221944904,0.7679056011220539,0.7978542596133418
RN030,0.7393144485417366,0.7478445981905268,0.72373983265794
RN031,0.889699493663301,0.8139978037594471,0.8558339800235312
RN032,0.8228765953858963,0.7966817142522131,0.7819507901244918
RN033,0.6321709043163745,0.630854440629656,0.6225784018279962
RN034,0.6940429132808605,0.6412867591533797,0.6445613134940995
RN035,0.6785302810198868,0.6002574964698064,0.5676683286169878
RN036,0.9698477846362666,0.9439095728474803,0.9403821243523316
RN037,0.7247960355351423,0.7368153337495087,0.7116841012132418
RN038,0.9655240153226599,0.9467669745738501,0.9456066945606695
RN039,0.8833674322104718,0.8363728756140252,0.8453616499026173
RN040,0.7501280932796034,0.684538147821317,0.6581640564428594
RN041,0.7768596095234451,0.7420634920634921,0.7370614626492437
RN042,0.7434115112087184,0.7403320006632643,0.6914218154748872
RN043,0.7188429224291045,0.6919806056874591,0.6926370356148603
RN044,0.6650902422546087,0.6568206888099032,0.669288734556965
RN045,0.7199320958039636,0.647757796494423,0.660225725703746
RN046,0.626087277924254,0.5993713349886418,0.6496662277966415
RN047,0.7149990475931318,0.663760482716302,0.669082307943937
RN048,0.6275840941118804,0.6626309055584514,0.6201515232353412
RN049,0.7864810445567181,0.761850622984292,0.7502494099325985
RN050,0.7249663584400192,0.7221853966959004,0.736105393165912
RN051,0.811189282441102,0.7554645156365302,0.7603969282936073
RN052,0.6025961123674819,0.6359200127300695,0.6170497656773042
RN053,0.6153039610252066,0.6146213430638243,0.6186172234658107
