,RN,CC(AB),Std(AB),CC(BC),Std(BC),CC(CA),Std(CA)
0,RN001,-0.4931880407864427,0.0030157904130258093,-0.6879385779938137,0.005663554522641666,0.16989135001011682,0.00522140834337938
1,RN002,-0.08341729221901044,0.00773780061507841,-0.7291667794764815,0.005937665231714704,0.0350893399384735,0.009049166813248476
2,RN003,-0.18948244176843754,0.006493837221074411,-0.7468383333207743,0.002993579439437319,0.024570960999679498,0.00982099394225378
3,RN004,0.6310716513430945,0.002364694646243026,-0.8233296601950623,0.0025008384477127263,-0.7238752443638266,0.0031984164634450015
4,RN005,-0.5760914232495208,0.007237005733355486,-0.5827655431696646,0.0076449823753853416,0.03220242651615247,0.011652551952429325
5,RN006,-0.4335365219119794,0.000753615473787293,-0.7178791319494775,0.0070230168249139835,0.15211758672057107,0.008229426762254124
6,RN007,-0.21443285662023867,0.020335612850791305,-0.6841440617640434,0.003061670534200573,0.0953864275050067,0.011150317222197214
7,RN008,0.06237310057458634,0.016784582467546407,-0.7431508841890392,0.001559688110579101,-0.14742625609683965,0.008131240696181359
8,RN009,-0.08292389135769673,0.020780189582931347,-0.7891989809390364,0.006836360775456286,0.19226093102970085,0.010784524971549065
9,RN010,0.12934536764081536,0.024716024098807333,-0.7391460138738687,0.005243460169298251,-0.3589849941558915,0.015626320556698242
10,RN011,0.5420354775194883,0.007940112848865368,-0.7592873447732765,0.0053116639942325985,-0.44403962429995375,0.0061964937101797665
11,RN012,-0.1724707988772934,0.005567484452422674,-0.6431407336445565,0.005419204798495757,-0.132910281708596,0.0046343055697171944
12,RN013,0.0373825656713124,0.01029321126878332,-0.3111267309060857,0.018725677826695486,0.037566468044031735,0.0144180165577112
13,RN014,0.0315136768828074,0.006881547585158673,-0.6156485791927357,0.004743302473251219,0.2263865953961561,0.0083397514173228
14,RN015,-0.0590646161394195,0.01326832732388487,-0.650597428452753,0.008482302705304201,0.050870062307087995,0.005169458103865688
15,RN016,-0.4532030169516053,0.0101785388580176,-0.5604718584748766,0.015853712187702,0.10962815391000684,0.010149943204131425
16,RN017,-0.17243767962192957,0.00471021343415238,-0.639256717256457,0.007501480885178592,-0.14641321096848686,0.005877436655818227
17,RN018,-0.4833579658772659,0.0035778659600229326,-0.8040436203900837,0.004819642501102801,0.4435541414382756,0.005157883826479787
18,RN019,-0.2753412269528109,0.007118538978066784,-0.6435532140833923,0.0028002723499216168,-0.043610426044621,0.009738144238892531
19,RN020,-0.0028109225152485005,0.010169221955227256,-0.6274535319807798,0.0054440760418416135,-0.35928788135600964,0.01264129746417755
20,RN021,-0.5335797785226424,0.006037133591946773,-0.7164367026632138,0.005242803040339594,0.3241646479306927,0.005530831316863997
21,RN022,-0.1642451627115539,0.008199567924043598,-0.5045592152942534,0.0049517802787230805,0.0651190449575997,0.0055662850286740855
22,RN023,0.12448410693399248,0.012381348663598364,-0.6405487701961985,0.005125397089862167,-0.2278249144120825,0.018214113011091923
23,RN024,0.02964177893219207,0.007714987703838576,-0.6940057764241844,0.0044026352649522305,-0.381911263041029,0.016191598856710655
24,RN025,0.15621329911233828,0.010458868896935716,-0.5689445699342788,0.009462575822884194,-0.35716918902163813,0.009468179386392231
25,RN026,0.5516176094057218,0.007814560300023891,-0.4827343280475232,0.011219889909392072,-0.3050271054899473,0.01785119007234257
26,RN027,0.11454769971677436,0.007518906083797773,-0.7087940152322871,0.0016386363529264487,-0.288245153530511,0.009355225450571429
27,RN028,-0.06468380744705823,0.01471447170302876,-0.5035774934554387,0.012199306151575526,-0.05750719830772444,0.015166987542772776
28,RN029,-0.30283267527719576,0.004613584454497935,-0.487295104647914,0.005057626389277962,-0.2234621511973464,0.006058610056894556
29,RN030,-0.3839606552531134,0.0033539583392757804,-0.48352319635778734,0.0060208809371937585,0.035849020394644736,0.015322221149695664
30,RN031,0.16169250448701086,0.004364086416470369,-0.5852380102700446,0.003794710139666182,-0.2647416988335799,0.00968492886970669
31,RN032,0.24853734765935653,0.021536963459361395,-0.6705344475188478,0.0016665678246877461,-0.10255293666604637,0.014739920853925535
32,RN033,-0.12466129511455808,0.011425438018800662,-0.6655425101830104,0.006895724478714792,-0.1020766862673634,0.017774986277690235
33,RN034,-0.12077347429477991,0.007427295021649041,-0.5257368637644273,0.008341934242977156,0.3101571960586287,0.00877136654469684
34,RN035,-0.05297774220329507,0.0022635282093171347,-0.6749177865402715,0.0053592453163092335,-0.15124182807836026,0.012267430238790154
35,RN036,0.2342108992235731,0.006383218668314629,-0.7780677819801722,0.001744397924407449,-0.4501373043449958,0.003445681575439678
36,RN037,0.0816239608928343,0.005084012062895588,-0.632892905639474,0.011352900965495983,-0.25461669075804033,0.008758769191197486
37,RN038,-0.15211633029013968,0.014564707395980767,-0.6984670925827023,0.004935678165388136,-0.013425798680790498,0.017236014781496008
38,RN039,-0.5291415162067946,0.011037984955320183,-0.6294708110422503,0.003345050611991992,0.23407762990062167,0.01060390235355277
39,RN040,0.16727305908999868,0.011728831386180187,-0.6364667083629274,0.00884323386726039,-0.4043728581044434,0.015791564876092637
40,RN041,0.10212154927374356,0.008144833042403921,-0.39758244201080867,0.0020919837447925718,0.08979549577494643,0.0173291001863217
41,RN042,-0.280148288440304,0.013405046685575659,-0.7975210259842817,0.0030017117753440383,0.21419975713355213,0.00868671881430234
42,RN043,0.29200990604768423,0.007553523816379373,-0.5768759128764462,0.004669907643265314,-0.38692681229715986,0.006335500584891244
43,RN044,0.07045292016079689,0.01665782834189846,-0.5058660229232571,0.011013981385355332,-0.0169253279022184,0.01035422727963246
44,RN045,0.28599676757472414,0.0088646240995318,-0.6162025246744555,0.006835664008540887,-0.1435408632499651,0.0032910736191649206
45,RN046,-0.0708796763537007,0.014049152757614109,-0.46782760156826736,0.003126292412622247,0.0507149713767838,0.015005021047705425
46,RN047,-0.2872952660120567,0.017790928548727096,-0.5543503556680464,0.005889745479261813,0.0482056962224195,0.03495235643942347
47,RN048,-0.046813682712943096,0.01532533020801548,-0.7361208430875976,0.00396785608430692,-0.1522276861977803,0.017170848928505456
48,RN049,0.051089703269195264,0.009789018595426522,-0.6964803273827013,0.0022817779173279215,0.044704461054784296,0.00959635489165351
49,RN050,0.5460468652432465,0.00011392883252012762,-0.6894692251649758,0.0030443694622306083,-0.45706566415858374,0.004012159729222577
50,RN051,-0.06720526319933413,0.014558853334591022,-0.421438376441354,0.00211607235285405,-0.07566457901075117,0.008333233211546883
51,RN052,0.2533101314184287,0.002694580963845139,-0.6716895997230793,0.010290621836763431,-0.2316972758416712,0.008147717771172597
52,RN053,0.12365064341899952,0.014787766229870367,-0.7173220219286418,0.014413113345983991,-0.3573734323487457,0.0063395018996579965
53,RN054,-0.11222107433035833,0.011972807314995176,-0.6225498110835056,0.004329437121758708,-0.40247202482565786,0.007079606533678583
