,RN,CC(AB),Std(AB),CC(BC),Std(BC),CC(CA),Std(CA)
0,RN001,0.7092178830559771,0.006704712986777012,0.7125844656776081,0.00854362965491076,0.7946713322732405,0.003256748259788234
1,RN002,0.7575713424053183,0.004822823864499263,0.7298780717902743,0.00445149092373872,0.6926086396161105,0.0024629558395346403
2,RN003,0.8032663817862304,0.005263906315753355,0.8030261990906138,0.0005424168909734674,0.8279826344962763,0.003558455741724347
3,RN004,0.7173986520730106,0.003910497888001694,0.7761924485582234,0.0075248590608400215,0.7889792956845983,0.005562952626243009
4,RN005,0.8238358615561974,0.0004407954523234901,0.7312583873354876,0.006166791450519615,0.8165687639256122,0.0018058254853464423
5,RN006,0.7912157240954355,0.0029024884479438478,0.7944000004506858,0.003336082576158847,0.7629732185324745,0.0009330120929419317
6,RN007,0.8467484340990259,0.0020401255678823196,0.8363469136084402,0.0028429062226449885,0.7797073598363077,0.00687913587346257
7,RN008,0.7948427060088535,0.002841133153933455,0.7897889679665516,0.00499186186627155,0.8102587965915188,0.0037940183063636984
8,RN009,0.7605766050722199,0.003503608581478425,0.7903830314145313,0.0025152261358157286,0.7415707475259962,0.0023743838180938664
9,RN010,0.791707250062658,0.00459560427300559,0.805104700109896,0.006450003625679136,0.8019841111884244,0.008378460855716521
10,RN011,0.8297132244564941,0.003562744729233789,0.8276224171878169,0.0010676429273244717,0.8014990920882109,0.0023025501628792327
11,RN012,0.8129133238656033,0.001265517007990068,0.8165602416995686,0.004001796553417501,0.7826534622791249,0.002937660797372051
12,RN013,0.7490839379254982,0.010353714897141092,0.8051090027842823,0.0014078534254701443,0.7898878489590858,0.005723855660810536
13,RN014,0.7845164816538676,0.0030139421099791936,0.7947209610972217,0.001138240603875778,0.8011167575299951,0.0039610665438554364
14,RN015,0.6883154369572736,0.007525709392873711,0.6759288789001191,0.0019961382446401213,0.6571500482205411,0.003489588026834344
15,RN016,0.8461490741730687,0.00341007939905966,0.8100055106018319,0.0015036753025058163,0.7549427263592671,0.0022390525546776186
16,RN017,0.7668936089679473,0.0014801169582043204,0.7585000155210118,0.0052728202247415866,0.7779080967669602,0.004150477833223278
17,RN018,0.7944988317872466,0.006674551109280768,0.7140733467620484,0.0037128463853124166,0.7893037136815783,0.0077747390045332584
18,RN019,0.7605925209217262,0.008108570699538778,0.6066227151260158,0.005816540507333579,0.6705640504965996,0.005530823877775759
19,RN020,0.7626483469992008,0.008236667571370539,0.7803447031703129,0.005151403183974468,0.785374124030549,0.00043133285387051605
20,RN021,0.8158364732721092,0.0030873040578262853,0.8222391778490467,0.0021888911709715447,0.7531764751898019,0.004189929788113033
21,RN022,0.7499656196106264,0.003591549295905844,0.7960785947880242,0.0017783710964683634,0.8158228280352304,0.002636264054997027
22,RN023,0.7968650706699045,0.002935498786956505,0.7504562650075366,0.003419144533381053,0.7578341371142212,0.0017158645574851957
23,RN024,0.7949261266587996,0.0027007820788633066,0.774311427057762,0.004632593042779035,0.772257640264611,0.003757834365408273
24,RN025,0.7834310619712501,0.0021864108438982154,0.695733016789316,0.004253677721400538,0.6639517125190424,0.0027555443234273005
25,RN026,0.768158998052495,0.0036756229473459217,0.8209577283408714,0.0033544324648132873,0.8425971893915881,0.0030314037000044947
26,RN027,0.7934433025974438,0.004363848650858572,0.7877814456826145,0.004305817550131058,0.7487742145745294,0.005002203510299348
27,RN028,0.6671536174606375,0.005528850831027099,0.667448888389658,0.0037535614205558288,0.6730110347399697,0.003411696706905288
28,RN029,0.7929679456125398,0.0032136112961220057,0.836583191067715,0.0019775930048025253,0.7715461453722406,0.003558445572413283
29,RN030,0.8089749302150128,0.001993712590579827,0.7948809917642793,0.0018724847606750095,0.7931090137938824,0.0022728042777562228
30,RN031,0.7813774519224163,0.0037736956068232493,0.774121654795836,0.0016997780122571735,0.7672905802829125,0.00068698520141116
31,RN032,0.7481090264608693,0.0033774820332389734,0.8315328534431745,0.0027979307470786816,0.8326061558278813,0.0016082021592769861
32,RN033,0.8061490438803925,0.00285238292647997,0.7942012781619442,0.0014389019563890934,0.7776187553990939,0.003985801887155903
33,RN034,0.6860613396867054,0.0033594483857274228,0.6974343865127883,0.004375720124874769,0.7776835815730911,0.0024362256398751383
34,RN035,0.7282575216960042,0.0046700570930263904,0.7257227201815216,0.002635943349412556,0.7578418889603687,0.004563151218740885
