,RN,Mono,Std
0,RN001,0.4564666666666667,0.007735847292529329
1,RN002,0.5905666666666667,0.004829423706130301
2,RN003,0.5893,0.004288356328478313
3,RN004,0.4595,0.006478425734698207
4,RN005,0.4664333333333333,0.007769384359994899
5,RN006,0.5469333333333333,0.0014189197769195175
6,RN007,0.5698333333333333,0.002055075018906447
7,RN008,0.39066666666666666,0.005424327915358117
8,RN009,0.7007,0.004132795663954365
9,RN010,0.4711,0.0051730068625510245
10,RN011,0.4597,0.001044030650891055
11,RN012,0.6764333333333333,0.003100537587795596
12,RN013,0.6187333333333334,0.005345403009440292
13,RN014,0.6226333333333333,0.0025794056162870803
14,RN015,0.5366,0.0032186953878862164
15,RN016,0.39333333333333337,0.0022143471573656493
16,RN017,0.5446,0.0026851443164195104
17,RN018,0.5372,0.006898550572402872
18,RN019,0.5218666666666667,0.005061949558552844
19,RN020,0.5468333333333333,0.004499259198282905
20,RN021,0.5655333333333333,0.003685557397915997
21,RN022,0.6011666666666667,0.003118225991382493
22,RN023,0.4379,0.002696293752542553
23,RN024,0.5132666666666666,0.005253887449625594
24,RN025,0.45013333333333333,0.009394856748952235
25,RN026,0.6364,0.0019467922333931784
26,RN027,0.5406666666666667,0.010001166598619049
27,RN028,0.4816,0.003260368077380221
28,RN029,0.5991,0.006934695379034323
29,RN030,0.5388,0.002615339366124404
30,RN031,0.38633333333333336,0.0014364307617610163
31,RN032,0.4685333333333333,0.0018475208614068027
32,RN033,0.4094,0.007644605941446557
33,RN034,0.5239666666666667,0.004135617648348713
34,RN035,0.6183333333333333,0.0024131583730317686
35,RN036,0.5986333333333334,0.007958852513606049
36,RN037,0.5238333333333333,0.003178574103797697
37,RN038,0.4776,0.0021517434791350014
38,RN039,0.4404333333333333,0.003690979996333404
39,RN040,0.4255666666666667,0.0058286647985051725
40,RN041,0.5654333333333333,0.0032020826556060874
41,RN042,0.5777666666666667,0.00955004362991779
42,RN043,0.5011666666666666,0.003523256069793016
43,RN044,0.6278,0.005106858133921481
44,RN045,0.4915666666666667,0.0005507570547286102
45,RN046,0.5648,0.005146843692983108
46,RN047,0.6094333333333333,0.002968725877094976
47,RN048,0.5117,0.007748548251124207
48,RN049,0.5906,0.003726929030716845
49,RN050,0.5984666666666667,0.0027934447074057745
50,RN051,0.5456,0.0055344376408086845
51,RN052,0.6426666666666667,0.004324735059322517
52,RN053,0.3932,0.0073
53,RN054,0.30696666666666667,0.0012583057392117915
54,RN055,0.36926666666666663,0.0019139836293274122
55,RN056,0.4327333333333333,0.0027135462651912408
56,RN057,0.4659333333333333,0.0039878983604567115
57,RN058,0.5514333333333333,0.004903400180826905
58,RN059,0.6197333333333334,0.005159780357082396
59,RN060,0.5747333333333333,0.005021288015373479
60,RN061,0.7106666666666667,0.004404921490030592
61,RN062,0.6908333333333333,0.0042003968066521204
62,RN063,0.4289,0.0034394767043839677
63,RN064,0.5092,0.007002142529254886
64,RN065,0.6973,0.0013114877048604002
65,RN066,0.6563666666666667,0.006823733093647006
66,RN067,0.5031333333333333,0.0065041012702242995
67,RN068,0.6242666666666667,0.0037819747927945436
68,RN069,0.6411,0.0035679125549822545
69,RN070,0.5264666666666667,0.003722006627255429
70,RN071,0.5369333333333333,0.0049217205663602374
71,RN072,0.4619333333333333,0.0036555893277737494
72,RN073,0.4189,0.0042332020977033456
73,RN074,0.6209333333333333,0.006213962772123224
74,RN075,0.518,0.005117616632769595
75,RN076,0.4923333333333333,0.0014153915830374764
76,RN077,0.5275666666666667,0.004891148467725482
77,RN078,0.6151,0.002930870177950569
78,RN079,0.4876333333333333,0.0024193663082165404
79,RN080,0.4589666666666667,0.003100537587795596
80,RN081,0.4672666666666667,0.004935922743857863
81,RN082,0.6268333333333334,0.007921068951431577
82,RN083,0.4129333333333333,0.002844878439113582
83,RN084,0.4284333333333333,0.002821937868439582
84,RN085,0.5144333333333333,0.002939954648176283
85,RN086,0.5392333333333333,0.002853652630109932
86,RN087,0.5960333333333333,0.0068039204384923065
87,RN088,0.4609333333333333,0.0067009949510004364
88,RN089,0.5147666666666667,0.002254624876411447
89,RN090,0.4282333333333333,0.004517004907384243
90,RN091,0.413,0.006538348415311011
91,RN092,0.5451,0.003811823710509184
92,RN093,0.4836666666666667,0.0015534906930308057
93,RN094,0.5366333333333333,0.0044117267972227535
94,RN095,0.5039,0.0028478061731796282
95,RN096,0.6326,0.004257933771208753
96,RN097,0.5361,0.007660287200882223
97,RN098,0.5289333333333333,0.0012013880860626733
98,RN099,0.5920666666666667,0.0007234178138070236
99,RN100,0.4786333333333333,0.005236729259120938
