,RN,BC A,Std(BC A),BC B,Std(BC B),BC C,Std(BC C)
0,RN001,0.490782947944488,0.0063839048169075175,0.45548185016874276,0.004641788979305568,0.4012965263769999,0.0006250690830401242
1,RN002,0.4261466283406772,0.006378548121447255,0.46075294525011085,0.002641515079656833,0.42625150146101115,0.008858601714538067
2,RN003,0.5615958134471811,0.0043866657224285715,0.4493220914587169,0.01770380799802285,0.4947292327096649,0.001482984552944662
3,RN004,0.502405836246698,0.0019312111608878965,0.529121555876826,0.004597344399785243,0.6928641846410281,0.004498154078852871
4,RN005,0.5073991384751301,0.003865026889007113,0.4024021200877459,0.005875241815594385,0.371419934151698,0.0009609615462586295
5,RN006,0.5544113858981884,0.0018079138349322644,0.3876911635842248,0.00660192798575941,0.33918638635650283,0.0006892358481591296
6,RN007,0.420875832050386,0.0013068705115404093,0.4157061107917015,0.006613989341053266,0.4515842230606773,0.009371688076518019
7,RN008,0.4983325279601665,0.011691520141837356,0.42107365802517055,0.011520992756569825,0.4746545812123628,0.0077611312979201
8,RN009,0.44956581556469716,0.014130420631124022,0.28727285441958234,0.007501805601529766,0.4796497200916026,0.002755859203961937
9,RN010,0.48158174771825996,0.010650313882646683,0.406057564399987,0.013841745681857868,0.49522111268693286,0.008981319596758856
10,RN011,0.47492432084275205,0.00960001604283531,0.5012203961494909,0.0007447224979601475,0.5594868286369081,0.009272738090427389
11,RN012,0.48837812355194404,0.006969772735268025,0.41225252404228846,0.003864600626863505,0.35115334896778094,0.008302881643534094
12,RN013,0.29792387945135107,0.005217142914336528,0.3189167936701971,0.011622948167946196,0.28110528375319677,0.007390458317350713
13,RN014,0.3596918360356967,0.0076776048620014825,0.38828565615506666,0.003748526716112992,0.37835312193549814,0.002596080713882961
14,RN015,0.34608115519666405,0.0013461498422792846,0.3757008107686682,0.0049681015258478105,0.40880718366017715,0.0034866823562043144
15,RN016,0.4910600550045882,0.002090261937629015,0.41837935749684424,0.008318294127343931,0.33335483348059886,0.005241385093837576
16,RN017,0.43316570529462045,0.0032774939545267318,0.4269155754503598,0.0017947332466244324,0.4135974939470761,0.0017104824637962726
17,RN018,0.4908346019422262,0.005458708547261444,0.4902887165864633,0.010990739567469814,0.5218403842595224,0.005193448307738257
18,RN019,0.4830334769250291,0.0021411668808858446,0.32490413087613096,0.0033855756345550726,0.43154884937059146,0.0053369172527037495
19,RN020,0.3150624914625657,0.003343850120996541,0.43673193152836753,0.0027321091965482056,0.4665305952625574,0.0033461057002566468
20,RN021,0.4460491360950032,0.0022505023374658237,0.4624729825446881,0.010101246375257724,0.509615339100362,0.002131132799471033
21,RN022,0.43089810434385445,0.005683658616976726,0.4478444385123484,0.010114678424786689,0.3458421850889381,0.005213639251549192
22,RN023,0.3980175040274949,0.0006166996127799071,0.3522520506785474,0.00677071104697891,0.4316588534672933,0.0059480002452649994
23,RN024,0.36494992922348835,0.009294581693921682,0.4152834760928871,0.004925985197993338,0.5439624930102057,0.004708359263200258
24,RN025,0.37002827943608635,0.003173493922411606,0.3115881838910818,0.005493920795576338,0.4562497773762759,0.004552793792812315
25,RN026,0.41530057239868795,0.002449872423120032,0.4421285894859723,0.0038675344933666736,0.33719366309917503,0.007099841785845124
26,RN027,0.39569025837100785,0.0026637626705788976,0.38095816977722446,0.000935358666223659,0.5040868381049509,0.007173215288156737
27,RN028,0.2756943559441259,0.002578220869663433,0.36413632531441786,0.005530802207348633,0.4432552323156411,0.003688460089613831
28,RN029,0.46023908525932217,0.007513900829836426,0.42527968733308685,0.0064106896627750655,0.3669801670841908,0.0026948524864687327
29,RN030,0.4826008252418848,0.0040669409723321955,0.40082059325837865,0.0013915963525259404,0.34195414839573407,0.007338429407472806
30,RN031,0.31046929017079905,0.00316320144174858,0.363153401479932,0.005278738829565246,0.4791248833146831,0.008078304866225463
31,RN032,0.37680592111530514,0.005155541071216013,0.4037404579823299,0.005315739390668245,0.39424307742116643,0.00037946021379942427
32,RN033,0.4041188287964506,0.005462555423780786,0.35945502933469026,0.0037827945516130416,0.5155897918707598,0.0075673919549961634
33,RN034,0.3292591709665675,0.009286835764060229,0.44245613629900876,0.012535527744812317,0.30684891776206813,0.0029817842226306586
34,RN035,0.4717709228366087,0.003962687697096781,0.3204593452198808,0.00595557651179507,0.44584133747956484,0.0033840801857169087
35,RN036,0.4075870588387808,0.001189893795082196,0.3892489738298994,0.0007681765805451218,0.5576569889915908,0.005507222547525237
