RN,f1,f2,f3
RN001,0.44660403262713005,0.4857099272260658,0.06768604014680414
RN002,0.44802450748907213,0.4695169942000557,0.08245849831087217
RN003,0.46507196951502633,0.4826680756360376,0.052259954848936065
RN004,0.43818651869600855,0.4999306387540198,0.061882842549971624
RN005,0.4786358331353735,0.46489914378079134,0.056465023083835116
RN006,0.4752114377768828,0.4502517116391462,0.074536850583971
RN007,0.41158739025495633,0.5143709356127278,0.0740416741323159
RN008,0.536144291175321,0.4156760312300403,0.048179677594638655
RN009,0.5221865245875399,0.43022763911596906,0.04758583629649109
RN010,0.40081385003573355,0.5049370651809285,0.09424908478333795
RN011,0.4412892631494628,0.433419110652742,0.12529162619779516
RN012,0.4325756035730087,0.4882872756406424,0.07913712078634891
RN013,0.4276432516180623,0.46436514481345426,0.10799160356848339
RN014,0.3911657559198543,0.4767304189435337,0.13210382513661204
RN015,0.45440729483282677,0.4780493185606432,0.06754338660653005
RN016,0.438445179584121,0.46761283081285443,0.09394198960302458
RN017,0.40509149011353685,0.46178309699027487,0.1331254128961883
RN018,0.4583991990726104,0.4883285910001054,0.05327220992728422
RN019,0.48493165825443024,0.4689883211140994,0.04608002063147036
RN020,0.4617881462451139,0.48274147432975595,0.05547037942513018
RN021,0.47770388922474594,0.4670236347410542,0.055272476034199845
RN022,0.4141375842798503,0.5050032145859779,0.08085920113417187
RN023,0.4487392075018583,0.4864009758514876,0.06485981664665409
RN024,0.40625691262442726,0.5131300363406541,0.08061305103491863
RN025,0.44475996095483183,0.46927411482829,0.08596592421687817
RN026,0.46821099967456586,0.4204609331084879,0.11132806721694624
RN027,0.5026725179064678,0.420009805211111,0.07731767688242117
RN028,0.40864471917395934,0.5120850118071955,0.07927026901884521
RN029,0.4683426177212779,0.4525353520925582,0.07912203018616389
RN030,0.4622475710448652,0.45138221087420277,0.08637021808093201
RN031,0.4385002485631307,0.4443174979722481,0.11718225346462117
RN032,0.44845937385939505,0.46138721109580494,0.09015341504480003
RN033,0.5400791145356852,0.41678155883982526,0.04313932662448943
RN034,0.5130352365298557,0.4048901632853835,0.08207460018476083
RN035,0.4186122430600896,0.5086791093500237,0.07270864758988675
RN036,0.45051065564804044,0.47876328848314886,0.07072605586881073
RN037,0.42325072611368864,0.4492776583305043,0.12747161555580702
RN038,0.4305887354739442,0.48965461392071913,0.07975665060533668
RN039,0.4507076596872515,0.4833077126954678,0.06598462761728068
RN040,0.4654873228574183,0.4561554034512677,0.07835727369131398
RN041,0.45429490124023886,0.5003521665901087,0.04535293216965243
RN042,0.4611543488013732,0.45290342715587023,0.08594222404275655
RN043,0.45355757016826465,0.49707668482138195,0.04936574501035341
RN044,0.44489672709976036,0.4898922449278279,0.06521102797241178
RN045,0.4239292521946602,0.43517161788923614,0.14089912991610368
RN046,0.512296258176888,0.43443150217225646,0.05327223965085554
RN047,0.5020935998600837,0.43420335181736813,0.06370304832254813
RN048,0.4765866413120989,0.4578408280571342,0.0655725306307669
RN049,0.4242391251754004,0.5017298108095031,0.07403106401509653
RN050,0.548879288837533,0.41174153393647334,0.03937917722599367
RN051,0.4807949911193578,0.44981692977843046,0.06938807910221173
RN052,0.4440722854027107,0.4944539647920237,0.06147374980526562
RN053,0.4344421799256163,0.5044618697249186,0.061095950349465154
RN054,0.5179789155516237,0.4369217442589111,0.04509934018946515
RN055,0.424660441426146,0.4728049963618724,0.10253456221198157
RN056,0.4236351759795401,0.51282619044983,0.06353863357062985
RN057,0.45394215413733957,0.45557461406518013,0.09048323179748033
RN058,0.433238682724632,0.4925095466562225,0.07425177061914554
RN059,0.5002128899247041,0.42637370025098603,0.07341340982430979
RN060,0.4914886093852604,0.4281625162061592,0.08034887440858042
RN061,0.42121591050104523,0.43150599936999456,0.1472780901289602
RN062,0.46374656569734807,0.4824567450196457,0.05379668928300623
RN063,0.44042781024628763,0.4518842486872831,0.10768794106642927
RN064,0.47736358286491204,0.4506584955051848,0.0719779216299032
RN065,0.40930087090410433,0.5230236250781889,0.06767550401770678
RN066,0.42718224321588666,0.5015303417361546,0.07128741504795874
RN067,0.4051542192764839,0.5079177003492922,0.08692808037422396
RN068,0.48185872035972027,0.42182667345696645,0.09631460618331325
RN069,0.5015976696972372,0.4377968046606055,0.06060552564215729
RN070,0.49661184157326993,0.46524509566089306,0.03814306276583701
RN071,0.45353944113078,0.4679331044667344,0.07852745440248557
RN072,0.44213564213564216,0.4651370851370851,0.09272727272727273
RN073,0.46020070909200167,0.4571239709152094,0.08267531999278889
RN074,0.41849461350576406,0.49342175128910076,0.08808363520513517
RN075,0.5335328334026862,0.41523165322402145,0.05123551337329237
RN076,0.3975704253773509,0.49191487071864826,0.11051470390400087
RN077,0.4285298364932222,0.48566404248381234,0.08580612102296548
RN078,0.43477840139345847,0.4871419585833172,0.0780796400232243
RN079,0.4741772930516454,0.45568856608862285,0.07013414085973171
RN080,0.4731022031651104,0.45350597572098883,0.07339182111390072
RN081,0.44726259434077226,0.44900926956479353,0.1037281360944342
RN082,0.44845910853327414,0.49177522107064753,0.05976567039607831
RN083,0.4679475204414491,0.4612366897067065,0.0708157898518444
RN084,0.4251201686828798,0.4839983560566803,0.09088147526043994
RN085,0.41011298127710094,0.4997132710242764,0.0901737476986227
RN086,0.43121035802274993,0.42488860932012373,0.1439010326571264
RN087,0.4915353492333901,0.4706798339011925,0.037784816865417375
RN088,0.5657916153184366,0.37981026344548563,0.054398121236077845
RN089,0.45396799543955374,0.492650352213038,0.053381652347408284
RN090,0.41858489108604974,0.4505749155834124,0.13084019333053784
RN091,0.4187680913761181,0.4896993245886249,0.09153258403525699
RN092,0.44691586519923765,0.4932522501680052,0.05983188463275716
RN093,0.4386310427739813,0.4466116173120729,0.11475733991394584
RN094,0.4086905159351807,0.4965972418398007,0.09471224222501862
RN095,0.41819542393251546,0.49303839089321755,0.08876618517426699
RN096,0.5230883659428525,0.4189686163509018,0.05794301770624574
RN097,0.37013444546008534,0.462408592321755,0.16745696221815967
RN098,0.42491503086633836,0.5208018311715336,0.054283137962128046
