,RN,BC A,Std(BC A),BC B,Std(BC B),BC C,Std(BC C)
0,RN001,0.3001870936626097,0.005879002187523375,0.35943673673546045,0.007810625095962051,0.38230824393614116,0.004256261087921177
1,RN002,0.3688558667443524,0.006674472917647158,0.370729640074619,0.012783357126466752,0.3075489193822149,0.010901550026106524
2,RN003,0.32523877601900364,0.007478768611959601,0.4133050456122979,0.0013420250498013462,0.2471054079078601,0.005289920173411535
3,RN004,0.33091361019286913,0.004951185852309238,0.42803098704584314,0.011742455227559912,0.274789928043982,0.004851822826566142
4,RN005,0.3548050436231676,0.00473714891717901,0.2852049055376769,0.019157951874757315,0.3429518700882524,0.007943195785785359
5,RN006,0.41332291630517554,0.005850156630988846,0.384410087377196,0.002028051618426189,0.28312363898422577,0.007983745092492518
6,RN007,0.40735901135579794,0.0019412214684250203,0.38402276791159506,0.013040741145130316,0.30906664670492723,0.015306565490853768
7,RN008,0.35493404600126555,0.011177159446700613,0.3963929425647171,0.003622269224972308,0.29653838601774923,0.008749746544186894
8,RN009,0.35512499445464857,0.006069997381407151,0.37167963011778893,0.010688020003086008,0.3190599388610725,0.0026304930915299644
9,RN010,0.28739343881533946,0.011585509062366085,0.27884244860412394,0.005837345357321204,0.28282957839181305,0.009089657300456971
10,RN011,0.3517683467950287,0.014929576168583054,0.3642719401487083,0.006680024446997921,0.2582377984068706,0.005456001246660836
11,RN012,0.38293599325407185,0.004909639398373247,0.41410386134199473,0.006446736584090796,0.3138548582564938,0.006261940237966142
12,RN013,0.33457732095442566,0.002251784204395884,0.4073943130178929,0.0019573970678901423,0.306904900310547,0.0034119429834060023
13,RN014,0.2812107614155118,0.005690185948136983,0.37801853754761194,0.011017025387724944,0.3640499753730353,0.006499955120315559
14,RN015,0.27821328366264036,0.0032609261783709542,0.41851609793363315,0.004575928325601157,0.32205242021698605,0.013824761103602685
15,RN016,0.3383512171833701,0.010907307715310852,0.39571246115593767,0.008703146136700571,0.29049163427034697,0.005565853923066227
