,RN,BC A,Std(BC A),BC B,Std(BC B),BC C,Std(BC C)
0,RN001,0.30832769300671475,0.010464546337229567,0.5321359097210521,0.005867275156171849,0.4685591581002921,0.007662310944730995
1,RN002,0.4000739651776551,0.0020966148586364667,0.5365459509975176,0.005508232888671971,0.5405350723888823,0.0014217056735781662
2,RN003,0.4537103005310361,0.0032618564037069798,0.475909903361005,0.0030549936316238437,0.5999767227781097,0.001114297047392436
3,RN004,0.3773901565827515,0.001165600422882001,0.4814150886241917,0.007053990733061171,0.6081057015364784,0.0024021800866315243
4,RN005,0.42729888483856177,0.020527154234988236,0.45649352427291195,0.010946887889780054,0.5289139381906932,0.0029247477047226987
5,RN006,0.277735252814326,0.008190779479388913,0.4674364732282299,0.00560403324143625,0.578104340192799,0.004792956147853346
6,RN007,0.3305018184107411,0.0018194962630509177,0.4713962690141175,0.002084469450141965,0.4488852001914108,0.0028702320323472793
7,RN008,0.3693967753475724,0.014183987911651897,0.5228255977607201,0.005625265934664408,0.5722072099345391,0.004436807647529524
8,RN009,0.45399311355087346,0.010164184397079732,0.4524393815299967,0.004134771541872753,0.5205086560416529,0.0045145499519017515
9,RN010,0.4984667476961177,0.0020929598506257115,0.47103455617558176,0.0023825213803473134,0.5700863791576528,0.004500964623519676
10,RN011,0.42376161727744277,0.003968523847674222,0.3653242331955919,0.005639675267117308,0.41706461749603435,0.005940109901330561
11,RN012,0.3061161126706169,0.005836740503520119,0.6243140898168559,0.005146719572760173,0.5298416033925085,0.002339406048454317
12,RN013,0.3374243719664644,0.012000760469550635,0.48959979149833655,0.0008504941526637213,0.3932821427752388,0.007293625331681597
13,RN014,0.37751618075650434,0.00681028393813481,0.4108204662987045,0.0048387399606089464,0.32124943290493774,0.007143999181433243
14,RN015,0.3884085032526417,0.0041991015262432445,0.4446275977938379,0.0065734353312587365,0.5309953181459526,0.0022991952668464785
15,RN016,0.32915542879301896,0.0019142378120064617,0.5699283621313787,0.008598044543809594,0.4549643466048443,0.003992154808193741
16,RN017,0.2724351655190071,0.0012110166454485554,0.5617407737802546,0.009321699334903148,0.41194719714400935,0.004368140656325622
17,RN018,0.41414835985131565,0.005031496170522896,0.5930839657565481,0.0026610762727199383,0.7331566783467854,0.0018484974056809885
18,RN019,0.375233281661945,0.0019811161869827893,0.3665633423519128,0.0046714269867269,0.5197505751539118,0.003526747704832793
19,RN020,0.39748444981161013,0.0057892804301918396,0.5041643163696191,0.00561542697879527,0.6708118578892864,0.003734470224191922
20,RN021,0.4398644051039701,0.009437901020843775,0.4029612613068698,0.008927738519096574,0.49920091901362307,0.0014520762983536183
21,RN022,0.41213066194877396,0.0021503110554351623,0.5097163979733107,0.004300443229755505,0.4863019820582728,0.00542773248808903
22,RN023,0.2719780613871341,0.006341263631263956,0.576029152609725,0.0027425805049533986,0.44631211818114425,0.003121405282946248
23,RN024,0.46221261131453545,0.006387973180135757,0.4656500958208243,0.006880231708203554,0.4830318882968778,0.002490928190520361
24,RN025,0.29312814528319503,0.0066102538117545325,0.5132301499494237,0.0023875026433050595,0.551548240253764,0.0064184373669317115
25,RN026,0.3645593394075129,0.002817203741934078,0.3642369283260812,0.0020192909811852693,0.46612444428648225,0.0026309168441539217
26,RN027,0.34904519934133726,0.0032952298293913223,0.3392400376272944,0.002951555832784457,0.45816727386511596,0.0033765224622668726
27,RN028,0.412636664401173,0.007406322609318162,0.6639449328212058,0.0040190843721740355,0.4392203466205323,0.007772766204828361
28,RN029,0.32138983656640924,0.00597944506982948,0.3943481384518572,0.004645746392410568,0.38401319050956784,0.0019018712374948145
29,RN030,0.35380259469257624,0.0025532698766095596,0.48771777262420796,0.0026511153071619173,0.4563691441841484,0.004203271439871518
30,RN031,0.29754464766324046,0.00816376374955598,0.3070969950657716,0.0012783906942737812,0.381777252387238,0.006156727518783121
31,RN032,0.29495499988690627,0.00399882088172645,0.43078796415810033,0.004720944586550898,0.45611702875654075,0.005073804108327691
32,RN033,0.38474560370917393,0.00293886566520067,0.39765735527859475,0.0037759731267816257,0.5413360819130468,0.00245641301525365
