,RN,Mono,Std
0,RN001,0.5144,0.007903796556086196
1,RN002,0.4392666666666667,0.0062428625912583835
2,RN003,0.40186666666666665,0.005400308633155455
3,RN004,0.4386666666666667,0.005281413952090229
4,RN005,0.5103,0.002690724809414742
5,RN006,0.5776333333333333,0.005052062285179522
6,RN007,0.5705333333333333,0.003821430796617064
7,RN008,0.4550666666666667,0.007777746031681244
8,RN009,0.5112,0.004194043395102154
9,RN010,0.5478,0.002051828452868319
10,RN011,0.5516666666666667,0.0022501851775650226
11,RN012,0.5741333333333333,0.00362537354397217
12,RN013,0.4674,0.004936598018878993
13,RN014,0.5186,0.0070192592201741635
14,RN015,0.5227666666666667,0.0067678159943465755
15,RN016,0.5225666666666667,0.0122414596079607
16,RN017,0.7341333333333333,0.005288036812781595
17,RN018,0.3604,0.002406241883103193
18,RN019,0.4526,0.0011532562594670796
19,RN020,0.4850666666666667,0.005014312847572769
20,RN021,0.5096,0.0020808652046684813
21,RN022,0.5372,0.002615339366124404
22,RN023,0.4147,0.004853864439804638
23,RN024,0.5295,0.002433105012119288
24,RN025,0.4536,0.00667757440991862
25,RN026,0.5106666666666667,0.007021633238309542
26,RN027,0.5532666666666667,0.005030241876225569
27,RN028,0.4960666666666667,0.005050082507576815
28,RN029,0.5053,0.002424871130596428
29,RN030,0.4138333333333333,0.001550268793897798
30,RN031,0.5587,0.006882586723027906
31,RN032,0.5845333333333333,0.005394750534856393
32,RN033,0.37266666666666665,0.002775487945088815
33,RN034,0.5796333333333333,0.0013650396819628848
34,RN035,0.4921666666666667,0.0025006665778014737
35,RN036,0.4973666666666667,0.004750087718488295
36,RN037,0.5284666666666668,0.003516153201061258
37,RN038,0.5874,0.0056
38,RN039,0.5112666666666666,0.0013650396819628848
39,RN040,0.5647666666666668,0.002371356854910988
40,RN041,0.4904666666666667,0.005359415391004259
41,RN042,0.6171666666666668,0.0033709543653590644
42,RN043,0.5151666666666667,0.00440151489073175
43,RN044,0.4466666666666667,0.006069870948655609
44,RN045,0.5281666666666667,0.007768097150096242
45,RN046,0.3609,0.004095119045888654
46,RN047,0.5526,0.009305374790947434
47,RN048,0.5945666666666667,0.007605480480109941
48,RN049,0.4952,0.0025238858928247924
49,RN050,0.4199333333333333,0.002193931022920578
50,RN051,0.6028666666666667,0.0017039170558842745
51,RN052,0.557,0.008205485969764375
52,RN053,0.5236333333333333,0.006784049921199972
53,RN054,0.4672,0.0014730919862656234
54,RN055,0.5390333333333333,0.0041004064839151415
55,RN056,0.4191666666666667,0.003888873015840622
56,RN057,0.5529333333333333,0.0031659648345067465
57,RN058,0.40166666666666667,0.0055193598662646864
58,RN059,0.4981,0.0059732738092272315
59,RN060,0.5510333333333333,0.004455707949735186
60,RN061,0.5346,0.007626925986267338
61,RN062,0.4969,0.0021656407827707713
62,RN063,0.6295666666666667,0.006069870948655608
63,RN064,0.5115,0.005889821729050889
64,RN065,0.5108333333333333,0.007597587336341277
65,RN066,0.5208333333333333,0.0026689573494781313
66,RN067,0.4378666666666667,0.008796211305632292
67,RN068,0.6132666666666667,0.0038370995990895693
68,RN069,0.6422666666666667,0.00561456439390745
69,RN070,0.3247333333333334,0.004972256362390553
70,RN071,0.5035333333333333,0.0048232077845903895
71,RN072,0.5453333333333333,0.005894347574866394
72,RN073,0.4720666666666667,0.009752093792275244
73,RN074,0.5284666666666668,0.0043362810487021395
74,RN075,0.4484,0.003961060464067672
75,RN076,0.5473333333333333,0.0013051181300301263
76,RN077,0.5135666666666667,0.006660580555276945
77,RN078,0.4860333333333333,0.0024785748593361733
78,RN079,0.5488333333333333,0.005139390365922142
79,RN080,0.5377,0.0030315012782448237
80,RN081,0.5317,0.0034770677301427418
81,RN082,0.5357666666666667,0.001715614564327703
82,RN083,0.5903,0.005267826876426369
83,RN084,0.4390666666666667,0.003939966158907121
84,RN085,0.5837333333333333,0.002853652630109932
85,RN086,0.4662333333333333,0.008599030953155905
86,RN087,0.4787666666666667,0.00195021366350801
87,RN088,0.4488666666666667,0.0045236416008933925
88,RN089,0.5336333333333333,0.0031895663237081827
89,RN090,0.7006666666666667,0.0013051181300301263
90,RN091,0.5028333333333334,0.000929157324317757
91,RN092,0.5318,0.004635730794599704
92,RN093,0.5222666666666667,0.0049217205663602374
93,RN094,0.5335,0.004036087214122113
94,RN095,0.5832333333333333,0.007150058274820796
95,RN096,0.4430333333333333,0.006501025560119983
96,RN097,0.6150333333333333,0.005366873702010634
97,RN098,0.4554333333333333,0.004123509831846328
98,RN099,0.4108,0.0015716233645501712
99,RN100,0.5316333333333333,0.001877054430040145
