RN,f1,f2,f3
RN001,0.3180478275278645,0.4029757024995203,0.27897646997261516
RN002,0.18761906947919296,0.2769297863061492,0.5354511442146579
RN003,0.30639445707938856,0.360964193155974,0.33264134976463744
RN004,0.25187863928899784,0.33869445295740114,0.40942690775360097
RN005,0.2555276599428621,0.23952904510431997,0.504943294952818
RN006,0.2308380698996251,0.32833474422542025,0.4408271858749547
RN007,0.25959151737535074,0.2950437081804446,0.44536477444420464
RN008,0.265559428914004,0.33823300841530296,0.39620756267069296
RN009,0.24174573055028464,0.329691401178468,0.4285628682712474
RN010,0.2141329912336968,0.31118238186871927,0.4746846268975839
RN011,0.23008652547529646,0.31693851199928763,0.4529749625254159
RN012,0.2313988377834327,0.3144441490371833,0.45415701317938395
RN013,0.20822779952413847,0.31661421956149105,0.4751579809143705
RN014,0.29892557607228876,0.3435935978682336,0.3574808260594777
RN015,0.23342640357887962,0.24354649533437822,0.5230271010867421
RN016,0.32866771834217695,0.3944500215115445,0.2768822601462785
RN017,0.22931414812785653,0.2568808662177944,0.5138049856543491
RN018,0.2244576118077565,0.24892441014805627,0.5266179780441872
RN019,0.25133405369462225,0.3075554816723464,0.44111046463303133
RN020,0.2618576350707426,0.3184077413679349,0.41973462356132246
RN021,0.1988617089442539,0.2711921902679884,0.5299461007877577
RN022,0.2483261762940389,0.28660479290760493,0.4650690307983562
RN023,0.29837242006866027,0.3838462174794226,0.3177813624519171
RN024,0.20323416280712772,0.24986262657979433,0.5469032106130779
RN025,0.27437689217235667,0.29176107694358233,0.433862030884061
RN026,0.2597173144876325,0.2849259998975777,0.45535668561478976
RN027,0.1952764275353493,0.29944747710739317,0.5052760953572576
RN028,0.1977873249230158,0.2767582199264925,0.5254544551504917
RN029,0.22985350334812837,0.27336634425430384,0.4967801523975678
RN030,0.19956308367672335,0.3023212473857495,0.4981156689375272
RN031,0.12205836209601506,0.09518355820520866,0.7827580796987763
RN032,0.2746393491592135,0.3096940837447945,0.415666567095992
RN033,0.2998572233210641,0.3291460906697405,0.37099668600919533
RN034,0.2936498259019903,0.3468276226476446,0.35952255145036516
RN035,0.23914884416497,0.3075259905226933,0.45332516531233674
RN036,0.23606261466532522,0.2806859205776173,0.4832514647570575
RN037,0.18887085893485514,0.2719747661677029,0.539154374897442
RN038,0.2617167793360912,0.3358641913025931,0.4024190293613157
RN039,0.20654233719356294,0.23007971123477214,0.5633779515716649
RN040,0.18392126637813483,0.2802158060117389,0.5358629276101263
RN041,0.23614530076374424,0.21905573439373857,0.5447989648425172
RN042,0.19559947057358895,0.3220458923586995,0.48235463706771153
RN043,0.26297215885459335,0.3012111969549929,0.43581664419041377
RN044,0.18848580441640378,0.2755639545265163,0.5359502410570799
RN045,0.23708421797593773,0.28061819781565006,0.48229758420841223
RN046,0.2302842192502072,0.2702276679071128,0.49948811284268
RN047,0.26036147790903924,0.3136441100432429,0.4259944120477179
RN048,0.22164470673815864,0.3312527132146754,0.44710258004716597
RN049,0.20559865092748736,0.22661045531197302,0.5677908937605396
RN050,0.2140478934562684,0.2608955478721134,0.5250565586716183
RN051,0.20214212249819716,0.3009020085353888,0.4969558689664141
RN052,0.2747835760229331,0.34780438410086,0.3774120398762069
RN053,0.14859164897381458,0.3196744515215853,0.5317338995046001
RN054,0.2291454929247127,0.23598065604163643,0.5348738510336509
RN055,0.26653567980487475,0.31597757414590355,0.4174867460492217
RN056,0.2272015718958835,0.25939520874043204,0.5134032193636845
RN057,0.2660143029968913,0.32135801901961686,0.4126276779834918
RN058,0.2446042081147887,0.3003255561584373,0.45507023572677396
RN059,0.2256234309623431,0.3451548117154812,0.4292217573221757
RN060,0.25890791300323923,0.3046814746259448,0.43641061237081596
