RN,ConPr
RN001,0.566679851016843
RN002,0.6980929151702548
RN003,0.46821670893016243
RN004,0.5753286443329872
RN005,0.5690408031344406
RN006,0.6238727833928464
RN007,0.5536759024174853
RN008,0.5656596035543404
RN009,0.5446873882026136
RN010,0.6548986963566364
RN011,0.5613930644441137
RN012,0.6577157494920943
RN013,0.5358256525109829
RN014,0.6546462498990823
RN015,0.5308164028823787
RN016,0.5494185163817448
RN017,0.52732819407402
RN018,0.6189235127478754
RN019,0.642669983416252
RN020,0.5742678383629526
RN021,0.6167457446641925
RN022,0.6324005747546334
RN023,0.5932381352372953
RN024,0.57449799767105
RN025,0.5196726572528884
RN026,0.5578275708562102
RN027,0.47118492921636385
RN028,0.6290370685982105
RN029,0.6145665292465794
RN030,0.6400631827718427
RN031,0.5327732379002162
RN032,0.5766859758277909
RN033,0.6282103119337497
RN034,0.5319511891420745
RN035,0.48873985174726436
RN036,0.4753144206113395
RN037,0.5355413759713981
RN038,0.5367519609859279
RN039,0.5964869677837138
RN040,0.6667785094157614
RN041,0.6655548075157598
RN042,0.5132611328570676
RN043,0.5556220931393098
RN044,0.5089139765416639
RN045,0.5191128621704775
RN046,0.6293509051341593
RN047,0.5383823804559912
RN048,0.5182051881280673
RN049,0.5638780135998351
RN050,0.5319904365130496
RN051,0.5432966198252943
RN052,0.4965702260277274
RN053,0.6945989489431892
RN054,0.4740026414947753
RN055,0.5617849391163595
RN056,0.48565421278304727
RN057,0.49961052090756913
RN058,0.5203062024182714
RN059,0.5959799628241076
RN060,0.696812151936206
RN061,0.5978763486898442
RN062,0.5433329491759825
RN063,0.5348982411392741
RN064,0.6105059950764218
RN065,0.6598515474849228
RN066,0.5691365088447051
RN067,0.66011192046769
RN068,0.5356857764876632
RN069,0.5645933942320747
RN070,0.6304572697678664
RN071,0.5042276847977685
RN072,0.5189791400442757
RN073,0.5726749203659245
RN074,0.5345168448658463
RN075,0.577524699998641
RN076,0.6206512295546406
RN077,0.5160319872296665
RN078,0.5592940922112318
RN079,0.5595371650708341
RN080,0.5978479122689595
RN081,0.5144194244385693
RN082,0.5718506380654451
RN083,0.5547625423511742
RN084,0.52447216890595
RN085,0.5305563460443938
RN086,0.4445644302720008
RN087,0.5743118133563757
RN088,0.568185888252149
RN089,0.5213476189194283
RN090,0.47998636540709
RN091,0.5718329794762915
RN092,0.6261423986413552
RN093,0.515031871917236
RN094,0.46787607793037367
RN095,0.5417050289894743
RN096,0.5648645091472777
RN097,0.512064033658718
RN098,0.5230457776871047
RN099,0.6063567152043758
RN100,0.7004880779525218
