RN,ConPr
RN001,0.4689599952107997
RN002,0.5200403496973772
RN003,0.4731275292287208
RN004,0.5394020839050981
RN005,0.46432753954968603
RN006,0.4218597933287461
RN007,0.4859727679795303
RN008,0.5336125235526418
RN009,0.4752557137220384
RN010,0.4387442517809615
RN011,0.5755464136792321
RN012,0.4761851605442116
RN013,0.4864526702557912
RN014,0.5684434968017058
RN015,0.4580765947679131
RN016,0.5303851682146844
RN017,0.4884101164459836
RN018,0.4987180801969029
RN019,0.45964754180434564
RN020,0.48761639152534747
RN021,0.5173335584444819
RN022,0.48428424815888305
RN023,0.5050882894671341
RN024,0.5085736529237509
RN025,0.44564758367532564
RN026,0.45926197807276903
RN027,0.4681169671133541
RN028,0.4642314501177881
RN029,0.536747765766222
RN030,0.5553210760740664
RN031,0.41136446552353156
RN032,0.579027436950057
RN033,0.4054034998660406
RN034,0.451910621761658
RN035,0.4838227666773692
RN036,0.4536745115452931
RN037,0.45577622711278104
RN038,0.5147992533710011
RN039,0.4772972550246344
RN040,0.38337726605823985
RN041,0.5261063885724301
RN042,0.5024959383680101
RN043,0.49979237254984565
RN044,0.4251639572537092
RN045,0.43956030615899144
RN046,0.440097253252727
RN047,0.5024092757114892
RN048,0.4374858573820694
RN049,0.4748318436699062
RN050,0.5300461764775293
RN051,0.5996662995413673
RN052,0.5571743468677041
RN053,0.5014030402776092
RN054,0.49732047159699894
RN055,0.43482499836140787
RN056,0.412545302928253
RN057,0.4391895078256404
RN058,0.3960742444152431
RN059,0.5316090429060418
RN060,0.4927846444670641
RN061,0.4913575100736418
RN062,0.4952054654281639
RN063,0.5309661790260313
RN064,0.5052071892806843
RN065,0.4375018136444096
RN066,0.49523016694415695
RN067,0.470340805477661
RN068,0.50424
RN069,0.44595664330585716
RN070,0.5408008314717455
RN071,0.4815463226174015
RN072,0.47716797844430264
RN073,0.4934786617743382
RN074,0.5811090310080688
RN075,0.4794741571809814
RN076,0.49683145938832146
RN077,0.47380252114979504
RN078,0.48431929029283216
RN079,0.4748247002940511
RN080,0.46568174364173054
RN081,0.51964129558821
RN082,0.5448971278701645
RN083,0.421495959434701
RN084,0.509319061109498
RN085,0.47433482547986366
RN086,0.4920010012971349
RN087,0.5299662658468904
RN088,0.4689477904745539
RN089,0.44863917997338654
RN090,0.46861833994879226
RN091,0.4235563703024748
RN092,0.44750758646594246
RN093,0.4333352876416059
RN094,0.46023183970714987
RN095,0.5279456983286966
RN096,0.5003229093414084
RN097,0.5059463749220565
RN098,0.46198400615955343
RN099,0.4894140048852436
RN100,0.44928209603028
