,InA,OutA,InB,OutB,InC,OutC,f1,f2,f3,NetP,NetS,f1/f2,f1/f3,log2(InTT)
94,2.0,4.0,4.0,3.0,3.0,5.0,0.5417050289894743,0.412620996839774,0.0456739741707517,E:2N,10N,1.3128392232541313,11.860256061018807,3.169925001442312
95,3.0,3.0,3.0,3.0,2.0,4.0,0.5648645091472777,0.3984732601161141,0.0366622307366081,E:2N,10N,1.417571931884909,15.407259672915844,3.0
96,4.0,4.0,3.0,3.0,2.0,5.0,0.512064033658718,0.4203106761246296,0.0676252902166523,E:2N,10N,1.218298898281808,7.572078907435513,3.169925001442312
97,5.0,4.0,3.0,3.0,3.0,3.0,0.5230457776871047,0.4313334693429168,0.0456207529699785,E:2N,10N,1.2126250682190285,11.465084279325765,3.4594316186372973
98,2.0,3.0,3.0,5.0,5.0,5.0,0.6063567152043758,0.3668415995269421,0.026801685268682,E:2N,10N,1.6529115454362282,22.623827909542275,3.321928094887362
99,2.0,4.0,2.0,3.0,2.0,3.0,0.7004880779525218,0.2787642356069486,0.0207476864405297,E:2N,10N,2.512833385629118,33.76222596964589,2.584962500721156
0,3.0,5.0,3.0,5.0,5.0,7.0,0.5009044317154054,0.4481040431447425,0.0509915251398519,E:4N,10N,1.1178306453120037,9.823287896206281,3.4594316186372973
1,4.0,6.0,3.0,3.0,4.0,6.0,0.5061002314959645,0.4250453606957392,0.0688544078082963,E:4N,10N,1.190696989769633,7.350295320308953,3.4594316186372973
2,4.0,5.0,4.0,7.0,4.0,7.0,0.5012565971349585,0.4265119148255614,0.07223148803948,E:4N,10N,1.175246410970645,6.9395856397279765,3.584962500721156
3,4.0,3.0,6.0,4.0,4.0,8.0,0.4719916321970237,0.4746921504302762,0.0533162173727,E:4N,10N,0.9943110113980089,8.852684144818983,3.807354922057604
4,6.0,5.0,6.0,4.0,3.0,5.0,0.4986150367439231,0.4269078575466365,0.0744771057094403,E:4N,10N,1.16796875,6.694876660341562,3.9068905956085187
5,3.0,3.0,3.0,4.0,4.0,5.0,0.5246326268030067,0.4457151080111058,0.0296522651858874,E:4N,10N,1.177058209096952,17.692834713103085,3.321928094887362
6,4.0,4.0,4.0,4.0,3.0,4.0,0.4518760577440512,0.4775738763541073,0.0705500659018413,E:4N,10N,0.9461909038948313,6.405040902056161,3.4594316186372973
7,4.0,3.0,4.0,6.0,3.0,3.0,0.4984868838664915,0.4625263872691575,0.0389867288643509,E:4N,10N,1.0777479892761395,12.786065884134825,3.4594316186372973
8,5.0,4.0,4.0,6.0,5.0,4.0,0.5004450675389991,0.3993813561207913,0.1001735763402096,E:4N,10N,1.2530506491335602,4.995779184716207,3.807354922057604
9,5.0,7.0,4.0,3.0,5.0,5.0,0.4675130966239814,0.435590075669383,0.0968968277066356,E:4N,10N,1.0732868417755876,4.82485451473625,3.807354922057604
10,4.0,5.0,4.0,7.0,4.0,7.0,0.5180038152471509,0.4413035098296976,0.0406926749231514,E:4N,10N,1.1738039777817595,12.729657517609919,3.584962500721156
11,4.0,4.0,3.0,4.0,7.0,6.0,0.5257106812447435,0.4578637510513036,0.0164255677039529,E:4N,10N,1.1481814842027922,32.005632360471076,3.807354922057604
12,3.0,5.0,5.0,8.0,4.0,6.0,0.5360969776548102,0.4009238200192267,0.062979202325963,E:4N,10N,1.3371542195450028,8.512285927029053,3.584962500721156
13,5.0,5.0,4.0,4.0,3.0,4.0,0.4920658934274668,0.4427578864795203,0.0651762200930128,E:4N,10N,1.1113656209266127,7.549776478679509,3.584962500721156
14,2.0,4.0,7.0,4.0,4.0,4.0,0.5630208669810711,0.4010594999676982,0.0359196330512307,E:4N,10N,1.4038337628865978,15.674460431654676,3.700439718141092
15,6.0,3.0,4.0,7.0,4.0,3.0,0.5376810730253353,0.4123874813710879,0.0499314456035767,E:4N,10N,1.3038249154355432,10.768385864374414,3.807354922057604
16,4.0,6.0,3.0,3.0,5.0,6.0,0.500861981543454,0.4608981509650813,0.0382398674914646,E:4N,10N,1.086708593850272,13.097900552486218,3.584962500721156
17,4.0,4.0,6.0,3.0,3.0,6.0,0.4480071169918179,0.5271961808818554,0.0247967021263266,E:4N,10N,0.849792038027332,18.06720565942395,3.700439718141092
18,4.0,5.0,3.0,7.0,6.0,7.0,0.4692984143348438,0.4861321618440186,0.0445694238211375,E:4N,10N,0.9653720760928052,10.529604695321959,3.700439718141092
19,6.0,5.0,4.0,6.0,4.0,3.0,0.4756625183788613,0.4763378755795057,0.0479996060416329,E:4N,10N,0.9985821887461233,9.909717133225866,3.807354922057604
20,4.0,5.0,5.0,4.0,7.0,6.0,0.4154732602371895,0.4754083687625867,0.1091183710002237,E:4N,10N,0.8739292102042737,3.807546395980726,4.0
21,4.0,6.0,6.0,6.0,3.0,6.0,0.488682998920025,0.4605127039163303,0.0508042971636446,E:4N,10N,1.0611715914981856,9.618930409487586,3.700439718141092
22,5.0,3.0,4.0,5.0,6.0,5.0,0.5279798497267759,0.4159409153005464,0.0560792349726776,E:4N,10N,1.2693626193164325,9.414890377588305,3.9068905956085187
23,7.0,4.0,4.0,4.0,5.0,4.0,0.5637969277970107,0.3920997533116358,0.0441033188913534,E:4N,10N,1.4378915646726056,12.783548766157482,4.0
24,5.0,4.0,3.0,3.0,4.0,7.0,0.524763780651423,0.442503306595111,0.0327329127534659,E:4N,10N,1.1858979872699122,16.03168604651167,3.584962500721156
25,5.0,8.0,2.0,5.0,4.0,5.0,0.5366775432654578,0.4229172690099541,0.0404051877245879,E:4N,10N,1.2689894279366165,13.282392026578105,3.4594316186372973
26,5.0,5.0,5.0,4.0,5.0,4.0,0.493361301575845,0.4259217490677252,0.0807169493564296,E:4N,10N,1.158337893417592,6.1122391952310045,3.9068905956085187
27,4.0,5.0,5.0,4.0,3.0,6.0,0.3903224580538507,0.5498793395025368,0.0597982024436125,E:4N,10N,0.7098329215405083,6.5273276136002645,3.584962500721156
28,4.0,6.0,4.0,6.0,7.0,4.0,0.4811168514541127,0.4978464039008533,0.0210367446450339,E:4N,10N,0.9663961568956672,22.87030905077269,3.9068905956085187
29,5.0,4.0,7.0,4.0,4.0,6.0,0.4458690584377099,0.4870731096974726,0.0670578318648175,E:4N,10N,0.915404791520199,6.649022881272712,4.0
30,5.0,6.0,5.0,5.0,4.0,5.0,0.4398172537978564,0.4334781369560148,0.1267046092461287,E:4N,10N,1.0146238444373605,3.4712016904096523,3.807354922057604
31,6.0,7.0,4.0,6.0,5.0,4.0,0.5049028749028749,0.4355400155400155,0.0595571095571095,E:4N,10N,1.1592571448959932,8.477625570776263,3.9068905956085187
32,3.0,3.0,3.0,4.0,4.0,5.0,0.4887633686744757,0.4841427843881661,0.0270938469373582,E:4N,10N,1.0095438462274076,18.039644565960362,3.321928094887362
33,4.0,3.0,6.0,4.0,5.0,4.0,0.5787523334540693,0.3954287518690851,0.0258189146768456,E:4N,10N,1.4636071118209362,22.415827338129528,3.9068905956085187
34,4.0,3.0,5.0,5.0,6.0,5.0,0.4244469577018774,0.5121013345396969,0.0634517077584257,E:4N,10N,0.8288339222614841,6.689291316127193,3.9068905956085187
35,3.0,6.0,4.0,7.0,6.0,5.0,0.5425472878279108,0.43111637837787,0.0263363337942191,E:4N,10N,1.2584706010690518,20.600714285714343,3.700439718141092
36,3.0,4.0,5.0,6.0,3.0,4.0,0.4884146303267958,0.4693593750978758,0.0422259945753283,E:4N,10N,1.040598433183414,11.566681501260966,3.4594316186372973
37,6.0,4.0,4.0,3.0,3.0,4.0,0.5190315810025871,0.4310440767315859,0.0499243422658271,E:4N,10N,1.2041264664583051,10.396362925303093,3.700439718141092
38,5.0,4.0,6.0,6.0,6.0,4.0,0.4580393183989154,0.4637398699657967,0.0782208116352879,E:4N,10N,0.9877074370006147,5.8557218830017765,4.087462841250339
39,9.0,3.0,2.0,5.0,6.0,5.0,0.5167009073788735,0.4324516349940078,0.0508474576271186,E:4N,10N,1.194817791326036,10.161784511784521,4.087462841250339
40,5.0,6.0,5.0,6.0,4.0,8.0,0.4897243516555211,0.4633624204860544,0.0469132278584244,E:4N,10N,1.0568926827121925,10.438939591481963,3.807354922057604
41,4.0,4.0,5.0,5.0,7.0,4.0,0.452389972848393,0.5152569931173834,0.0323530340342236,E:4N,10N,0.8779890013939736,13.982922664064429,4.0
42,2.0,5.0,5.0,4.0,5.0,4.0,0.6583569263147345,0.3307026115133749,0.0109404621718905,E:4N,10N,1.9907823627455934,60.176335877862755,3.584962500721156
43,4.0,5.0,4.0,3.0,3.0,5.0,0.4622390825495612,0.5130677249047236,0.0246931925457151,E:4N,10N,0.9009319045266367,18.719292035398293,3.4594316186372973
44,4.0,6.0,6.0,5.0,6.0,5.0,0.417880166462397,0.4923727815977343,0.0897470519398685,E:4N,10N,0.8487068783664055,4.65619936733277,4.0
45,3.0,4.0,4.0,7.0,3.0,4.0,0.506748500592301,0.4518184107677527,0.0414330886399462,E:4N,10N,1.1215755899172155,12.230526789734375,3.321928094887362
46,4.0,5.0,3.0,6.0,5.0,3.0,0.5792356620932555,0.4015244703779635,0.0192398675287809,E:4N,10N,1.442591186405174,30.106010928961826,3.584962500721156
47,2.0,4.0,3.0,6.0,5.0,5.0,0.5857368526443039,0.3892996729384367,0.0249634744172593,E:4N,10N,1.504591175798217,23.46375519904937,3.321928094887362
48,5.0,4.0,6.0,5.0,6.0,5.0,0.5066272231402021,0.4466890535330384,0.0466837233267594,E:4N,10N,1.1341832067141322,10.852331113225501,4.087462841250339
49,5.0,5.0,3.0,4.0,2.0,8.0,0.5357017205850324,0.4125634539027291,0.0517348255122384,E:4N,10N,1.298471097033563,10.354760362694307,3.321928094887362
50,6.0,4.0,5.0,4.0,4.0,7.0,0.5390394163366808,0.4147250214454678,0.0462355622178512,E:4N,10N,1.299751373712471,11.658545727136454,3.9068905956085187
51,3.0,4.0,3.0,4.0,4.0,5.0,0.4598833751817101,0.5018171005682569,0.038299524250033,E:4N,10N,0.9164362367502799,12.007547983610104,3.321928094887362
52,3.0,6.0,7.0,5.0,4.0,7.0,0.5074524142380901,0.4480159156898591,0.0445316700720507,E:4N,10N,1.1326660425817912,11.395315141270238,3.807354922057604
53,4.0,7.0,3.0,8.0,5.0,5.0,0.5102317554240631,0.4620505234410559,0.0277177211348809,E:4N,10N,1.1042769773837378,18.408142319534722,3.584962500721156
54,5.0,4.0,4.0,6.0,4.0,8.0,0.5474134093135072,0.4257857715252426,0.0268008191612501,E:4N,10N,1.285654537850272,20.425249169435222,3.700439718141092
55,7.0,4.0,5.0,6.0,4.0,3.0,0.5173350901754097,0.4445725475125129,0.0380923623120773,E:4N,10N,1.163668546494875,13.581071342781675,4.0
56,4.0,4.0,6.0,7.0,4.0,5.0,0.5597427923891847,0.4044607248897556,0.0357964827210597,E:4N,10N,1.3839237234758814,15.636809815950944,3.807354922057604
57,5.0,5.0,6.0,5.0,4.0,4.0,0.4759184854778848,0.4688872620790629,0.0551942524430522,E:4N,10N,1.0149955521667302,8.622609500308451,3.9068905956085187
58,3.0,4.0,4.0,4.0,3.0,9.0,0.4787115660307371,0.4676838865552536,0.0536045474140091,E:4N,10N,1.0235793444942232,8.930428277538816,3.321928094887362
59,3.0,5.0,5.0,4.0,4.0,6.0,0.452359009424146,0.4850511837163441,0.0625898068595098,E:4N,10N,0.9326005679612641,7.227359088030406,3.584962500721156
60,4.0,5.0,3.0,4.0,6.0,5.0,0.4405162779486206,0.4783386777499397,0.0811450443014397,E:4N,10N,0.9209296643557403,5.428751462777928,3.700439718141092
61,6.0,4.0,4.0,5.0,6.0,4.0,0.5002825750901747,0.4254500423862635,0.0742673825235617,E:4N,10N,1.1758902932156043,6.736235452103856,4.0
62,4.0,4.0,6.0,8.0,3.0,6.0,0.4486232323866529,0.4381867269416714,0.1131900406716756,E:4N,10N,1.0238174841986274,3.9634514637904474,3.700439718141092
63,4.0,3.0,3.0,5.0,4.0,6.0,0.5750200588392619,0.3848807075467348,0.0400992336140033,E:4N,10N,1.494021517743752,14.339926402943911,3.4594316186372973
64,5.0,7.0,4.0,3.0,6.0,4.0,0.467936360853486,0.4778230977339102,0.0542405414126037,E:4N,10N,0.9793087924645913,8.627059182428315,3.9068905956085187
65,5.0,3.0,5.0,5.0,5.0,5.0,0.5232503159360734,0.4299653544931697,0.0467843295707567,E:4N,10N,1.2169592514096055,11.18430723998532,3.9068905956085187
66,5.0,4.0,5.0,4.0,4.0,5.0,0.4759233546237156,0.4792742756641673,0.044802369712117,E:4N,10N,0.9930083436341163,10.622727272727273,3.807354922057604
67,5.0,5.0,6.0,5.0,4.0,3.0,0.5612247142406757,0.399439845737622,0.0393354400217023,E:4N,10N,1.4050293685756239,14.267660764212492,3.9068905956085187
68,6.0,4.0,5.0,4.0,4.0,7.0,0.4495261901735655,0.4706958155036789,0.0797779943227555,E:4N,10N,0.9550248278552034,5.63471410869181,3.9068905956085187
69,3.0,8.0,7.0,5.0,3.0,3.0,0.48716259855863,0.4732988444740023,0.0395385569673677,E:4N,10N,1.0292917556138028,12.32120329936925,3.700439718141092
70,5.0,4.0,3.0,4.0,7.0,3.0,0.5155912166328234,0.449584426047567,0.0348243573196096,E:4N,10N,1.146817342329987,14.805476864966977,3.9068905956085187
71,6.0,5.0,4.0,4.0,6.0,5.0,0.4714259524682511,0.4972000933302223,0.0313739542015266,E:4N,10N,0.9481614319713071,15.026029216467471,4.0
72,4.0,5.0,2.0,7.0,7.0,5.0,0.5186943461002038,0.4416103422379573,0.0396953116618388,E:4N,10N,1.1745520801700575,13.06689189189191,3.700439718141092
73,3.0,4.0,5.0,5.0,4.0,5.0,0.5101391280856381,0.4445513794617229,0.045309492452639,E:4N,10N,1.1475369364578982,11.258990124836977,3.584962500721156
74,6.0,4.0,3.0,4.0,4.0,4.0,0.4787430543414641,0.4562128963111047,0.0650440493474311,E:4N,10N,1.0493851844446664,7.360289821199022,3.700439718141092
75,2.0,5.0,4.0,5.0,5.0,5.0,0.4819654740090655,0.4676841225447648,0.0503504034461696,E:4N,10N,1.0305363188012304,9.572226656025551,3.4594316186372973
76,3.0,5.0,6.0,5.0,2.0,3.0,0.5664696061747413,0.400825879715136,0.0327045141101226,E:4N,10N,1.413256066642521,17.320838471023464,3.4594316186372973
77,6.0,6.0,5.0,5.0,5.0,3.0,0.5274364024745472,0.4289885427358726,0.0435750547895802,E:4N,10N,1.2294883194567943,12.104090402673902,4.0
78,4.0,5.0,5.0,7.0,4.0,6.0,0.548410233839483,0.4187674727567629,0.0328222934037541,E:4N,10N,1.3095817357286053,16.708467842066078,3.700439718141092
79,5.0,5.0,4.0,4.0,3.0,7.0,0.5071400941267488,0.4275030623428534,0.0653568435303977,E:4N,10N,1.186284120042226,7.759556103575843,3.584962500721156
80,3.0,5.0,3.0,3.0,4.0,3.0,0.554868204539104,0.3977459716228383,0.0473858238380576,E:4N,10N,1.3950316134571854,11.70958230958233,3.321928094887362
81,6.0,5.0,5.0,5.0,5.0,4.0,0.4739472046031933,0.4725675925770143,0.0534852028197923,E:4N,10N,1.0029193961834235,8.861277131173338,4.0
82,6.0,3.0,3.0,7.0,5.0,6.0,0.5681034128711652,0.4094213314715183,0.0224752556573165,E:4N,10N,1.3875764871100413,25.276838739150325,3.807354922057604
83,3.0,4.0,7.0,6.0,6.0,3.0,0.4989922741014444,0.4456519591377028,0.0553557667608528,E:4N,10N,1.1196905205285095,9.014278065322152,4.0
84,4.0,4.0,4.0,5.0,8.0,4.0,0.5263489157178005,0.4386908508325227,0.0349602334496767,E:4N,10N,1.1998173992435113,15.055646481178403,4.0
85,3.0,7.0,3.0,4.0,7.0,3.0,0.5774184238532442,0.3945778242753296,0.0280037518714262,E:4N,10N,1.4633828571428573,20.619323671497625,3.700439718141092
86,5.0,3.0,5.0,4.0,3.0,3.0,0.5304494950015991,0.4280673881420804,0.0414831168563204,E:4N,10N,1.2391728725327167,12.78711763242977,3.700439718141092
87,4.0,5.0,5.0,5.0,4.0,6.0,0.5153275858816427,0.4325491897602294,0.0521232243581278,E:4N,10N,1.1913733699681626,9.886717336228749,3.700439718141092
88,3.0,4.0,4.0,4.0,5.0,3.0,0.4757830687386017,0.4772958390412398,0.0469210922201585,E:4N,10N,0.9968305395126075,10.140068063765002,3.584962500721156
89,6.0,5.0,6.0,4.0,4.0,5.0,0.5106875252064274,0.4439515187535819,0.0453609560399906,E:4N,10N,1.1503227348792733,11.25830603649978,4.0
90,4.0,5.0,4.0,5.0,7.0,3.0,0.4759669257717123,0.4612227084537444,0.0628103657745432,E:4N,10N,1.0319676742877602,7.577840375586857,3.9068905956085187
91,5.0,4.0,6.0,5.0,4.0,3.0,0.4206451025885992,0.439252081342978,0.1401028160684227,E:4N,10N,0.9576394067445522,3.0024029094687625,3.9068905956085187
92,6.0,7.0,3.0,5.0,7.0,5.0,0.4815582147236983,0.4931621390612806,0.0252796462150209,E:4N,10N,0.9764703666026147,19.049246600514586,4.0
93,5.0,4.0,4.0,4.0,6.0,5.0,0.4954744411442864,0.4556041894638111,0.0489213693919024,E:4N,10N,1.0875107222508151,10.127975714970454,3.9068905956085187
94,6.0,4.0,5.0,3.0,5.0,4.0,0.4728764517024059,0.4404296642752388,0.0866938840223552,E:4N,10N,1.0736707584866265,5.454553767373812,4.0
95,3.0,7.0,8.0,4.0,5.0,5.0,0.5337460750701772,0.4108666466952923,0.0553872782345305,E:4N,10N,1.2990737490210904,9.636618589743593,4.0
96,4.0,5.0,5.0,5.0,5.0,6.0,0.5350939312682511,0.4239518766361386,0.0409541920956101,E:4N,10N,1.26215724179351,13.065669321935133,3.807354922057604
97,2.0,5.0,6.0,6.0,6.0,4.0,0.6233849837368992,0.3569411817853271,0.0196738344777737,E:4N,10N,1.7464641670621739,31.685993111366347,3.807354922057604
98,6.0,4.0,6.0,4.0,3.0,5.0,0.5104986770453203,0.4257162970215314,0.0637850259331483,E:4N,10N,1.199152300762169,8.003425091970062,3.9068905956085187
99,5.0,6.0,5.0,6.0,7.0,5.0,0.4594389225636278,0.4073750589550544,0.1331860184813178,E:4N,10N,1.1278032674413618,3.449603252672306,4.087462841250339
0,5.0,6.0,9.0,6.0,8.0,6.0,0.4689599952107997,0.4405316012392056,0.0905084035499947,E:6N,10N,1.0645320197044335,5.181397271599838,4.459431618637297
1,5.0,6.0,8.0,5.0,6.0,6.0,0.5200403496973772,0.4187320413278718,0.0612276089747508,E:6N,10N,1.2419406646031654,8.493559660509245,4.247927513443585
2,4.0,6.0,6.0,5.0,6.0,6.0,0.4731275292287208,0.4531555050229267,0.0737169657483525,E:6N,10N,1.0440732242782391,6.4181633688483,4.0
3,5.0,5.0,5.0,6.0,5.0,6.0,0.5394020839050981,0.4377525622947562,0.0228453538001457,E:6N,10N,1.2322077135939122,23.611019055509573,3.9068905956085187
4,4.0,5.0,4.0,8.0,10.0,5.0,0.464327539549686,0.42070544333362,0.1149670171166939,E:6N,10N,1.1036879767240702,4.038789134438305,4.169925001442312
5,7.0,5.0,7.0,8.0,7.0,5.0,0.4218597933287461,0.4449692844612228,0.133170922210031,E:6N,10N,0.9480649745061436,3.1678071032909756,4.392317422778761
6,6.0,5.0,6.0,5.0,6.0,8.0,0.4859727679795303,0.4491227268573517,0.0649045051631179,E:6N,10N,1.0820489343303323,7.487504399859214,4.169925001442312
7,5.0,4.0,5.0,7.0,7.0,7.0,0.5336125235526418,0.4184239733629301,0.0479635030844281,E:6N,10N,1.275291468755783,11.125386788645244,4.087462841250339
8,6.0,7.0,7.0,5.0,5.0,6.0,0.4752557137220384,0.4687831972561993,0.0559610890217622,E:6N,10N,1.013807057300097,8.492610169491527,4.169925001442312
9,6.0,7.0,8.0,8.0,4.0,8.0,0.4387442517809615,0.4606466701580446,0.1006090780609939,E:6N,10N,0.9524528889581063,4.3608813462635485,4.169925001442312
10,6.0,3.0,6.0,8.0,4.0,6.0,0.5755464136792321,0.3933674754428679,0.0310861108778999,E:6N,10N,1.4631265918242486,18.51458408354344,4.0
11,6.0,5.0,8.0,6.0,6.0,7.0,0.4761851605442116,0.4550918256629621,0.0687230137928263,E:6N,10N,1.0463496237281817,6.92904944448054,4.321928094887363
12,9.0,5.0,5.0,7.0,6.0,7.0,0.4864526702557912,0.3999347965918002,0.1136125331524085,E:6N,10N,1.2163299477847056,4.281681402202577,4.321928094887363
13,5.0,5.0,3.0,4.0,5.0,5.0,0.5684434968017058,0.3941165841494705,0.0374399190488236,E:6N,10N,1.4423232100938972,15.182818532818565,3.700439718141092
14,6.0,7.0,9.0,5.0,7.0,5.0,0.4580765947679131,0.4336735791806841,0.1082498260514027,E:6N,10N,1.056270468755169,4.231661255052681,4.459431618637297
15,5.0,9.0,7.0,4.0,8.0,5.0,0.5303851682146844,0.4438664205403591,0.0257484112449564,E:6N,10N,1.194920687104463,20.59875318787198,4.321928094887363
16,4.0,7.0,5.0,9.0,5.0,6.0,0.4884101164459836,0.4391667900431925,0.0724230935108238,E:6N,10N,1.1121289849761817,6.743844991556314,3.807354922057604
17,4.0,5.0,5.0,8.0,6.0,5.0,0.4987180801969029,0.4627730489180597,0.0385088708850374,E:6N,10N,1.0776731301939058,12.950732356857534,3.9068905956085187
18,7.0,7.0,7.0,5.0,8.0,3.0,0.4596475418043456,0.4900585046274442,0.0502939535682101,E:6N,10N,0.937944219851428,9.139220705346984,4.459431618637297
19,8.0,8.0,5.0,6.0,4.0,5.0,0.4876163915253474,0.3966983041698529,0.1156853043047996,E:6N,10N,1.229186982651094,4.215024496461622,4.087462841250339
20,7.0,8.0,8.0,4.0,7.0,6.0,0.5173335584444819,0.4102017558669593,0.0724646856885587,E:6N,10N,1.2611685616778996,7.139112707504128,4.459431618637297
21,8.0,6.0,4.0,6.0,6.0,7.0,0.484284248158883,0.4624727920693816,0.0532429597717353,E:6N,10N,1.047162679542517,9.095742427451816,4.169925001442312
22,7.0,7.0,7.0,8.0,6.0,6.0,0.5050882894671341,0.4332050890006187,0.0617066215322471,E:6N,10N,1.1659334165079782,8.185317506050488,4.321928094887363
23,4.0,7.0,5.0,7.0,5.0,9.0,0.5085736529237509,0.4523088494349108,0.0391174976413382,E:6N,10N,1.1243946554641462,13.001180637544296,3.807354922057604
24,5.0,5.0,8.0,7.0,6.0,4.0,0.4456475836753256,0.4363082153956102,0.1180442009290641,E:6N,10N,1.0214054376015982,3.7752602852818415,4.247927513443585
25,8.0,5.0,5.0,7.0,3.0,6.0,0.459261978072769,0.4546671832412335,0.0860708386859974,E:6N,10N,1.0101058422531841,5.335860380636501,4.0
26,6.0,6.0,6.0,8.0,7.0,7.0,0.4681169671133541,0.4383590449427462,0.0935239879438996,E:6N,10N,1.0678848138618757,5.00531443755536,4.247927513443585
27,4.0,9.0,8.0,8.0,6.0,5.0,0.4642314501177881,0.4771532917938638,0.058615258088348,E:6N,10N,0.9729188881260866,7.919976218787164,4.169925001442312
28,7.0,6.0,3.0,7.0,8.0,4.0,0.536747765766222,0.3895921415732044,0.0736600926605736,E:6N,10N,1.3777171264255776,7.2868190410723575,4.169925001442312
29,7.0,6.0,2.0,7.0,5.0,6.0,0.5553210760740664,0.4021271231546413,0.0425518007712922,E:6N,10N,1.3809590154417741,13.050471801623889,3.807354922057604
30,5.0,8.0,5.0,5.0,4.0,7.0,0.4113644655235315,0.5328529733673841,0.0557825611090842,E:6N,10N,0.7720036972373421,7.374427730542847,3.807354922057604
31,7.0,3.0,8.0,5.0,6.0,7.0,0.579027436950057,0.3890557989129188,0.0319167641370242,E:6N,10N,1.4882889255678695,18.141796407185637,4.392317422778761
32,8.0,7.0,10.0,6.0,6.0,6.0,0.4054034998660406,0.4345290973955469,0.1600674027384125,E:6N,10N,0.9329720432899028,2.532704928864027,4.584962500721156
33,7.0,3.0,5.0,8.0,5.0,6.0,0.451910621761658,0.5010423413212435,0.0470470369170984,E:6N,10N,0.9019409828119005,9.605506560550666,4.087462841250339
34,4.0,6.0,9.0,7.0,8.0,6.0,0.4838227666773692,0.450850848378572,0.0653263849440588,E:6N,10N,1.0731326522227396,7.406238185255207,4.392317422778761
35,6.0,9.0,8.0,6.0,7.0,5.0,0.4536745115452931,0.4591862788632326,0.0871392095914742,E:6N,10N,0.9879966637252653,5.206318873813622,4.392317422778761
36,8.0,5.0,6.0,5.0,7.0,6.0,0.455776227112781,0.4483211069362438,0.0959026659509751,E:6N,10N,1.0166289743248635,4.752487562189056,4.392317422778761
37,5.0,5.0,7.0,8.0,7.0,7.0,0.5147992533710011,0.4345942907384852,0.0506064558905136,E:6N,10N,1.1845513490207784,10.172600398746802,4.247927513443585
38,8.0,5.0,6.0,6.0,7.0,5.0,0.4772972550246344,0.4428951278642371,0.0798076171111284,E:6N,10N,1.0776755601857573,5.980597746202848,4.392317422778761
39,5.0,6.0,9.0,7.0,4.0,6.0,0.3833772660582398,0.4243341705418645,0.1922885633998955,E:6N,10N,0.9034795985642077,1.9937601034594248,4.169925001442312
40,8.0,6.0,6.0,6.0,3.0,5.0,0.5261063885724301,0.4200858820436421,0.0538077293839277,E:6N,10N,1.2523781708945259,9.777524429967443,4.087462841250339
41,4.0,5.0,8.0,8.0,6.0,9.0,0.5024959383680101,0.4331599496881714,0.0643441119438184,E:6N,10N,1.1600701743772783,7.809509264915504,4.169925001442312
42,6.0,9.0,3.0,5.0,5.0,7.0,0.4997923725498456,0.4175117204191065,0.0826959070310478,E:6N,10N,1.197073873873874,6.043737719234409,3.807354922057604
43,5.0,8.0,7.0,7.0,7.0,7.0,0.4251639572537092,0.4415241881317337,0.1333118546145571,E:6N,10N,0.9629460144703482,3.1892434358743293,4.247927513443585
44,5.0,7.0,10.0,4.0,4.0,7.0,0.4395603061589914,0.4892838283227416,0.0711558655182669,E:6N,10N,0.8983748914526732,6.177428985754504,4.247927513443585
45,6.0,6.0,7.0,5.0,4.0,4.0,0.440097253252727,0.5258575371270864,0.0340452096201866,E:6N,10N,0.8369134645423304,12.926848098822628,4.087462841250339
46,9.0,5.0,3.0,7.0,5.0,6.0,0.5024092757114892,0.451877227325202,0.0457134969633087,E:6N,10N,1.111826941767793,10.99039253362614,4.087462841250339
47,8.0,4.0,10.0,6.0,5.0,7.0,0.4374858573820694,0.5121588800555145,0.050355262562416,E:6N,10N,0.8541994963255328,8.68798681845418,4.523561956057013
48,8.0,6.0,6.0,7.0,5.0,7.0,0.4748318436699062,0.4546400738977141,0.0705280824323797,E:6N,10N,1.0444126484475604,6.732521674967718,4.247927513443585
49,5.0,6.0,6.0,5.0,7.0,4.0,0.5300461764775293,0.4214881884189079,0.0484656351035627,E:6N,10N,1.2575587905935053,10.936536276578488,4.169925001442312
50,5.0,9.0,9.0,4.0,6.0,7.0,0.5996662995413673,0.3449443558594842,0.0553893445991484,E:6N,10N,1.7384435760579486,10.826383736459432,4.321928094887363
51,5.0,6.0,2.0,6.0,8.0,10.0,0.5571743468677041,0.4032399013943054,0.0395857517379905,E:6N,10N,1.3817440807348946,14.07512355848438,3.9068905956085187
52,9.0,6.0,7.0,5.0,2.0,6.0,0.5014030402776092,0.465588027389631,0.0330089323327597,E:6N,10N,1.076924256598218,15.189919965390457,4.169925001442312
53,5.0,6.0,8.0,7.0,6.0,6.0,0.4973204715969989,0.4550732404430153,0.0476062879599857,E:6N,10N,1.0928361138370952,10.446529080675424,4.247927513443585
54,4.0,5.0,9.0,6.0,4.0,5.0,0.4348249983614078,0.5316330209084354,0.0335419807301566,E:6N,10N,0.8179044213965386,12.963605276013695,4.087462841250339
55,3.0,6.0,7.0,8.0,5.0,5.0,0.412545302928253,0.5576269283812822,0.0298277686904647,E:6N,10N,0.7398231360989288,13.830913978494639,3.9068905956085187
56,6.0,6.0,7.0,7.0,7.0,6.0,0.4391895078256404,0.4690354053246842,0.0917750868496753,E:6N,10N,0.9363674955872824,4.7854981444476214,4.321928094887363
