RN,ConPr
RN001,0.48025989961783816
RN002,0.47730726618493424
RN003,0.5535258624660311
RN004,0.4715636740510429
RN005,0.46964305979265825
RN006,0.4312155249788684
RN007,0.4862306037793824
RN008,0.46433212250081213
RN009,0.4768423248053393
RN010,0.47857059848925043
RN011,0.3476847684768477
RN012,0.550357401338527
RN013,0.5107049911477027
RN014,0.4056348161528335
RN015,0.5085072716282046
RN016,0.49152871970636136
RN017,0.4664999311642421
RN018,0.5558978532124312
RN019,0.43342283446182583
RN020,0.5400225151614192
RN021,0.44515677001226134
RN022,0.5362793994784678
RN023,0.5946991177591641
RN024,0.4843326593790112
RN025,0.46115443799398476
RN026,0.4644475083710853
RN027,0.45530268580873806
RN028,0.610756472014505
RN029,0.4539886490355009
RN030,0.4440929078656697
RN031,0.4461108120891846
RN032,0.5304950431518496
RN033,0.49610798542292694
RN034,0.5946348571180027
RN035,0.4731459754433834
RN036,0.5592363335372657
RN037,0.4866111372462204
RN038,0.44605225500666623
RN039,0.4889679175114658
RN040,0.4910791153332344
RN041,0.4873837842365357
RN042,0.44753216839419024
RN043,0.47646023926812103
RN044,0.6102951929304113
RN045,0.42266842712770814
RN046,0.4612417599773893
RN047,0.49630678776999154
RN048,0.4773061081132859
RN049,0.5888241700052952
RN050,0.4550340350121731
RN051,0.45258502781070487
RN052,0.6151000948709635
RN053,0.5723579436042094
RN054,0.46901477888992077
RN055,0.5225848261815489
RN056,0.41746148905781194
RN057,0.4967650009450559
RN058,0.4418035309588428
RN059,0.542381743249062
RN060,0.5466699503922879
RN061,0.4950092460284105
RN062,0.5553976033908357
RN063,0.46676354535638237
RN064,0.6500476018818919
RN065,0.4854680213191206
RN066,0.42062597868846197
RN067,0.5455299076441673
RN068,0.4069814875968842
RN069,0.47612325701497676
RN070,0.5142580539204246
RN071,0.5663964215823316
RN072,0.544884292616767
RN073,0.42155378814981975
RN074,0.5190010949212499
RN075,0.40388772462500616
RN076,0.4582436733458244
RN077,0.4966006760019314
RN078,0.4686664096903435
RN079,0.4829466276477146
RN080,0.4996526669545463
RN081,0.4995002598648703
RN082,0.5174166567499108
RN083,0.5368347246041748
RN084,0.47270196529230085
RN085,0.4302697114932807
RN086,0.49270019171213686
RN087,0.500867272601124
RN088,0.43673397287822374
RN089,0.504294341667065
RN090,0.4201996384500511
RN091,0.5093822517404177
RN092,0.5168434639983696
RN093,0.460894197784564
RN094,0.4875933352897062
RN095,0.587562603482142
RN096,0.5131339847206233
RN097,0.4353878040798516
RN098,0.5269047856596495
RN099,0.4520528617786766
RN100,0.47190151702385574
