RN,ConPr
RN001,0.5009044317154054
RN002,0.5061002314959645
RN003,0.5012565971349585
RN004,0.4719916321970237
RN005,0.4986150367439231
RN006,0.5246326268030067
RN007,0.45187605774405126
RN008,0.4984868838664915
RN009,0.5004450675389991
RN010,0.4675130966239814
RN011,0.5180038152471509
RN012,0.5257106812447435
RN013,0.5360969776548102
RN014,0.4920658934274668
RN015,0.5630208669810711
RN016,0.5376810730253353
RN017,0.500861981543454
RN018,0.44800711699181794
RN019,0.46929841433484387
RN020,0.4756625183788613
RN021,0.4154732602371895
RN022,0.48868299892002504
RN023,0.5279798497267759
RN024,0.5637969277970107
RN025,0.524763780651423
RN026,0.5366775432654578
RN027,0.49336130157584507
RN028,0.3903224580538507
RN029,0.4811168514541127
RN030,0.4458690584377099
RN031,0.43981725379785647
RN032,0.5049028749028749
RN033,0.4887633686744757
RN034,0.5787523334540693
RN035,0.4244469577018774
RN036,0.5425472878279108
RN037,0.4884146303267958
RN038,0.5190315810025871
RN039,0.4580393183989154
RN040,0.5167009073788735
RN041,0.48972435165552114
RN042,0.452389972848393
RN043,0.6583569263147345
RN044,0.4622390825495612
RN045,0.41788016646239706
RN046,0.506748500592301
RN047,0.5792356620932555
RN048,0.5857368526443039
RN049,0.5066272231402021
RN050,0.5357017205850324
RN051,0.5390394163366808
RN052,0.4598833751817101
RN053,0.5074524142380901
RN054,0.5102317554240631
RN055,0.5474134093135072
RN056,0.5173350901754097
RN057,0.5597427923891847
RN058,0.47591848547788485
RN059,0.47871156603073717
RN060,0.45235900942414603
RN061,0.4405162779486206
RN062,0.5002825750901747
RN063,0.44862323238665297
RN064,0.5750200588392619
RN065,0.467936360853486
RN066,0.5232503159360734
RN067,0.47592335462371566
RN068,0.5612247142406757
RN069,0.4495261901735655
RN070,0.48716259855863
RN071,0.5155912166328234
RN072,0.4714259524682511
RN073,0.5186943461002038
RN074,0.5101391280856381
RN075,0.47874305434146414
RN076,0.4819654740090655
RN077,0.5664696061747413
RN078,0.5274364024745472
RN079,0.548410233839483
RN080,0.5071400941267488
RN081,0.554868204539104
RN082,0.4739472046031933
RN083,0.5681034128711652
RN084,0.4989922741014444
RN085,0.5263489157178005
RN086,0.5774184238532442
RN087,0.5304494950015991
RN088,0.5153275858816427
RN089,0.4757830687386017
RN090,0.5106875252064274
RN091,0.47596692577171235
RN092,0.4206451025885992
RN093,0.48155821472369836
RN094,0.4954744411442864
RN095,0.47287645170240594
RN096,0.5337460750701772
RN097,0.5350939312682511
RN098,0.6233849837368992
RN099,0.5104986770453203
RN100,0.4594389225636278
