RN,f1,f2,f3
RN001,0.2465986952103072,0.3517468227168912,0.4016544820728016
RN002,0.23438996494425485,0.33966878364933095,0.4259412514064142
RN003,0.23379889429272147,0.3489420958556761,0.41725900985160247
RN004,0.2067651262505955,0.3317880309304797,0.4614468428189248
RN005,0.2825705039297272,0.3459315765141008,0.371497919556172
RN006,0.2757948206267858,0.3597593239300346,0.3644458554431796
RN007,0.23834416741628336,0.35526740100816373,0.4063884315755529
RN008,0.2591329892600628,0.38511501300381357,0.35575199773612365
RN009,0.2750403622227634,0.33790621533133103,0.3870534224459056
RN010,0.2605241414376814,0.4055422554606894,0.33393360310162923
RN011,0.25291821198516495,0.3760101503025571,0.37107163771227797
RN012,0.24356356356356357,0.34196863530196864,0.4144678011344678
RN013,0.23119568080063208,0.3228601527521728,0.44594416644719514
RN014,0.27593621454137507,0.3523291842512955,0.37173460120732943
RN015,0.2840339767554233,0.36044352890313064,0.35552249434144606
RN016,0.2979951161090632,0.3752041435303999,0.3268007403605369
RN017,0.3408066154586445,0.37876708666749836,0.2804262978738572
RN018,0.30406895912503473,0.39314116229493,0.3027898785800352
RN019,0.22714403680547363,0.3831691636192049,0.3896867995753215
RN020,0.17453275305981605,0.2612920944775426,0.5641751524626414
RN021,0.2939487302204541,0.36554395620830965,0.34050731357123626
RN022,0.16095276296540983,0.2783610966919919,0.5606861403425982
RN023,0.283403314335356,0.32610269437826594,0.3904939912863781
RN024,0.2848052650873732,0.353865893895222,0.3613288410174048
RN025,0.30256499738265574,0.34177757332529624,0.355657429292048
RN026,0.2824273109936037,0.34366433482631037,0.373908354180086
RN027,0.23464693241320864,0.3227851932564545,0.4425678743303369
RN028,0.2728976208051786,0.34060530350349216,0.3864970756913293
RN029,0.22749658168265915,0.3772975327613954,0.39520588555594544
RN030,0.2792352398022921,0.36550612858255027,0.3552586316151576
RN031,0.21535654869933454,0.32824788263762855,0.4563955686630369
RN032,0.2880369797894368,0.3624194348041646,0.34954358540639857
RN033,0.20677736270456387,0.2716927453769559,0.5215298919184802
RN034,0.25898325294022007,0.35965530323559697,0.38136144382418297
RN035,0.2831477424850919,0.35641049044663503,0.3604417670682731
RN036,0.22514157534750312,0.2951937927484004,0.4796646319040965
RN037,0.29489312282243635,0.36644276342634735,0.3386641137512163
RN038,0.2835426890845632,0.35099126552451143,0.36546604539092536
RN039,0.2594576763211717,0.3478656726265092,0.3926766510523191
RN040,0.3112445292335316,0.38082145662664124,0.3079340141398272
RN041,0.35547067926640546,0.3904053208652991,0.2541239998682954
RN042,0.2545511896178803,0.33666411319394374,0.4087846971881759
