,RN,Mono,Std
0,RN001,0.5478333333333333,0.00011547005383792517
1,RN002,0.5727666666666666,0.005147167505855364
2,RN003,0.7160666666666667,0.0025774664562964408
3,RN004,0.7488333333333334,0.002154839514519198
4,RN005,0.4954,0.00620966987850401
5,RN006,0.7184,0.0033867388443752197
6,RN007,0.7870666666666667,0.0048086727205470465
7,RN008,0.7209666666666666,0.010550987315570678
8,RN009,0.534,0.0030512292604784716
9,RN010,0.7079666666666667,0.0017616280348965083
10,RN011,0.7603333333333333,0.004135617648348713
11,RN012,0.7045,0.0053075418038862395
12,RN013,0.7382666666666667,0.004500370355130045
13,RN014,0.6773333333333333,0.005153962876596352
14,RN015,0.7002666666666667,0.0071619364234355885
15,RN016,0.6843333333333333,0.0013051181300301263
16,RN017,0.7184,0.004419275958796871
17,RN018,0.8183666666666667,0.002107921567168317
18,RN019,0.7192333333333333,0.0036073998022583156
19,RN020,0.5873666666666667,0.008164149271867422
20,RN021,0.7903333333333333,0.007651361534611559
21,RN022,0.5004,0.008662563131083085
22,RN023,0.553,0.012773801313626262
23,RN024,0.5878333333333333,0.008902995750495073
24,RN025,0.6341,0.0038626415831655935
25,RN026,0.7588333333333332,0.005877357682950165
26,RN027,0.7832333333333333,0.0034674678561355593
27,RN028,0.7197666666666667,0.0047752835866923474
28,RN029,0.5527333333333333,0.0034530180036213727
29,RN030,0.8098666666666667,0.003493326972004386
30,RN031,0.4782,0.0021071307505705476
31,RN032,0.6655666666666668,0.0022300971578236976
32,RN033,0.696,0.0037469987990390386
33,RN034,0.7068666666666666,0.0010016652800877812
34,RN035,0.5193333333333333,0.0046500896048714295
35,RN036,0.6319666666666667,0.006446963109351049
36,RN037,0.808,0.0013114877048604002
37,RN038,0.7945666666666666,0.0012013880860626733
38,RN039,0.5867333333333333,0.007663115119410209
39,RN040,0.6250333333333333,0.004135617648348713
40,RN041,0.4690333333333333,0.007327573495594113
41,RN042,0.5602,0.005788782255362521
42,RN043,0.7594333333333333,0.004485903847981289
43,RN044,0.4725,0.006090155991434045
44,RN045,0.7074666666666667,0.0013203534880225573
45,RN046,0.7012,0.0037986839826445154
46,RN047,0.6997,0.006450581369148055
47,RN048,0.6723,0.004513313638558703
48,RN049,0.6644,0.001997498435543818
49,RN050,0.5644333333333333,0.003257811126098831
50,RN051,0.6782666666666667,0.0005507570547286102
51,RN052,0.4909333333333333,0.004350095784386055
52,RN053,0.8356,0.004712748667179272
53,RN054,0.7291333333333333,0.008224556725643841
54,RN055,0.6918666666666667,0.005739628327107369
55,RN056,0.4889666666666667,0.004186088070422472
56,RN057,0.6986333333333333,0.006423654204059661
57,RN058,0.8545,0.004850773134253961
58,RN059,0.6247,0.003517101079013795
59,RN060,0.5622666666666667,0.005783021125098311
60,RN061,0.6159333333333333,0.0032331615074619045
61,RN062,0.7741,0.0075319320230602185
62,RN063,0.6998,0.002821347195933177
63,RN064,0.6135333333333333,0.004247744499535411
64,RN065,0.6863666666666667,0.0031533051443419385
65,RN066,0.7924,0.007274613391789285
66,RN067,0.6872,0.0014106735979665884
67,RN068,0.7094666666666667,0.001274100990241093
68,RN069,0.6006666666666667,0.003085989846602437
69,RN070,0.8087,0.0014798648586948741
70,RN071,0.7039666666666667,0.0005507570547286102
71,RN072,0.6683666666666667,0.00375410886008029
72,RN073,0.6385666666666667,0.004691836882643442
73,RN074,0.7382333333333333,0.0057002923901615194
74,RN075,0.6025666666666667,0.00300055550412475
75,RN076,0.6501333333333333,0.0029905406423142507
76,RN077,0.9152666666666666,0.002657693235370353
77,RN078,0.5472333333333333,0.006768554744798431
78,RN079,0.8018,0.0055677643628300215
79,RN080,0.7130666666666667,0.001877054430040145
80,RN081,0.6832,0.0031096623610932426
81,RN082,0.6269,0.003732291521304305
82,RN083,0.6144666666666667,0.0033946035605550953
83,RN084,0.7569,0.002920616373302047
84,RN085,0.6326,0.004618441295502196
85,RN086,0.8103333333333333,0.003785938897200182
86,RN087,0.5150666666666667,0.0065736849128425175
87,RN088,0.6760666666666667,0.001422439219556791
88,RN089,0.6463333333333333,0.003572580766523457
89,RN090,0.8369,0.0015132745950421557
90,RN091,0.6055666666666667,0.002821937868439582
91,RN092,0.6535333333333333,0.0010016652800877812
92,RN093,0.7140666666666667,0.0020816659994661326
93,RN094,0.5686,0.0009643650760992955
94,RN095,0.6472333333333333,0.008761468674447985
95,RN096,0.6758666666666667,0.0026539279065817393
96,RN097,0.6361666666666667,0.0034530180036213727
97,RN098,0.5291333333333333,0.00755005518743627
98,RN099,0.7729,0.0015716233645501712
99,RN100,0.6666333333333333,0.003002221399786054
