RN,f1,f2,f3
RN001,0.360967134225502,0.3848917000985876,0.2541411656759105
RN002,0.4043239690490654,0.38516386667596125,0.21051216427497335
RN003,0.35667155425219943,0.3775819201836032,0.26574652556419737
RN004,0.3485392574558734,0.3904290931223372,0.2610316494217894
RN005,0.3775934656011294,0.3974336350114705,0.22497289938740012
RN006,0.4273916608244115,0.3731596896277196,0.19944864954786887
RN007,0.4451733646580988,0.4028650214528187,0.15196161388908247
RN008,0.3975530926190509,0.3668835222149783,0.23556338516597078
RN009,0.3335387504768612,0.4347213663174575,0.23173988320568126
RN010,0.3881527054740495,0.36172897933427983,0.2501183151916706
RN011,0.41515561227713266,0.3826052894274631,0.2022390982954043
RN012,0.3891980943051783,0.3920032058417561,0.21879869985306558
RN013,0.28713426021996263,0.3809504046482673,0.3319153351317701
RN014,0.37460388472579503,0.43037691533385525,0.1950191999403497
RN015,0.3061734199159639,0.37570887080186877,0.3181177092821673
RN016,0.4112604110913922,0.3566861038339108,0.23205348507469695
RN017,0.3373953181668315,0.36741180349488956,0.29519287833827895
RN018,0.27904289055926923,0.34703538309340876,0.373921726347322
RN019,0.40255973654173605,0.38880676608723314,0.20863349737103082
RN020,0.2892460189448371,0.32714546858656657,0.38360851246859634
RN021,0.37004557015684614,0.39831496396778293,0.23163946587537093
RN022,0.3646739890486999,0.38081048226599395,0.25451552868530614
RN023,0.20973712130142638,0.28390899445950724,0.5063538842390664
RN024,0.34826197825795197,0.4043752516440746,0.24736277009797342
RN025,0.40877914951989025,0.38896802785691675,0.202252822623193
RN026,0.43567527341829343,0.4019481468684801,0.16237657971322642
RN027,0.3023878961938741,0.3655420509556026,0.3320700528505233
RN028,0.33363553943789664,0.40768917445175873,0.2586752861103446
RN029,0.38940262920479446,0.38806547235468486,0.22253189844052068
RN030,0.4434262865235229,0.39317325114022117,0.1634004623362559
RN031,0.3467350516509468,0.38020312658466265,0.27306182176439053
RN032,0.392093250265568,0.4086302431741839,0.19927650656024806
RN033,0.35008316699933467,0.37208915502328677,0.27782767797737856
RN034,0.32302417280987483,0.3519629693125321,0.325012857877593
RN035,0.3536656891495601,0.33954136820345177,0.30679294264698814
RN036,0.39130018968073066,0.39885553979310456,0.20984427052616478
RN037,0.46529930045160717,0.3772026919330559,0.15749800761533694
RN038,0.38452031770095246,0.42757802458557165,0.18790165771347592
RN039,0.3479642642748685,0.37016372988688395,0.28187200583824756
RN040,0.3454338977427875,0.3734417067537737,0.28112439550343876
RN041,0.38020863800331484,0.41279126450229114,0.20700009749439408
RN042,0.3270367545406874,0.3694045859751156,0.30355865948419697
RN043,0.34646315070053535,0.36063332953639365,0.29290351976307094
RN044,0.32647407384605914,0.37558678220183767,0.2979391439521032
RN045,0.4359125174052912,0.40792000768233544,0.15616747491237337
RN046,0.24527076984112672,0.30169693253746416,0.4530322976214091
RN047,0.4319148175938829,0.39995950500827765,0.16812567739783948
RN048,0.31835532594030735,0.35695481917799204,0.3246898548817006
RN049,0.3992168341112254,0.3800464098304459,0.2207367560583287
RN050,0.34594393851320804,0.35383969514951885,0.3002163663372731
RN051,0.3390496291736288,0.37690909623897045,0.2840412745874007
RN052,0.35176495124876167,0.385656186453934,0.2625788622973043
RN053,0.4032858707557503,0.39555625097793773,0.201157878266312
RN054,0.4190093708165997,0.3793247062323368,0.2016659229510635
RN055,0.37721827265727126,0.36036745876833265,0.2624142685743961
RN056,0.4211292894541893,0.38578406137388094,0.19308664917192975
RN057,0.3641283124128312,0.4270106927010693,0.2088609948860995
RN058,0.41620297317498545,0.3946239238158514,0.18917310300916312
RN059,0.43360703812316714,0.3604838709677419,0.2059090909090909
RN060,0.3928626396741194,0.39918324628818275,0.2079541140376979
RN061,0.4483344176250703,0.4014930145883183,0.1501725677866114
RN062,0.31375752624731473,0.38540437505673053,0.30083809869595474
RN063,0.3788719371243643,0.4028854260150662,0.21824263686056947
RN064,0.3944357670177687,0.3731693967185977,0.23239483626363358
RN065,0.39409679899488065,0.38307048962064244,0.2228327113844769
RN066,0.33457364673586687,0.3903448571673672,0.2750814960967659
RN067,0.28324468085106386,0.32628779395296753,0.39046752519596867
RN068,0.3824928280235543,0.4066133172278424,0.21089385474860337
RN069,0.3695133966881734,0.4015828115564314,0.22890379175539521
RN070,0.34439786759010343,0.42549095548366517,0.23011117692623137
RN071,0.395181893918356,0.3604970841432935,0.24432102193835045
RN072,0.3842982335081424,0.38940449903394975,0.22629726745790782
RN073,0.3172945313651582,0.352207879719514,0.33049758891532777
RN074,0.3569810636948446,0.38698404069428805,0.25603489561086734
RN075,0.40569209969840886,0.39416577113738,0.20014212916421117
RN076,0.32681085332284704,0.375147463625639,0.29804168305151396
RN077,0.43570368146257654,0.39570301422876114,0.16859330430866237
RN078,0.42521648770349846,0.40229996536196744,0.17248354693453413
RN079,0.34207249428332087,0.3531436075075279,0.3047838982091512
RN080,0.3535745102837199,0.3980836349118446,0.24834185480443546
RN081,0.38474204171240395,0.3859471197441894,0.22931083854340667
RN082,0.26712487963608594,0.34207701076911157,0.3907981095948025
RN083,0.33935628023784026,0.38165232485134987,0.27899139491080993
RN084,0.34809092118516827,0.39953817207366443,0.2523709067411673
RN085,0.2600796469701862,0.3201592939403724,0.4197610590894414
RN086,0.3932340642078014,0.4109343540500476,0.19583158174215104
RN087,0.27862499551472963,0.3527097013407968,0.36866530314447354
RN088,0.36825401041113354,0.3632343567406778,0.2685116328481887
RN089,0.4633431855500821,0.38564203612479475,0.15101477832512314
RN090,0.36508784749108436,0.38988799581211214,0.24502415669680347
RN091,0.44655779061275974,0.3674898758547434,0.18595233353249685
RN092,0.37723412588481414,0.376240650344373,0.24652522377081285
RN093,0.38585048293786156,0.35092651597505964,0.26322300108707875
RN094,0.3259227305248096,0.3289949917932747,0.34508227768191574
RN095,0.3853916082145299,0.4114735002912056,0.2031348914942645
RN096,0.3437258629909096,0.3902026023409185,0.26607153466817185
RN097,0.3992668358583917,0.3794893486118588,0.22124381552974953
RN098,0.36122728647956004,0.35642207549520366,0.28235063802523624
RN099,0.3054913434959021,0.32823588367469003,0.36627277282940784
RN100,0.29014707982293303,0.34993574182493214,0.3599171783521348
