,RN,Mono,Std
0,RN001,0.5619333333333333,0.0013650396819628848
1,RN002,0.491,0.0030512292604784716
2,RN003,0.5735333333333333,0.005453744890745562
3,RN004,0.4747333333333333,0.002236813209307682
4,RN005,0.5867333333333333,0.002715388247255507
5,RN006,0.5031,0.002424871130596428
6,RN007,0.5258666666666667,0.006214767359550423
7,RN008,0.5319,0.0016370705543744901
8,RN009,0.6484666666666667,0.001715614564327703
9,RN010,0.5819,0.0059506302187247355
10,RN011,0.38686666666666664,0.005913825608972024
11,RN012,0.5535333333333333,0.001939931270260195
12,RN013,0.6518,0.007831347265956223
13,RN014,0.5471666666666667,0.007338483040338333
14,RN015,0.6447666666666667,0.0080556398463023
15,RN016,0.4337333333333333,0.005220472520120504
16,RN017,0.432,0.002835489375751565
17,RN018,0.5559666666666667,0.005688878038184097
18,RN019,0.6327333333333333,0.0052003205029433845
19,RN020,0.6832666666666667,0.0024583192089989723
20,RN021,0.5727666666666666,0.007184242015225638
21,RN022,0.4646333333333333,0.005492115560813823
22,RN023,0.6985,0.003950949253027683
23,RN024,0.6855666666666667,0.0033501243758005963
24,RN025,0.4875,0.005450688029964658
25,RN026,0.5435666666666666,0.007143061901827069
26,RN027,0.4865666666666667,0.008210562303115015
27,RN028,0.5980666666666667,0.005000333322222963
28,RN029,0.5405,0.0033151168908501553
29,RN030,0.4134,0.0030265491900843115
30,RN031,0.6229333333333333,0.005029247790011278
31,RN032,0.4958333333333333,0.0041004064839151415
32,RN033,0.4712333333333333,0.006316908526592208
33,RN034,0.5718333333333333,0.005006329327294932
34,RN035,0.4806666666666667,0.004441095960833692
35,RN036,0.5262666666666667,0.003650114153466071
36,RN037,0.5822666666666667,0.003758102358017053
37,RN038,0.5636333333333333,0.0008736894948054106
38,RN039,0.6100333333333333,0.004718403684863487
39,RN040,0.5936,0.007483982896827064
40,RN041,0.6600333333333332,0.0011239810200058245
41,RN042,0.4332666666666667,0.0035907288025320617
42,RN043,0.5598333333333333,0.007169611797952058
43,RN044,0.5165666666666667,0.0017473789896108212
44,RN045,0.5919,0.007202083032012335
45,RN046,0.5672666666666667,0.002610236260060252
46,RN047,0.6157,0.0055506756345511665
47,RN048,0.5492333333333334,0.006748580097571143
48,RN049,0.5111333333333333,0.0020526405757787538
49,RN050,0.648,0.004044749683231337
50,RN051,0.4091,0.002193171219946131
51,RN052,0.5610333333333333,0.003470350606687072
52,RN053,0.6117,0.00821462111116514
53,RN054,0.5065,0.006882586723027906
54,RN055,0.5631666666666667,0.0055581771592252555
55,RN056,0.4719666666666667,0.003720663023351259
56,RN057,0.4758666666666667,0.0019295940851208403
57,RN058,0.5247333333333333,0.0022188585654190156
58,RN059,0.6521333333333333,0.005711683931498077
59,RN060,0.61,0.002211334438749598
60,RN061,0.5567666666666667,0.007247298347200379
61,RN062,0.4459,0.0043
62,RN063,0.4473333333333333,0.0049893219312180425
63,RN064,0.6189333333333333,0.002650157228040128
64,RN065,0.5014666666666667,0.005519359866264686
65,RN066,0.4650666666666667,0.004562163229580166
66,RN067,0.4482666666666667,0.003758102358017053
67,RN068,0.5514333333333333,0.0007571877794400366
68,RN069,0.4529333333333333,0.0025423086620891123
69,RN070,0.3924,0.003666060555964672
70,RN071,0.5822666666666667,0.009487008660970714
71,RN072,0.4558,0.0026888659319497504
72,RN073,0.6568333333333333,0.003629508690350986
73,RN074,0.4935333333333333,0.003002221399786054
74,RN075,0.5276,0.006919537556802477
75,RN076,0.5575,0.004044749683231337
76,RN077,0.8339,0.0008888194417315589
77,RN078,0.41376666666666667,0.003250128202599604
78,RN079,0.4128,0.0011269427669584643
79,RN080,0.6639333333333333,0.004913586605864735
80,RN081,0.4717,0.0019313207915827967
81,RN082,0.5684,0.004243819034784589
82,RN083,0.5151,0.0043588989435406735
83,RN084,0.614,0.003642801120017397
84,RN085,0.6009666666666666,0.006102731628814537
85,RN086,0.6399333333333334,0.0037421027956662726
86,RN087,0.6010333333333333,0.0007767453465154029
87,RN088,0.3695,0.009150409826887538
88,RN089,0.4875333333333333,0.005291817583149794
89,RN090,0.5216333333333333,0.0027646579052991948
90,RN091,0.44963333333333333,0.0016921386861996073
91,RN092,0.4931333333333333,0.0006658328118479393
92,RN093,0.6426333333333333,0.005601190349678659
93,RN094,0.5599666666666667,0.005514828495368948
94,RN095,0.4778666666666667,0.004069807530256601
95,RN096,0.6538666666666667,0.00275922694487665
96,RN097,0.5992,0.0038
97,RN098,0.4664,0.00546168472176855
98,RN099,0.4033333333333333,0.00567215420570821
99,RN100,0.6557666666666667,0.004209908945967043
