,RN,Mono,Std
0,RN001,0.5267333333333333,0.002274496281230931
1,RN002,0.6009333333333333,0.003523256069793016
2,RN003,0.5271666666666667,0.003931072796748151
3,RN004,0.5656333333333333,0.0014502873278538061
4,RN005,0.6181,0.002920616373302047
5,RN006,0.7520666666666667,0.006425988899253821
6,RN007,0.4495333333333333,0.0010785793124908959
7,RN008,0.8,0.004423799272118933
8,RN009,0.5443333333333333,0.0023180451534284947
9,RN010,0.5653,0.0047159304490206385
10,RN011,0.7055,0.004550824101193101
11,RN012,0.7531333333333333,0.003470350606687072
12,RN013,0.6409333333333334,0.0032316146634976967
13,RN014,0.5589666666666667,0.005076744363598913
14,RN015,0.4580666666666667,0.001823001188516709
15,RN016,0.6123333333333333,0.007900843836789418
16,RN017,0.4351333333333333,0.0022188585654190156
17,RN018,0.5735,0.006557438524302001
18,RN019,0.544,0.0041581245772583575
19,RN020,0.6750666666666667,0.004712041312778713
20,RN021,0.6449666666666667,0.0033080709383768257
21,RN022,0.8110333333333333,0.0013051181300301263
22,RN023,0.5794333333333334,0.004600362304572688
23,RN024,0.5117,0.0033406586176980137
24,RN025,0.7266666666666667,0.002490649179096352
25,RN026,0.5984,0.0027055498516937366
26,RN027,0.4857,0.003508560958569767
27,RN028,0.3597,0.0046130250378683185
28,RN029,0.7867666666666667,0.0021825062046494466
29,RN030,0.5747333333333333,0.00177857620959388
30,RN031,0.4285666666666667,0.003693688310257558
31,RN032,0.7263666666666667,0.0022233608194203052
32,RN033,0.6349,0.004507771067833857
33,RN034,0.5027333333333333,0.003150132272355136
34,RN035,0.6852,0.0054990908339470086
35,RN036,0.6508333333333333,0.003847510017314228
36,RN037,0.7190666666666667,0.004691836882643442
37,RN038,0.5184666666666667,0.004707794954470015
38,RN039,0.5848333333333333,0.005000333322222963
39,RN040,0.5514,0.003642801120017397
40,RN041,0.6299666666666667,0.0022143471573656493
41,RN042,0.5971,0.005524490926773253
42,RN043,0.5274666666666668,0.005229085324732551
43,RN044,0.5111666666666667,0.0047899199714956965
44,RN045,0.7397666666666667,0.004163331998932265
45,RN046,0.555,0.0031320919526731652
46,RN047,0.5855333333333334,0.003722006627255429
47,RN048,0.5535666666666667,0.0037072002014098635
48,RN049,0.6227333333333332,0.0020792626898334253
49,RN050,0.7952333333333333,0.0015534906930308057
50,RN051,0.5449333333333333,0.008113158036999732
51,RN052,0.5967666666666667,0.006686055139866358
52,RN053,0.5046666666666667,0.004441095960833692
53,RN054,0.4958666666666667,0.006240459384799594
54,RN055,0.7755,0.005631163290120434
55,RN056,0.5909333333333333,0.00893662874541252
56,RN057,0.5485666666666666,0.004309679029038396
57,RN058,0.59,0.0024758836806279896
58,RN059,0.7374666666666667,0.004219399641339196
59,RN060,0.6019666666666666,0.004630694692304096
60,RN061,0.8663666666666666,0.007170309151866001
61,RN062,0.7011,0.007365459931328118
62,RN063,0.6186333333333333,0.00195021366350801
63,RN064,0.5262666666666667,0.0026159765544311233
64,RN065,0.6434666666666667,0.003611555528208494
65,RN066,0.6688333333333333,0.004406056437828882
66,RN067,0.5757,0.0027622454633866264
67,RN068,0.6943333333333334,0.007741016298480023
68,RN069,0.5859,0.00439203825119955
69,RN070,0.6349,0.0035341194094144586
70,RN071,0.5238,0.0019313207915827967
71,RN072,0.5688666666666667,0.004822171018673366
72,RN073,0.5680666666666667,0.0037072002014098635
73,RN074,0.5002333333333333,0.0057011694706729545
74,RN075,0.585,0.005369357503463519
75,RN076,0.6376333333333333,0.0032005207909547055
76,RN077,0.5289,0.0032046840717924133
77,RN078,0.6416,0.005610704055642215
78,RN079,0.31683333333333336,0.0032929217016706203
79,RN080,0.7449666666666667,0.0017214335111567145
80,RN081,0.4951333333333333,0.0055581771592252555
81,RN082,0.6619666666666667,0.005278573039499722
82,RN083,0.5578666666666667,0.006903863652574067
83,RN084,0.4412666666666667,0.0031342197327777345
84,RN085,0.5623666666666667,0.00025166114784235834
85,RN086,0.6069666666666667,0.004285246006162696
86,RN087,0.5973333333333333,0.0047752835866923474
87,RN088,0.585,0.0026057628441590766
88,RN089,0.5208333333333333,0.002230097157823697
89,RN090,0.5968,0.008888194417315589
90,RN091,0.7421,0.00648613906727261
91,RN092,0.6217,0.004887739763939975
92,RN093,0.417,0.003377869150810907
93,RN094,0.6178666666666667,0.002967041174863155
94,RN095,0.6040333333333333,0.00202072594216369
95,RN096,0.7320333333333333,0.005352880844305553
96,RN097,0.4836666666666667,0.002107921567168317
97,RN098,0.44863333333333333,0.007587050371081857
98,RN099,0.4979666666666667,0.002119748412744619
99,RN100,0.5727666666666666,0.002482606157515391
