,RN,CC(AB),Std(AB),CC(BC),Std(BC),CC(CA),Std(CA)
0,RN001,0.13802098472969546,0.012235060332044117,0.13319009431128603,0.008129454589048967,-0.23166226205649396,0.004512215793622542
1,RN002,-0.05438427693894297,0.014371033318282808,-0.05000452068600097,0.004587406670079194,-0.09171033551037587,0.017496199095067184
2,RN003,0.008877826703891667,0.003370781948207083,-0.11877249076779661,0.017372020724455785,0.1158326003181089,0.004000262506785232
3,RN004,0.4547678832496169,0.012618650386269886,-0.2132536933928151,0.012760645042225701,-0.18217752461921996,0.004764520930799241
4,RN005,0.07070253443824699,0.02498813589013415,-0.2777457838494107,0.009057512400939131,0.042697041734950536,0.005157182756163584
5,RN006,-0.05732825587432903,0.013257184205613155,-0.34641469624438875,0.009697127654073545,0.0904648129777978,0.011728849842397937
6,RN007,-0.1721768375301489,0.01690270067351873,-0.25024486679461655,0.009056398099300119,-0.17280576385496316,0.018293234833492968
7,RN008,0.10007206741182151,0.012677757997903296,-0.33017421032410615,0.005418755554649722,0.13512043410102503,0.00738946123253119
8,RN009,-0.0043793341143667334,0.002265372874874167,0.1134929555970421,0.008345819418348707,-0.21370045646111432,0.005913442689542188
9,RN010,0.04381243530063053,0.01061254754446921,-0.10663532704498101,0.014803919459105818,0.08298542233805266,0.007461326061114422
10,RN011,0.0287452516145344,0.010397785720256706,-0.21498913681364176,0.00039735009229469184,-0.09204347561946356,0.0005948171808169906
11,RN012,0.0352336126178645,0.008126960869787083,-0.3879819878379151,0.01254411484685299,0.09212759584377113,0.01358105434926894
12,RN013,0.3568129923187791,0.01147434322721291,-0.0325222370790198,0.0019991381108699423,0.054989289377763505,0.005569735286429101
13,RN014,-0.1719801628073171,0.02809026676664819,-0.29534007808016655,0.006512354664044434,0.17178268048393563,0.0039014032828323286
14,RN015,0.3859581622270203,0.012979969221330588,-0.0948280173208627,0.014216610485520661,0.028148373515260533,0.013511110194586878
15,RN016,0.10205277194396921,0.014856937753280093,-0.32539844060725676,0.007409226521787409,0.1327059379664055,0.012245733743098914
16,RN017,0.11273940068613097,0.004442441836535356,-0.03059504361802977,0.01597702993265132,0.03860571422207867,0.010946473209135981
17,RN018,0.4307739358215008,0.004997234033036866,0.19268349486110262,0.005950355751117244,0.11325796728561977,0.014290005734383904
18,RN019,0.028569312892626732,0.016982423244998008,-0.1932904105624262,0.00796412453089107,-0.0180351505474877,0.00747903947222394
19,RN020,0.40050217268259414,0.010951832450495283,0.11115247690243674,0.010169371310451673,0.25788407119638274,0.0009974205335126216
20,RN021,0.31436501950440043,0.012142482738515535,-0.06335195913938453,0.019892584700448326,-0.26065618466155194,0.008335127699862171
21,RN022,0.20139082479492035,0.01312065188362469,-0.10781785804027244,0.006591884886073123,-0.11470606776200397,0.013113706945806804
22,RN023,0.5404222626483021,0.010640300958233167,0.4372962578359953,0.011946587455800222,0.2670437744270064,0.01811529039990555
23,RN024,0.3387584945663822,0.011065865796833047,-0.22392712484885924,0.013369224252745825,-0.14214781353789357,0.009864551820359285
24,RN025,0.16571368442031914,0.007331521090226332,-0.4405115247147018,0.019507156231789623,-0.002398410289071833,0.010773436533024636
25,RN026,0.010974966631254366,0.0128783409494464,-0.2805659526928499,0.03144377355397941,-0.2482299100398614,0.014403839209476334
26,RN027,0.28278647689669895,0.012903677450891365,0.27171818129371483,0.016323568090675925,-0.08647842687186992,0.0016328063105850363
27,RN028,0.06669854770356454,0.015804100866883466,0.32024654852015405,0.009454700331258434,-0.3132519786272159,0.016058521085245935
28,RN029,0.08616832701441653,0.009139709496512341,0.0516452453008709,0.012895404652204148,-0.20209196603356308,0.012404404510201241
29,RN030,-0.03183648842026513,0.009325472095592199,-0.19793748243177656,0.017224613704932883,-0.2963580114047581,0.024320883726285963
30,RN031,0.05387433508027497,0.01216893220023124,-0.11548111003287846,0.004402571431992375,0.08995938043874234,0.021126511238539068
31,RN032,-0.12762153596411,0.005353793169755089,-0.16114393301282037,0.014434085525770128,-0.0369176420340284,0.005764505276015375
32,RN033,0.19345714521257618,0.012203475986968823,-0.0387497514851271,0.008278571691669503,-0.07446399693665406,0.0055711139196474215
33,RN034,0.34984139730256736,0.0039033687745173495,0.05387217889516907,0.021462982211327548,0.09723144070366213,0.00885633455039176
34,RN035,0.2744147359730383,0.008058146070274271,-0.09763978843794578,0.011302213968614031,0.2086201217200392,0.0034080348034575578
35,RN036,0.09331792070143101,0.03066533162595568,-0.08895283103009856,0.012612344727898865,-0.2278290290390932,0.013398493947730659
36,RN037,-0.10614814410737787,0.03141025871884677,-0.18902355572895804,0.006111547897992885,-0.2194262585631329,0.014934746822095904
37,RN038,0.003971986422078733,0.014279708756222647,0.0406832457670571,0.016845854812847255,-0.40491469893631654,0.0081460486047137
38,RN039,0.16612270294529027,0.014737111629745744,-0.06213417376929026,0.01781988771328201,0.15673390886472785,0.015719784672322816
39,RN040,0.06357937066753393,0.014105684702810517,0.2815490143330252,0.011216580332575428,-0.09278116690207806,0.024333851586933804
40,RN041,-0.011203976552510634,0.009980159185817256,-0.24895429757141707,0.010872730733644661,-0.030762495269409402,0.005973788151718878
41,RN042,0.44889510102624536,0.004976886491153186,-0.093526220811698,0.0052651888043567935,-0.042486734653450674,0.006685978251736796
42,RN043,0.34165728589783545,0.0056068018540534935,-0.1923245774792847,0.011190917837690391,0.1125249285132426,0.01608715092785295
43,RN044,0.14209875388648047,0.01907142380106262,0.24085338350404406,0.010988223018970294,-0.0473098302545061,0.0127212425995123
44,RN045,-0.35033552766999093,0.01472225638610261,-0.3308009453808487,0.0034781487145322735,0.1267519887203632,0.0181340032202003
45,RN046,0.4779704603466608,0.003189723552942956,0.1917145053970035,0.003852589607037001,0.46712553056401074,0.008247323322738975
46,RN047,-0.2579408327072404,0.0029738889292435186,-0.18451055955059645,0.023102703343244085,-0.05498832899294876,0.007320348099889248
