,RN,BC A,Std(BC A),BC B,Std(BC B),BC C,Std(BC C)
0,RN001,0.40276635288702134,0.005664774072321273,0.4612450787903608,0.009531708198620863,0.4841418848308709,0.00751211033189881
1,RN002,0.4361390674054834,0.0028334266044403316,0.47243144348681376,0.0012012838119444702,0.42540554450003026,0.0028978886534849592
2,RN003,0.41603512789079455,0.006095668847880432,0.3105582972674585,0.008868913352236742,0.42616828413426977,0.0030615425227124796
3,RN004,0.45569435491476157,0.005598817405678598,0.3436077956110801,0.0033981859430276384,0.421282123527954,0.004802255425258039
4,RN005,0.4422453233545623,0.002137930814328765,0.36944122386004935,0.007005695545379717,0.4471883559464953,0.0032124716983688434
5,RN006,0.33862063337932624,0.0067412120912181605,0.43695874758916936,0.005129150139095769,0.4402677461780806,0.004253860145482048
6,RN007,0.4402746281668186,0.003777898868857687,0.3731930613777037,0.005921843030792378,0.4514793329420468,0.005904872467035394
7,RN008,0.45653974878210984,0.005728075778252992,0.3629939575866363,0.0018452609688613232,0.3747801302039077,0.007373879009435155
8,RN009,0.36673248718612017,0.0020213645348570886,0.47092287342439215,0.003518969416746576,0.44427441351976565,0.004606316027870395
9,RN010,0.4341929794680783,0.0071718542473380754,0.41838894697119794,0.0100423462918391,0.3611416779811138,0.0017004731669125854
10,RN011,0.3727353263029569,0.004012287291540253,0.4551463849091289,0.0025345510286773104,0.4050640032600092,0.0030410819439031624
11,RN012,0.3956988712536023,0.003993299533487904,0.4372283144001183,0.003820018871917627,0.38526763873615394,0.003188850460099954
12,RN013,0.4085245631123982,0.0037408198342833293,0.42574418339017733,0.002261698533311757,0.40738249751355565,0.006877075014212823
13,RN014,0.3770540557217397,0.0018788634413771433,0.4763749475820365,0.006069946561889538,0.3941100817268594,0.0017483504338908727
14,RN015,0.4777173081610086,0.005515512496625393,0.40584560074915094,0.007000266946835806,0.4099343782479495,0.010588642437604006
15,RN016,0.43215656021305965,0.0073557588766541395,0.44033413477256983,0.0037461041472470896,0.452123958167948,0.0035849643791648136
16,RN017,0.3964885066211165,0.007176964694192326,0.4456679024902832,0.005158933595984553,0.38413138796554874,0.003864416179432369
17,RN018,0.4387933207855139,0.009885990024086468,0.41132709512899845,0.002943202704902703,0.4377747660119941,0.008814140654612867
18,RN019,0.46305441445583123,0.003355722874310012,0.4470709072519831,0.0048221046654692455,0.30911518006740857,0.00458029675962202
19,RN020,0.38826616915694095,0.0048638243116473565,0.43417563436216255,0.003380114913208443,0.409861663342771,0.003077679201049573
20,RN021,0.4293550066244826,0.011330452299771908,0.5044049574279267,0.002471132766064802,0.36468700961160133,0.0011490563566879245
21,RN022,0.4245036572621858,0.0030340866564683286,0.40513536593045024,0.00349037839888555,0.4744007009701168,0.00529380085822918
22,RN023,0.4050559610695661,0.005931421902134394,0.4118208435731641,0.0036071257614795787,0.37706264906560044,0.004429425144470662
23,RN024,0.46056587361205986,0.0016512058887844163,0.32378725106585576,0.010805515354652788,0.4654951309355908,0.00545184283976801
24,RN025,0.37678370074155954,0.006142744059585911,0.43474319928919103,0.011407711260214708,0.4481321351278078,0.0025261867975475403
25,RN026,0.4291079264471745,0.005733076351733806,0.42964351041864596,0.002307983215330442,0.44057597493059214,0.0060455899424484046
26,RN027,0.3888493785332196,0.0007227492809707835,0.4407966695400048,0.004697604221050386,0.4188850121230683,0.011613991982132775
27,RN028,0.3754463876718886,0.005952850813319093,0.4290281460562913,0.0039724815809274614,0.3799004432269299,0.0018485207366698813
28,RN029,0.4078120109264138,0.006835174525712683,0.40216703676855375,0.005930647868295954,0.48053500573783386,0.0030630602000580086
29,RN030,0.3366991764051616,0.0058511634292918455,0.436502419700672,0.00841533154389211,0.47561532964853814,0.003435132958416315
30,RN031,0.396802598517749,0.0004934150656592921,0.41304908276174307,0.0007293418101702892,0.4406013639915225,0.007014984353766822
31,RN032,0.3951163820635819,0.005055159559439096,0.41324080120631795,0.003649819927288019,0.43031566605985416,0.0055539014450472395
32,RN033,0.43492206186406684,0.0032750057727250715,0.4373286683900945,0.0026094060978078763,0.4181835878603796,0.0009640573469682611
33,RN034,0.3860287655744852,0.003950388351703361,0.4150341248097169,0.008548031098566703,0.4149684953692924,0.00516270579829017
34,RN035,0.3823246845524229,0.004982886809301259,0.3853318336377671,0.003690050505344735,0.4173606218736938,0.0031444667384494373
35,RN036,0.36345153595881957,0.004694304575735624,0.4121895211564494,0.004581615562092776,0.47206859258556105,0.0020972622928923995
36,RN037,0.31524346582363666,0.0011115664426691826,0.5204179774228901,0.006827933180531026,0.3822922152599602,0.0024032054041465954
37,RN038,0.3003625572692498,0.006042391293516826,0.37601347637223254,0.006602143432419333,0.4422605887891134,0.0028535440064373103
38,RN039,0.36221636434772836,0.0055872284337972165,0.5812304669747322,0.005642568512788221,0.44141803986677197,0.0011909682005117733
39,RN040,0.49223976704990874,0.0021882697521597803,0.3884692783924418,0.0054708299645004335,0.39132570022500035,0.004958081204093826
40,RN041,0.3497034580688931,0.00394617286577276,0.46183517370097066,0.0034034790944924113,0.42624773151410905,0.005474377995419438
41,RN042,0.41732418668577503,0.005878711626758367,0.4349666076149829,0.010573822928310737,0.4029671132315009,0.00867746966396477
42,RN043,0.4652418155961633,0.0025526421934637064,0.5022180558836435,0.0009634055303175474,0.3032690991344338,0.00282761757817028
43,RN044,0.44541847953041414,0.00366049786158513,0.3928983901145673,0.005740599950796653,0.3861204042797947,0.0014547174746598018
44,RN045,0.34356992029116035,0.0065923896203395095,0.4612185045513831,0.003788481355574545,0.47094887908902733,0.004154383033904772
45,RN046,0.4099221887904437,0.006005261906184452,0.4870907631236285,0.00200769942356932,0.3617449654201413,0.0066678010294005715
46,RN047,0.3911440631955196,0.003067017823033031,0.44765241252147087,0.004308643556156137,0.41569525801950175,0.004225363282496099
47,RN048,0.41639610600107274,0.007687650477817309,0.4686075548806123,0.005252248453312721,0.36080565271374326,0.005777114671796336
48,RN049,0.41555206957675206,0.0059537411830933185,0.3281700887683249,0.0057347042046648235,0.4405456836307347,0.003336242495695486
49,RN050,0.3929723754925833,0.006975475708304961,0.40454050379511153,0.0033112254882588987,0.35735352022009187,0.008411994565631074
50,RN051,0.3807636732933415,0.005899662114861961,0.43459245679450526,0.005368496887680681,0.4743890139805766,0.00914239099546323
51,RN052,0.39129037702449404,0.005226173074122045,0.42086965394398046,0.008825804649249293,0.4159988856699887,0.0009521121872954329
52,RN053,0.492414502383828,0.0026417529124731698,0.42376112254957504,0.004311385581846873,0.3854318101455747,0.006198985586353829
53,RN054,0.44096896681343317,0.0030584296102015656,0.4412586251666471,0.0005565192632279447,0.37250411619352036,0.0023274711642061506
54,RN055,0.34722217309678244,0.0015707639763952485,0.4365401572362176,0.004385081446221518,0.46099028496733657,0.005157915780897883
55,RN056,0.44698362382689644,0.004435637506575662,0.46247474755478146,0.003916768823381231,0.37460652048158605,0.0022683045385996185
56,RN057,0.4004946381621231,0.0040322198106595465,0.39809727525567445,0.003646378587676965,0.46780827081510973,0.0014454490012066324
57,RN058,0.38842535300946707,0.0043401317733392855,0.39635882940302997,0.002369211999717251,0.4295161140496075,0.0012303671110122892
58,RN059,0.42955692442541843,0.0023276063122278016,0.47713681376253847,0.0044554972570842715,0.3408181114686455,0.0032626123465923106
59,RN060,0.47291337731137956,0.006711478324956459,0.41410699300823284,0.0031822734418677015,0.4702446666812561,0.0035297050498943657
60,RN061,0.38276494960875024,0.01455178776558039,0.4087658841944179,0.002713430777752149,0.48004477044069604,0.010650655861192796
61,RN062,0.3940201026197207,0.0017816989524418062,0.34612054084104454,0.005579506159161429,0.40622587907883384,0.0029018242230646253
62,RN063,0.40316066210823737,0.004758069010081322,0.43445770669873857,0.0008054590339615882,0.3960234932314222,0.006381511300438916
63,RN064,0.4935495734150542,0.007225515253095005,0.42264961032992904,0.0039444386320087645,0.3509937585026555,0.0029444139209990916
64,RN065,0.4037589752751145,0.003101207738535779,0.41906332747948966,0.003733923403050643,0.43893298695554056,0.004854198914506787
65,RN066,0.3520156076205046,0.005320368581081614,0.4111074145443045,0.006448436022493679,0.39204504728989403,0.00431226610856028
66,RN067,0.41460725981372865,0.004191372618844581,0.4518360052545473,0.004317107848049161,0.40875270831137356,0.001058566154793934
67,RN068,0.38648952534322717,0.002078268037667533,0.5271501733459704,0.0015544988368943844,0.44193334868352635,0.0023555397040329463
68,RN069,0.40047595030137956,0.005579796330151675,0.4108118684610685,0.0030153738474841736,0.40848587801186215,0.0051302760220249865
69,RN070,0.406076152003309,0.00486275838697811,0.4236463401256822,0.002814419744538935,0.41477184207300516,0.00476882591209324
70,RN071,0.37616213492997375,0.0014287933915273518,0.4292887082041636,0.0038038734071952625,0.35180743632006894,0.004170534602014859
71,RN072,0.3941750865747609,0.002795006381608659,0.3886874256088793,0.00979943663248205,0.43025066240337906,0.0017218941524163207
72,RN073,0.40998514269676845,0.004820513531879719,0.45381223920039876,0.004261482487183539,0.41806506470497956,0.0005508433165864529
73,RN074,0.3738700556769842,0.0018234871748767083,0.519672554858451,0.0031599660087012803,0.4950594067010017,0.002902908300965348
74,RN075,0.4679831533967034,0.003847088194824546,0.44435446166128506,0.0030178921080744863,0.3252775595250945,0.008487416464194887
75,RN076,0.4741405245987805,0.0027646174271631894,0.4544579963648064,0.0038731277256057665,0.3897124024232845,0.0048892686577179335
76,RN077,0.4129435164202353,0.006408123693385525,0.3604507838955802,0.005781457334425709,0.34461889699002074,0.008539601275787963
77,RN078,0.45810706429358694,0.004266540267077255,0.5606826434895799,0.003387545346752111,0.4449144463605208,0.003237419780321631
78,RN079,0.42323202403539106,0.003426740540367159,0.3743534178762289,0.0033316711547523204,0.2992699954548604,0.0036330969853695322
79,RN080,0.4112682457151789,0.0051342893409051455,0.39412971235822125,0.00654661334187431,0.3748308634224962,0.002961727181830568
80,RN081,0.39386259843342103,0.003312002075709297,0.4733372727480413,0.0034344813386208073,0.3732049408923886,0.004279372906035406
81,RN082,0.416418011036914,0.0038146635065341673,0.4572002039257564,0.0032569888994441096,0.3845871401739547,0.003665923001831932
82,RN083,0.3795528536254184,0.005028438345695567,0.452143344992788,0.0038617943358609363,0.3837103204182773,0.002583632433996545
83,RN084,0.3727971103940418,0.0005227601330768066,0.49112569018162455,0.0056754231596813165,0.4880361414896038,0.005136068243971021
84,RN085,0.42696510624902917,0.0055927830824694285,0.4258197694088553,0.003769420800040656,0.422811921512781,0.001872083006279941
85,RN086,0.4394263786391295,0.0014275846526151856,0.4233362110064253,0.0008270570391947445,0.34292298354061296,0.0028558036485641395
86,RN087,0.4573028759301083,0.002134391502692611,0.3761868775982824,0.01060062827661821,0.42789881200988233,0.006009724657249161
87,RN088,0.3784015420640565,0.0018547886122727718,0.45859053563435,0.003851545401183703,0.40445099587000116,0.001271434546849738
88,RN089,0.369901288675828,0.0049809668883005484,0.459009522615754,0.008438797685321586,0.41460100825435847,0.003294442683005088
89,RN090,0.45284519339561674,0.007384054048128985,0.32696949705034806,0.005211142595268137,0.4037612009671873,0.00871468938455104
90,RN091,0.39584258181662807,0.0026677913943193286,0.46285253694588113,0.0030025207803143234,0.38039883307941347,0.002432453465761525
91,RN092,0.42676309430527987,0.0027010836159418877,0.38420488933719305,0.005299732730951324,0.43076776223391205,0.005151532939390344
92,RN093,0.4025529608695231,0.004526095389139975,0.4414663029440257,0.004406314157131159,0.3901014914967224,0.004349087405835252
93,RN094,0.4164772698014181,0.004223563308259153,0.4294161638958402,0.0056018971391445,0.36558228656444053,0.000804433341932614
94,RN095,0.37572870982622386,0.005121691327488764,0.49689379131818495,0.002083730667349864,0.41209161200713695,0.004026422025111937
95,RN096,0.48481043021259157,0.005630146731776609,0.37182348769410023,0.0018048936282177306,0.422579706792723,0.0042406645575001475
96,RN097,0.47330225860870695,0.005372331861226073,0.4407577680563339,0.007119570848988879,0.41577309840746174,0.0031940356750751377
97,RN098,0.42849173708533667,0.0009510530326123716,0.4218059096222846,0.002337339045094704,0.41275814057318355,0.0012267056471078868
98,RN099,0.3695995498779779,0.004679716857937509,0.4445016558076706,0.004784905311924186,0.43408913589909986,0.00671082847777655
99,RN100,0.336230149653484,0.0050277406799423335,0.4304541081223751,0.004377078305539578,0.4374944598724879,0.002330070790453662
