RN,f1,f2,f3
RN001,0.34448256146369355,0.41572107138144876,0.23979636715485772
RN002,0.2881751793961299,0.31693140145630555,0.39489341914756454
RN003,0.3196392512143208,0.36144463242918734,0.31891611635649186
RN004,0.2872093023255814,0.3944767441860465,0.3183139534883721
RN005,0.3986836303059008,0.3327671528197423,0.2685492168743569
RN006,0.2887457820445796,0.33079463903806855,0.3804595789173518
RN007,0.40607215756248566,0.3181259039971883,0.275801938440326
RN008,0.3370819817891426,0.39574860454777466,0.26716941366308267
RN009,0.367256579033805,0.3875684837018643,0.24517493726433068
RN010,0.30684392232827706,0.3644572196272632,0.3286988580444597
RN011,0.3105077662029817,0.3406368910236417,0.3488553427733766
RN012,0.267879813796022,0.3494594698572693,0.38266071634670873
RN013,0.3222212615639243,0.40107209466052396,0.2767066437755518
RN014,0.24334885834374645,0.30011359763716916,0.4565375440190844
RN015,0.38823145671602843,0.4427033726922826,0.16906517059168896
RN016,0.25218054547467617,0.43797901263424655,0.3098404418910773
RN017,0.27104898560700325,0.3286827451707128,0.400268269222284
RN018,0.2809191211539888,0.3777066485781815,0.3413742302678297
RN019,0.26211229638020916,0.3138970179468622,0.4239906856729287
RN020,0.3028056422290415,0.40487119317156195,0.29232316459939656
RN021,0.278331063443423,0.27064181137214843,0.45102712518442856
RN022,0.35173540508456647,0.35273445305062234,0.2955301418648112
RN023,0.2843353221824944,0.38200294452992684,0.33366173328757875
RN024,0.37317626715659785,0.4518534529341835,0.17497027990921862
RN025,0.23789315389713003,0.3983917010755977,0.36371514502727226
RN026,0.3682364795017076,0.331427225500844,0.30033629499744835
RN027,0.24034276254929646,0.40490773650129025,0.3547495009494133
RN028,0.33475304553419466,0.3494671887183185,0.31577976574748684
RN029,0.30332397901378744,0.42881420926949154,0.26786181171672097
RN030,0.30834422078597773,0.43994172804106785,0.2517140511729544
RN031,0.2733567787137755,0.43087702080095963,0.29576620048526486
RN032,0.285469044865161,0.4036768734400682,0.3108540816947708
RN033,0.2488265735948971,0.36304007702491276,0.3881333493801902
RN034,0.27351257021323006,0.37225282216284017,0.3542346076239298
RN035,0.24494081870952025,0.3766013390344503,0.3784578422560294
RN036,0.35157236675928266,0.37332659762566306,0.2751010356150543
RN037,0.19853414316430465,0.3396895647943249,0.46177629204137044
RN038,0.2784444304831312,0.335773072815229,0.3857824967016398
RN039,0.15876756994394714,0.33634154383479675,0.5048908862212561
RN040,0.3230716325523676,0.45141515781289715,0.22551320963473528
RN041,0.2870645393983112,0.34643781558959563,0.3664976450120932
RN042,0.2552106223447468,0.41511846258340324,0.32967091507185
RN043,0.2515941422991761,0.33087837003107506,0.41752748766974884
RN044,0.29073542780906503,0.40241325163225067,0.3068513205586843
RN045,0.26545574787348064,0.3493534925087227,0.38519075961779664
RN046,0.2576080429266025,0.3035952966700889,0.4387966604033086
RN047,0.3165300885688271,0.3366443175233838,0.3468255939077891
RN048,0.29372663649905845,0.28795075746929366,0.4183226060316479
RN049,0.2990282213830128,0.3419767588610483,0.3589950197559389
RN050,0.3593256640685376,0.34627613769347965,0.29439819823798274
RN051,0.2367720691055077,0.32901799810546256,0.43420993278902975
RN052,0.2966543835966288,0.36827319493596994,0.33507242146740124
RN053,0.319199966917998,0.35185465973782515,0.3289453733441769
RN054,0.2891575938593956,0.32172335163952853,0.38911905450107587
RN055,0.3028151654094562,0.3221047182369472,0.3750801163535966
RN056,0.3275414563806777,0.31230816767947267,0.3601503759398496
RN057,0.3575570480997872,0.3892342135636116,0.2532087383366012
RN058,0.3236475313016773,0.37346316211136105,0.30288930658696167
RN059,0.19721648392393665,0.3506938926849939,0.45208962339106945
RN060,0.3305443028651396,0.40963393975104956,0.25982175738381086
RN061,0.3445465148278709,0.36703403268290763,0.28841945248922146
RN062,0.3145778310234977,0.37800528221744223,0.3074168867590601
RN063,0.28870595031773544,0.38331889081455806,0.3279751588677065
RN064,0.3245372915521349,0.3998992120212571,0.27556349642660805
RN065,0.31884665908664406,0.39504796388082436,0.2861053770325315
RN066,0.27620394710505597,0.3430698816402236,0.38072617125472036
RN067,0.30779079598985387,0.3800579780166687,0.3121512259934775
RN068,0.17515185421994886,0.31829443734015345,0.5065537084398977
RN069,0.2566047409373304,0.41591772724531034,0.32747753181735934
RN070,0.31332416992397233,0.34717151325114903,0.33950431682487864
RN071,0.20902333674201376,0.37204475037775303,0.41893191288023324
RN072,0.25066343413163844,0.38865773351243327,0.3606788323559283
RN073,0.21222649873451843,0.30561754002366226,0.4821559612418193
RN074,0.2976584114987516,0.2457250826641474,0.456616505837101
RN075,0.2944940262777588,0.39066929959072005,0.31483667413152117
RN076,0.2632850901146914,0.32453577280174767,0.4121791370835609
RN077,0.281912719223905,0.29990926946967505,0.4181780113064199
RN078,0.14271607724752783,0.2568945816699347,0.6003893410825375
RN079,0.26850869263320626,0.35143916466873665,0.3800521426980571
RN080,0.2824938778211662,0.38902640810113176,0.32847971407770205
RN081,0.2803637089188496,0.36925291451700254,0.35038337656414786
RN082,0.2205075156223611,0.25660783651410235,0.5228846478635366
RN083,0.279340075669383,0.3408760186263097,0.3797839057043073
RN084,0.33922744455800324,0.4607503909568901,0.2000221644851067
RN085,0.31551766014291743,0.3701918774847559,0.3142904623723267
RN086,0.2489419007310504,0.3174572637827736,0.433600835486176
RN087,0.40970458908775625,0.34960054499287796,0.2406948659193658
RN088,0.28518466769130457,0.3559778305621536,0.35883750174654183
RN089,0.20246603014883846,0.3673317706248928,0.43020219922626873
RN090,0.3417703975121922,0.3995478287986279,0.25868177368917994
RN091,0.25587256654747714,0.3005934644417958,0.44353396901072706
RN092,0.2754851407843584,0.4424906875742147,0.2820241716414269
RN093,0.30244698205546494,0.3395884860285218,0.35796453191601324
RN094,0.28375813661673593,0.33261704964316524,0.3836248137400988
RN095,0.26468769325912184,0.31880024737167595,0.4165120593692022
RN096,0.3275658118972673,0.3935481283958538,0.2788860597068789
RN097,0.3043696711327649,0.39933008526187574,0.29630024360535934
