RN,f1,f2,f3
RN001,0.44008563614538343,0.48626975385795784,0.0736446099966587
RN002,0.38812642391312857,0.5226377721582413,0.08923580392863015
RN003,0.5395811088295688,0.40126488706365504,0.05915400410677618
RN004,0.46987707343467305,0.4584974890515886,0.07162543751373836
RN005,0.4611365011089455,0.4854660931514215,0.05339740573963304
RN006,0.45402418501361924,0.4766824545880394,0.0692933603983414
RN007,0.44012650721486457,0.46648217697832245,0.09339131580681294
RN008,0.42753314393939396,0.5125355113636364,0.059931344696969695
RN009,0.5247165033579214,0.37242257907236437,0.10286091756971422
RN010,0.4410526591016054,0.5126941379490666,0.04625320294932803
RN011,0.4904179958716457,0.4208106586601614,0.0887713454681929
RN012,0.5073807932263814,0.41347760695187163,0.07914159982174689
RN013,0.39384520476439044,0.3938689318084753,0.21228586342713424
RN014,0.3907574917073281,0.44537025506334127,0.16387225322933058
RN015,0.4244935321465565,0.45810950786500615,0.11739695998843735
RN016,0.444112638722287,0.4626424970431077,0.09324486423460529
RN017,0.45840236983481447,0.4673394587538284,0.07425817141135713
RN018,0.45326732431806266,0.4894828616371374,0.05724981404479996
RN019,0.48661950169178714,0.43658361529785705,0.07679688301035578
RN020,0.4647579703028969,0.4583918866295312,0.07685014306757192
RN021,0.4325865186841706,0.5066053754089535,0.060808105906875944
RN022,0.41305148084109544,0.4454570807072341,0.14149143845167048
RN023,0.43281317064197683,0.45327733153473543,0.11390949782328776
RN024,0.46602685669405974,0.4684596670689424,0.06551347623699787
RN025,0.44036014739623164,0.4614614475422374,0.09817840506153097
RN026,0.3462308559305178,0.43952794536895845,0.21424119870052377
RN027,0.47806850810854534,0.4451328507299713,0.0767986411614834
RN028,0.45201111739439076,0.42479515839880644,0.12319372420680279
RN029,0.45197268755351616,0.4757942345269721,0.07223307791951171
RN030,0.44767124194910346,0.44920277497226685,0.10312598307862973
RN031,0.43856706218933633,0.4304782291012751,0.1309547087093886
RN032,0.3930095818815331,0.46487369337979095,0.14211672473867595
RN033,0.42966588891828833,0.483390662208645,0.08694344887306665
RN034,0.4114159523084287,0.4111222314085549,0.1774618162830164
RN035,0.4393169562612343,0.47386458957459554,0.08681845416417017
RN036,0.46086647037887857,0.46358430129096967,0.07554922833015175
RN037,0.4212698363259776,0.48071262828399236,0.09801753539003005
RN038,0.45328937541343917,0.4674690053987154,0.07924161918784542
RN039,0.4537751690776602,0.4602917841352005,0.08593304678713931
RN040,0.4342869388192435,0.48357441337190615,0.08213864780885032
RN041,0.36995721127053244,0.4218704247702349,0.20817236395923264
RN042,0.44067937723753225,0.5123755604981148,0.04694506226435292
RN043,0.40865800865800866,0.47114985471149856,0.12019213663049279
RN044,0.413025152957172,0.41442556084296395,0.17254928619986404
RN045,0.42102579409496804,0.4135139168718752,0.16546028903315674
RN046,0.4131797391157039,0.4315723239999032,0.15524793688439292
RN047,0.40730071779372873,0.4684312429165093,0.12426803928976199
RN048,0.5488982247551285,0.40541584262694114,0.045685932617930324
RN049,0.3939750588470977,0.4715906245304753,0.134434316622427
RN050,0.3886661369893387,0.4746955895123889,0.1366382734982724
RN051,0.4236108842648548,0.41175317675497336,0.16463593898017181
RN052,0.4315152056180444,0.4712104981253348,0.09727429625662085
RN053,0.45664946976210946,0.4765978790484379,0.06675265118945256
RN054,0.4930180130884896,0.46180699949659654,0.045174987414913874
RN055,0.5042633856214678,0.42638084365706874,0.0693557707214635
RN056,0.4761500480350321,0.48562300319488816,0.03822694877007976
RN057,0.4772727272727273,0.4644246803779878,0.058302592349284955
RN058,0.43142017742616845,0.487585928799109,0.08099389377472253
RN059,0.49824477693330155,0.4503425241130159,0.05141269895368256
RN060,0.48240203399879145,0.386596586439248,0.13100137956196056
RN061,0.4302266035078735,0.47009025732940724,0.09968313916271924
RN062,0.44924619069664457,0.4884966083613454,0.062257200942010024
RN063,0.34650636073069024,0.4750121711152975,0.17848146815401222
RN064,0.4589363387933962,0.46367414258687323,0.0773895186197306
RN065,0.4146632836452056,0.4594566021778201,0.1258801141769743
RN066,0.40556684099062107,0.4139171024765527,0.1805160565328262
RN067,0.4878979757625666,0.440402399261081,0.07169962497635236
RN068,0.46711745187728315,0.4638098328396328,0.06907271528308404
RN069,0.4746801467298917,0.452506635650592,0.07281321761951627
RN070,0.4603819139596137,0.43392483284932803,0.10569325319105828
RN071,0.49701508279717327,0.4451218225925535,0.057863094610273176
RN072,0.43914393713631444,0.4198833069310037,0.1409727559326819
RN073,0.4640937786017695,0.46848231677266433,0.06742390462556618
RN074,0.4388517431943781,0.48098178344818177,0.08016647335744014
RN075,0.46867974896965153,0.43520513300861746,0.09611511802173099
RN076,0.4217566577082824,0.41823147534117483,0.16001186695054273
RN077,0.4727844528667043,0.38474719780662847,0.14246834932666722
RN078,0.4556750159818678,0.4611146626372988,0.08321032138083338
RN079,0.5477929383897949,0.38690813985047745,0.0652989217597276
RN080,0.4283143544045031,0.4641031916271972,0.10758245396829967
RN081,0.4743465334269315,0.4705269025890903,0.055126563983978194
RN082,0.4521676273088702,0.45515417831802013,0.09267819437310963
RN083,0.45460243129464073,0.48592781798401213,0.059469750721347144
RN084,0.4148366480381714,0.4645499248537201,0.1206134271081085
RN085,0.44746782316731953,0.46513010632344715,0.08740207050923335
RN086,0.4458019145717618,0.47547893162738597,0.0787191538008522
RN087,0.45341518705734923,0.48215316596499624,0.0644316469776545
RN088,0.4265354758028362,0.45200679549798256,0.12145772869918124
RN089,0.3624862348583442,0.45656472119331265,0.18094904394834319
RN090,0.43984036488027367,0.4812086659064994,0.0789509692132269
RN091,0.5294948385433595,0.4088815162689562,0.06162364518768424
RN092,0.45220583273728393,0.44911537267709417,0.09867879458562194
RN093,0.46551438440849935,0.47151797891731356,0.06296763667418709
RN094,0.4290362096444895,0.4958047392615814,0.07515905109392905
RN095,0.490468107652005,0.38367951648826054,0.1258523758597345
RN096,0.45449039934451924,0.4494555472432997,0.09605405341218101
RN097,0.5284550699000673,0.38423255138546025,0.08731237871447242
RN098,0.4605353158183918,0.4403067918054294,0.09915789237617878
RN099,0.431290180332815,0.4965302759533038,0.07217954371388122
RN100,0.4801919623702903,0.38100081043715933,0.13880722719255034
