,RN,BC A,Std(BC A),BC B,Std(BC B),BC C,Std(BC C)
0,RN001,0.2709325268721897,0.0010857163130947034,0.34816534148291506,0.0032725968271021086,0.41518128048299624,0.008354823586286347
1,RN002,0.35627586316866644,0.0014598535602817326,0.40745307894109023,0.008913137854317224,0.31055807207503855,0.010324365210593638
2,RN003,0.4234114254659543,0.012689331081060845,0.35751553127783514,0.009832419206271155,0.4107424967426549,0.00313943072157362
3,RN004,0.3128250299474589,0.007272157945118003,0.3200849249726458,0.004919869530326293,0.3961720292186299,0.005064954248732445
4,RN005,0.3217475761283859,0.004611878845813482,0.3708160529803924,0.007238579641993389,0.3864267205109131,0.002128652902752527
5,RN006,0.3024881791716672,0.007152701681483137,0.41463584185863755,0.006345194435307027,0.4569880915447337,0.007639643979000197
6,RN007,0.3585515287344243,0.014707794672281485,0.2464077322098999,0.006191827407048771,0.4911477217642262,0.003491134968863241
7,RN008,0.3446816108158484,0.006145953772482654,0.24909269736523154,0.0066038883409025315,0.3387506559808951,0.00423812046270202
8,RN009,0.3302448701959559,0.004333116543239451,0.30629829399757197,0.005159854349448876,0.3496555123655956,0.008575287010823324
9,RN010,0.3082870039090862,0.013292997334455877,0.4053849980943159,0.006115760167708884,0.28447467588905745,0.00719462317628245
10,RN011,0.3143230947968467,0.005456299815545299,0.41911267942160785,0.007984848646323869,0.3185268032480497,0.0021889969340784295
11,RN012,0.3009216783639867,0.002520298054831595,0.25469151304034643,0.0012313019637527857,0.5071823074023347,0.007026218510084581
12,RN013,0.28858610303611054,0.003182263703313333,0.29031342727573717,0.007443641714102813,0.4086267787025335,0.0023149664730157202
13,RN014,0.3556190352115096,0.007149857294471733,0.3043690878530971,0.0025029201967549258,0.3838615909431587,0.002624893998077703
14,RN015,0.34363365134816054,0.004107801721690607,0.360117922940741,0.0045140138894939575,0.4006462451212876,0.0030319950247762783
15,RN016,0.2795151264658926,0.0021627975389168002,0.31064502348278744,0.0036425669102913365,0.5033177970686015,0.005300867735398212
16,RN017,0.3422055443340308,0.0033857001225828308,0.29078725519540466,0.00305240168314992,0.3024051956082601,0.0016353256002928668
17,RN018,0.2984145701547117,0.017957289311934903,0.41607247091554606,0.0025980788024514167,0.3784794749285334,0.0038404661077959864
18,RN019,0.3677716291248829,0.005305715667827598,0.3413464391339107,0.003901870291001754,0.38991785757801606,0.007183072669493124
19,RN020,0.3142013467066627,0.009686247377491963,0.4242259923896814,0.0010342874363266762,0.35089575076614815,0.0066206677909104415
20,RN021,0.3510145767332436,0.007794256890572021,0.31778964478939814,0.004026154922230357,0.4120159782785571,0.003020290612630824
21,RN022,0.34346597150031544,0.002855356541696644,0.32324055172468785,0.004783008257123403,0.3711753563953067,0.006344988853023616
22,RN023,0.3452238952311644,0.008255784604890433,0.3159891471051328,0.0017100445766288078,0.37236698830318954,0.005570943611434058
23,RN024,0.44547918214317583,0.002409247772257351,0.26937909628680595,0.006095012357857078,0.4158888038492459,0.006387866744707872
24,RN025,0.29719977476737114,0.007187341398194445,0.43169278168163894,0.009070444212954904,0.4107160675879727,0.008684808104995289
25,RN026,0.4073515445533276,0.01376377790097492,0.32991465342476095,0.009861811956380367,0.40374716948665385,0.008473913640796586
26,RN027,0.4080929823896369,0.005964321287994738,0.28973895360848817,0.011837014441035276,0.44736585637491283,0.009138414297178536
27,RN028,0.28648529764384073,0.011129509284342734,0.3198673207385665,0.012534566555341383,0.3588497905842911,0.0037590925113396576
28,RN029,0.3240793365692739,0.004654228197268102,0.279772342511951,0.0029823269195179184,0.5424272791051621,0.002830972402577337
29,RN030,0.3380167130144778,0.008959784361937857,0.3264548031671705,0.0023112684258119937,0.4259137606885733,0.011050174887617026
30,RN031,0.40990351066585723,0.005224601607326525,0.2468023486316027,0.001984704561061073,0.3780217756381738,0.008796101272943333
31,RN032,0.3273427300498046,0.006427649873107474,0.31879968329402575,0.007388982045453578,0.39174906465990694,0.0075834359980090655
32,RN033,0.4042427272153548,0.011185689031083372,0.2959531963972094,0.0072029600156641215,0.4450865667679773,0.0017967553697077181
33,RN034,0.35841737537555113,0.005346098518471203,0.2609239298693264,0.00480148179868569,0.5665773908744117,0.004804543619556265
34,RN035,0.33212898179111944,0.004978691171328429,0.3075725232300623,0.007120688088271854,0.4286746275087758,0.012041966308364176
35,RN036,0.3065728788628549,0.010337267839716356,0.29091372688824524,0.002803994704272925,0.3975435364735114,0.0023738988193866455
36,RN037,0.320009245327543,0.01025463590895149,0.3429668786411195,0.00704065894640017,0.39012462952899213,0.005684242920624002
37,RN038,0.30806996112575374,0.005457121503982924,0.23823507542136083,0.00426842237571999,0.4862631206332864,0.002290909339352224
38,RN039,0.3203753241002612,0.0012670958105759904,0.23883105912989488,0.011611940323097212,0.44058607524266463,0.007581542042376154
39,RN040,0.333260429350159,0.010327872788471986,0.4261403059302196,0.005441815796824406,0.38959650444836064,0.003693096746118127
40,RN041,0.41069292014524494,0.0025052164037023214,0.23948546812730287,0.0029876000769836486,0.4024276940409132,0.0018191998830355213
41,RN042,0.3530352822564069,0.004775154646075698,0.35248566407960374,0.01474852035183297,0.3828782323626186,0.011723851070920206
42,RN043,0.3512641205109624,0.010011090099278145,0.2465976574658809,0.0024402125908255206,0.41278721699525095,0.00313199656920988
43,RN044,0.39231798856957534,0.011419841317529015,0.2996730123334525,0.004555053181589068,0.37541072178064994,0.007549939043478533
