,RN,CC(AB),Std(AB),CC(BC),Std(BC),CC(CA),Std(CA)
0,RN001,0.1341431180466451,0.024548515170082233,0.6474083220117145,0.008906736083888802,0.10941669975916407,0.008119071446310421
1,RN002,-0.5287429426982555,0.000970641399574031,0.7541451756420275,0.0031691018334535376,-0.41164908336528777,0.006526692264216857
2,RN003,-0.2893281327623271,0.003813387348662717,0.5403946150099506,0.0068772742244108225,-0.5249928512456834,0.0007884501321207165
3,RN004,-0.26465429552025355,0.002339689316525362,0.6549169305227851,0.0059112776369419995,-0.4800223550623785,0.0017681357336260476
4,RN005,-0.12438659438344728,0.01587421826765943,0.5403516463649415,0.012086246067994402,-0.10398155898464127,0.004077852233243544
5,RN006,-0.4233193603509166,0.01557164154917009,0.2888523995789011,0.02091962672026987,-0.3350522807019565,0.015146615041756887
6,RN007,0.0918415009155288,0.009507868494370061,0.778532438823532,0.0043854950112067696,0.24826929799531025,0.0071443046129723515
7,RN008,-0.3648806146047104,0.0100579993562645,0.49284487321835774,0.005060835192277152,-0.4224708122963134,0.010755305269569896
8,RN009,-0.17323996052606985,0.013923784881648351,0.6210427984485155,0.006042012382798214,-0.07537043420820816,0.020035818078945476
9,RN010,-0.3108238455405358,0.010149161838951653,0.4558859657546985,0.007662398341316039,-0.06379355415316224,0.006452787340685978
10,RN011,-0.40496451576600734,0.0010488075290086723,0.5920625045176812,0.005520552403119214,-0.2375347258214765,0.00225499869104299
11,RN012,-0.08965496043542143,0.01441723999908644,0.5548410178415019,0.015926557656053605,-0.3264494995943803,0.014534933925032781
12,RN013,-0.37429612678794527,0.009608355406952821,0.6661673789630184,0.008931746544518929,-0.6316194983152285,0.00016783610204454223
13,RN014,-0.10132260250059755,0.01319713586093572,0.7312580253593834,0.010130765862452533,-0.16447286051688026,0.008259091788758492
14,RN015,-0.3321080825338112,0.010115908355050237,0.589051158516916,0.0030937749085366054,-0.22435548631434865,0.0052573320364305304
15,RN016,-0.052735571964769495,0.009926142233240147,0.5735202505401219,0.0030269033258281362,-0.009552218049185665,0.007102577164376997
16,RN017,-0.28130703706611143,0.01941727357462669,0.44729568958791166,0.003567478576234348,-0.3863658550837035,0.006649292990581725
17,RN018,-0.06948560876350927,0.01923457964999837,0.7257831718051241,0.006408975326561509,0.0486666494971254,0.020275078888929512
18,RN019,-0.3918784356977881,0.004447091296934686,0.6331202221245276,0.0075572503705852055,-0.18920801540691679,0.020085035214454955
19,RN020,-0.0148409602308762,0.008790567107305216,0.6466802486093037,0.009812025838507127,0.0990465711065701,0.0044950695026800234
20,RN021,-0.09018108117616153,0.007195780355894124,0.6196952491612379,0.007330859052825644,0.012583540105514365,0.0016868983851542536
21,RN022,-0.4456239977793246,0.007980748666487968,0.24674978669389272,0.006988029125264083,-0.5557398760395974,0.005967982871845047
22,RN023,-0.6815225525026398,0.006110896222296045,0.6392093867446104,0.0021993558595940865,-0.7465787236423619,0.006152826547885163
23,RN024,-0.208982858578738,0.010944038127270714,0.4350308088499976,0.008344233739104779,-0.10018992237013576,0.013578978523096781
24,RN025,-0.38183007758977977,0.006246962614093661,0.5038668503782388,0.007979450816723117,-0.3370987076806946,0.008605714644452169
25,RN026,-0.0019380976098368667,0.006637250674205048,0.7792325850354231,0.004241462507994931,0.013970592739772,0.016141741850927118
26,RN027,0.17730418982327026,0.006313930781355775,0.5855309024573232,0.012847655566164233,0.13594869102310023,0.017014632057124186
27,RN028,-0.23095086034336534,0.01110699023739843,0.30119844317017236,0.019039503733507896,-0.24242080434621896,0.023269583230647903
28,RN029,-0.008427756789997866,0.01611431339715787,0.6864648168053064,0.0025872513712434553,0.1719188154821034,0.005801914845683725
29,RN030,-0.17995819407598787,0.0018348606984254705,0.6749837855195747,0.005582753094064985,0.04209270761286934,0.014132538550989478
30,RN031,-0.42884311394349256,0.00828555798662474,0.42874500154316086,0.0036938206458352572,-0.2798503295201377,0.013043956479584931
31,RN032,-0.5251098809590152,0.003720498284709573,0.4450204691892623,0.00752506208898454,-0.6234828689494858,0.007763487050756551
32,RN033,0.0293675706796233,0.010783423556246565,0.6242919512010981,0.004511670601538868,-0.1976609169590696,0.012275382902222801
33,RN034,-0.4793731504072956,0.010417501840886335,0.6362650367390853,0.005093057800516682,-0.39976697308076936,0.008727975257576822
34,RN035,-0.5726241873449924,0.0033106705162447413,0.49371169597268877,0.007622403923624598,-0.595641236369339,0.014980854949561575
35,RN036,-0.32783437863945325,0.001785879348881478,0.5251763915234863,0.010693154321459229,-0.35812349733746834,0.004159710478264461
36,RN037,0.030885817296466066,0.01673935562179958,0.6487785866836198,0.008845533975604388,-0.1536270975427515,0.017645225311042134
37,RN038,-0.11915172763578696,0.006689384741789732,0.6818922154111194,0.012963592702658672,-0.11051527455189968,0.002929187329154898
38,RN039,-0.14919896225970544,0.010090844489096215,0.4512981355685744,0.00856935184403639,-0.5484781835322136,0.01020842384985434
39,RN040,-0.5171462402025466,0.007353823263874167,0.5996454385633166,0.0049707432790282785,-0.67146469328187,0.002337318814730355
40,RN041,-0.5135572693586786,0.0036205251495191855,0.39463200794947584,0.0012646773188661707,-0.5772255572404046,0.002275095274492022
41,RN042,-0.26319018818735807,0.0015867372744687738,0.4826908223615805,0.004120450240892263,-0.34201581695804895,0.0068240534666364336
42,RN043,-0.6307454385848962,0.008962401415258947,0.44513154577558406,0.0008318349533788614,-0.4835091343976503,0.005814920806455862
43,RN044,-0.32194669997504677,0.02226645125563086,0.6607437420347262,0.016472320015539638,-0.04837778612457333,0.007553838832091501
44,RN045,-0.06978578867324182,0.007687560882251865,0.47508230074442065,0.008910211305406673,-0.06904337959171086,0.00963423641052324
45,RN046,-0.483122120379131,0.01161072391044455,0.5886998186609902,0.0151980789310508,-0.3989447744375834,0.01481261246687089
46,RN047,0.3315806380966453,0.011190360551851367,0.7478026811342656,0.007387161084213993,0.11492778746221027,0.007346401789001365
47,RN048,0.07579644057132849,0.010915917135486512,0.6601947464325646,0.0009076523661668137,-0.11891895462345962,0.00801860494841849
48,RN049,-0.07864583213764154,0.00765272675707138,0.7116958980897321,0.005010312235606863,-0.31840402955466335,0.005654074546424816
49,RN050,-0.20634034038170046,0.007501331522870591,0.5288704309866942,0.007719102636601117,-0.2637518799688929,0.00860126904220408
50,RN051,-0.12551621360076792,0.011174373727362612,0.6705598789957014,0.008229879296049632,-0.08429010079043774,0.013912278310164247
51,RN052,-0.2812915694348405,0.014300077364026645,0.47581831446851375,0.012829596253631996,-0.2610045295071284,0.01053507325852723
52,RN053,-0.526221129764025,0.006006443275379462,0.5362767826149926,0.007561697743835125,-0.599006553696412,0.006872154445665362
53,RN054,0.22177202649425032,0.009246747208289779,0.5887311271869221,0.007905043999403288,0.0639974812711701,0.009029345397904212
54,RN055,-0.5164840429175065,0.005142672725834577,0.5668745896840127,0.006352255871154534,-0.5195216270059975,0.013386832586602027
55,RN056,-0.26456436341166034,0.005145273739987437,0.420422408139995,0.00908728520696087,-0.3108995256683886,0.016301228695598198
56,RN057,-0.5565574893965407,0.01104206267273231,0.5643036067146497,0.003803458678097146,-0.27529914876939315,0.006673921918620497
57,RN058,-0.20050957172389028,0.017712980194273493,0.5781095201268625,0.012325945093825797,-0.3015020132085613,0.010064800180251498
58,RN059,-0.05660950240001159,0.013873495488991226,0.6386504464418129,0.00421317541543023,0.002101496800228367,0.010271565990485572
59,RN060,0.23612441443978713,0.006345051345905182,0.752206948480271,0.0072217788523281385,0.21321059894327643,0.014253594607811592
60,RN061,-0.43658294709426837,0.007622147577811965,0.6007591726772054,0.0075090956499054015,-0.3829898546712814,0.006753575267227449
61,RN062,-0.13672430429719437,0.009667995963261788,0.6236424953142198,0.007694836299420675,-0.13835333692699167,0.0020368004770580034
62,RN063,-0.5833732315803329,0.01042476745351328,0.5020198755785815,0.01604332557917921,-0.6232663709157721,0.0038772756734890713
63,RN064,-0.38174439834111823,0.01228750149758263,0.6765926383869071,0.006783817090718185,-0.21939446236877616,0.010208142302836518
64,RN065,-0.18236656125592834,0.007983741552230071,0.3528402187352082,0.012211600769673916,-0.17447338586332065,0.011613177919650735
65,RN066,-0.048957858298776726,0.014517333434663921,0.6093218649065365,0.006185293820482141,0.14941951704278972,0.012705813915266775
66,RN067,-0.15072765397201165,0.0024533201036475412,0.5525830915420242,0.013641441571833942,-0.10761319420529299,0.01275497438948633
67,RN068,-0.17304675587926818,0.014290787083262693,0.4896440891204635,0.01087985259366738,-0.2703278507466114,0.0056674032305859936
68,RN069,-0.15610456928356867,0.006967138612731681,0.5857796919800061,0.008774264129424267,-0.0317957278574001,0.018152972586428524
69,RN070,-0.021682119921052765,0.014829391477418621,0.7329312073041395,0.003007707052875099,0.1875511292567518,0.01267278584083744
70,RN071,-0.020633509268588566,0.006754658265183089,0.6907542115126692,0.0018981948557363617,-0.052066736906283,0.003565174619464319
71,RN072,-0.15940280087944325,0.017482596069960023,0.6164303529882953,0.0037247609868132224,-0.30400210863035826,0.011726614661533444
72,RN073,0.15453085214531462,0.018822748744715623,0.7372138258486167,0.010203202861538892,0.42089499726202817,0.0059454728925134575
73,RN074,0.011810762748758433,0.013158526136558529,0.7365967360472543,0.0033776852576390412,0.20229277743859964,0.006433376883498686
74,RN075,-0.4145666655251056,0.005135748378180281,0.41292339697105834,0.006680113871006571,-0.3638674463931486,0.010665050669884102
75,RN076,0.2549964816823477,0.003630134167710885,0.7479102610007379,0.007092278320046581,0.1602728008988412,0.014688490526284924
76,RN077,-0.33976998472844566,0.004999272694173829,0.6779697995302176,0.005061625607505172,-0.3569835107947143,0.0043448275962662585
77,RN078,-0.3098421996605254,0.010285789574259116,0.44476742616615345,0.0034375807687462203,-0.23689960586504225,0.012008748547685575
78,RN079,0.29203690243602165,0.009711635743422247,0.7457515545262785,0.003368132833265832,0.1493983562584741,0.012340502968874355
79,RN080,-0.4100000300725612,0.01396606502351608,0.38430994984391864,0.027144375463265417,-0.28387156080346587,0.002955916111677652
80,RN081,-0.2687902073017396,0.014360175542479106,0.3135301956814429,0.013575733906667215,-0.05439275761002436,0.005942402081371729
81,RN082,-0.28768034241636564,0.0036673377893013262,0.57254580897567,0.012266089789178352,-0.1807253359002138,0.013622439299950282
82,RN083,0.09268256503896581,0.013380417394071425,0.7020217700215867,0.015512915348382528,-0.0222313659285312,0.014081064744371773
83,RN084,-0.40870041957590497,0.005003199918113895,0.41781186872312787,0.010788815875392077,-0.1483745455427942,0.017509365234906586
84,RN085,0.1819692945944074,0.0109913797476321,0.7539007520933622,0.0037598353607126585,0.2831705953809518,0.010840450423438975
85,RN086,0.050994756488786964,0.008960657875222586,0.6116184263923548,0.008775202741203884,-0.19715478109216347,0.0023072572061336237
86,RN087,-0.3366448288410675,0.009860193625069522,0.5934703352151963,0.005294172080053528,-0.5640907125817729,0.01163968949014638
87,RN088,-0.25772294916209576,0.0028311837357581104,0.7459815563286903,0.0044004955450663436,-0.014948041174007734,0.0026637485043562617
88,RN089,-0.29063863167570586,0.006021434719704126,0.6689483507053593,0.003817823200498424,-0.13755328007092393,0.01052988368027843
89,RN090,-0.19616972319233414,0.012374741347590241,0.40864602776622716,0.0061181700688607765,-0.10415219996418723,0.008265974825550483
90,RN091,0.09455447901169443,0.015645148007238492,0.7582406118940307,0.00511257072999986,0.1520772288039546,0.00625095420872071
91,RN092,-0.27424127160125494,0.006115922280588966,0.4651686684741616,0.007449576247804459,-0.3363311176538988,0.00519720525719916
92,RN093,-0.5328948730024333,0.004808120687919902,0.5383057760074993,0.012550967606369732,-0.42858451732276204,0.00759003276022761
93,RN094,-0.0904824500007399,0.0023859329926400655,0.55562473498675,0.007176880415094142,-0.19496121057257676,0.007815444685485205
94,RN095,-0.5323652037538862,0.023613626425854028,0.46288138352395863,0.01585875334046456,-0.5817562023614601,0.008989969187022115
95,RN096,-0.2828903113852026,0.006183103937937157,0.6513542211876202,0.01313465071173222,0.020356947664230435,0.002659295180347437
96,RN097,-0.4202826089553053,0.026114622806462626,0.1767145043052576,0.007896402458812119,-0.29273305960276613,0.00596287520828128
97,RN098,-0.2500693905246118,0.009899162513567341,0.5010666729318344,0.006449854551008535,-0.2515493982985036,0.0027599090336102323
98,RN099,-0.5533797935550059,0.0032211446399448363,0.4059433656024836,0.011455747970673004,-0.4662878772576837,0.0046678347746800216
99,RN100,-0.19053331507885818,0.015933378664350028,0.508536583548582,0.004212284386639474,-0.21621246392402624,0.013908348875208724
