,RN,Mono,Std
0,RN001,0.6451,0.005367494760127857
1,RN002,0.7253666666666667,0.006046762219017161
2,RN003,0.6334,0.005802585630561603
3,RN004,0.6759333333333333,0.002608320021265284
4,RN005,0.6430333333333333,0.006789207121110192
5,RN006,0.6977,0.003843175770115127
6,RN007,0.4944333333333333,0.0023797758998135377
7,RN008,0.766,0.006993568473962345
8,RN009,0.6436,0.004703190406521939
9,RN010,0.6960333333333333,0.006786997372427172
10,RN011,0.5948333333333333,0.007072010558061502
11,RN012,0.7120666666666667,0.005231953108862247
12,RN013,0.6043333333333333,0.007651361534611559
13,RN014,0.7346666666666667,0.004500370355130045
14,RN015,0.5946333333333333,0.006159816014568401
15,RN016,0.6291,0.0019313207915827967
16,RN017,0.4800333333333333,0.005445487428443236
17,RN018,0.5885666666666667,0.0036198526673517158
18,RN019,0.8602,0.003004995840263344
19,RN020,0.5562666666666667,0.0045785732857881985
20,RN021,0.5779333333333333,0.003253203549323856
21,RN022,0.5649333333333333,0.003572580766523457
22,RN023,0.6593333333333333,0.002730079363925769
23,RN024,0.6443,0.0019924858845171275
24,RN025,0.7579666666666667,0.004793050524804984
25,RN026,0.7184333333333333,0.00195021366350801
26,RN027,0.6680333333333333,0.005573448962117922
27,RN028,0.6723666666666667,0.0032316146634976967
28,RN029,0.4978333333333333,0.004899319680663156
29,RN030,0.5673333333333334,0.003970306453327417
30,RN031,0.7303,0.001905255888325765
31,RN032,0.7567,0.0029597297173897482
32,RN033,0.8134,0.0021166010488516728
33,RN034,0.7847,0.0033060550509633082
34,RN035,0.6858666666666667,0.002289832599412746
35,RN036,0.7572,0.0072380936716790285
36,RN037,0.5657333333333333,0.005350077881053072
37,RN038,0.7845333333333333,0.004400378771575617
38,RN039,0.7504,0.004603259714593562
39,RN040,0.7111666666666667,0.004186088070422472
40,RN041,0.7630666666666667,0.0015275252316519466
41,RN042,0.5101666666666667,0.004630694692304096
42,RN043,0.8076333333333333,0.006370504951205464
43,RN044,0.7752333333333333,0.0018339392937971894
44,RN045,0.6366666666666667,0.0022188585654190156
45,RN046,0.6267666666666667,0.003035347316755256
46,RN047,0.7116666666666667,0.0035529330606322057
47,RN048,0.7013,0.006934695379034323
48,RN049,0.6381666666666667,0.004647938611183814
49,RN050,0.8232333333333334,0.005953430383680768
50,RN051,0.7801666666666667,0.00302709982216202
51,RN052,0.7022,0.0049
52,RN053,0.6202,0.007158212067269312
53,RN054,0.7289333333333333,0.0022188585654190156
54,RN055,0.7587666666666667,0.006470188044665575
55,RN056,0.4762,0.0036864617182333524
56,RN057,0.5505666666666666,0.004215843134336634
57,RN058,0.5997,0.0013856406460551018
58,RN059,0.6429,0.0007937253933193772
59,RN060,0.6525,0.006974238309665078
60,RN061,0.6645333333333333,0.0023245071162148185
61,RN062,0.7087666666666667,0.004534681172181053
62,RN063,0.5271,0.0025514701644346145
63,RN064,0.6854333333333333,0.003690979996333404
64,RN065,0.6956333333333333,0.0030615900008546756
65,RN066,0.6847,0.007313685801290619
66,RN067,0.6801,0.0065
67,RN068,0.8606666666666666,0.0038279672586548253
68,RN069,0.7909666666666667,0.00930877722009359
69,RN070,0.6015666666666667,0.0024214320831552
70,RN071,0.5866666666666667,0.0041198705481281005
71,RN072,0.5652333333333333,0.0058790588816011475
72,RN073,0.5814333333333334,0.006092892033618627
73,RN074,0.7220333333333333,0.0016502525059315417
74,RN075,0.6289333333333333,0.0023115651263447747
75,RN076,0.5824,0.006157921727336261
76,RN077,0.7448666666666667,0.005379900866496829
77,RN078,0.7154,0.006701492371106604
78,RN079,0.7231,0.0011135528725660043
79,RN080,0.5809333333333333,0.004135617648348713
80,RN081,0.6032666666666667,0.0051588112325741614
81,RN082,0.6025666666666667,0.001011599393699568
82,RN083,0.613,0.006894200461257273
83,RN084,0.6670666666666667,0.008300200800783877
84,RN085,0.8035,0.001997498435543818
85,RN086,0.7550666666666667,0.002281081614790083
86,RN087,0.6548666666666667,0.006660580555276945
87,RN088,0.7192333333333333,0.003426854728950927
88,RN089,0.6657666666666667,0.005755287424041768
89,RN090,0.6840333333333333,0.0023072349974229615
90,RN091,0.6553666666666667,0.00202072594216369
91,RN092,0.5133333333333333,0.007947536305883312
92,RN093,0.7640666666666667,0.0013012814197295424
93,RN094,0.6111666666666667,0.001823001188516709
94,RN095,0.7836,0.0026229754097208003
95,RN096,0.6437,0.005117616632769595
96,RN097,0.578,0.0034655446902326914
97,RN098,0.7551666666666667,0.006750061728112813
98,RN099,0.7798,0.006894200461257273
99,RN100,0.8157666666666668,0.0009609023536933049
