,RN,BC A,STD A,BC B,STD B,BC C,STD C
0,RN001,0.3751562408594043,0.008379609157573551,0.45649052724408284,0.0055800670538621805,0.27738858100292285,0.007406410797992375
1,RN002,0.4008772442758281,0.004864942702514312,0.4885753002159658,0.007420532933076395,0.41194289267544765,0.004476752550176664
2,RN003,0.5370141421544723,0.0028965830204264378,0.44717800416422065,0.006294105250084796,0.3248647738529707,0.0030445925987470485
3,RN004,0.4184716090850758,0.004407214698475032,0.4216610994120087,0.00402378313045685,0.3581449676444155,0.00509848196724119
4,RN005,0.48508466746463236,0.005730935933384766,0.3400456018841312,0.0006847256439954309,0.371138185103792,0.005194793301110859
5,RN006,0.4989266003660963,0.0012738424220235015,0.44271720268251497,0.0014274711342193787,0.3673937019672217,0.002459841093477009
6,RN007,0.502691707055411,0.0033988127003285696,0.48539912433414906,0.0050247148772642825,0.40621241322440954,0.002945214070586644
7,RN008,0.4081192614739806,0.006049158783168995,0.3381908520951533,0.007262144298483602,0.47296397039764093,0.0053794886260802
8,RN009,0.4317453688671124,0.0037096554329364077,0.3838676204344264,0.004514914844859235,0.33073150136433976,0.0027024423831411588
9,RN010,0.4265148475436469,0.004164337261618841,0.4037685950604161,0.004156545546505916,0.3803027844247497,0.0068722369683574735
10,RN011,0.3711011903074391,0.007079739427769477,0.35557131572992845,0.0003085202712004917,0.38578044813411133,0.007197143357181387
11,RN012,0.5697632928466531,0.007669874008770887,0.48872929592918773,0.004114831896950585,0.33901535673681765,0.0034831750309629443
12,RN013,0.5136447351167082,0.006963247665283694,0.2872860453855848,0.007984423390863178,0.37920068469839413,0.00027157337768570383
13,RN014,0.35202857433762436,0.004541315323262724,0.36848304656141523,0.0029718945332916596,0.3386643466398045,0.0075742765398503125
14,RN015,0.4922498821247279,0.003333457089855789,0.4781529826689532,0.00931632205590713,0.36789172649635066,0.002979548515780253
15,RN016,0.4074605228542294,0.0022008199628492007,0.4024446159182222,0.006235691902314577,0.399378544905486,0.003922884262076581
16,RN017,0.4159416328203378,0.003764362292111433,0.5043941800228993,0.006254271643098794,0.3780967286420485,0.0037103296056960793
17,RN018,0.5445258169084221,0.001203349270701958,0.5124040346340425,0.0022351380264791585,0.4434878486183366,0.007818302452824761
18,RN019,0.3408626066295115,0.004415537339391404,0.4564927984164586,0.005205126528817654,0.3638302316079891,0.0028901313117014643
19,RN020,0.4902410252963308,0.007058659110519017,0.3507950147190872,0.0012657658083753945,0.3362759559521101,0.0015714672040736065
20,RN021,0.429014574997533,0.0010654288212397509,0.4370007397419189,0.0033168128045492416,0.3699764794597768,0.002616234472845835
21,RN022,0.46166918833331977,0.0034769016461053417,0.3750379854887294,0.00177936854282236,0.5010941481172314,0.009613744105919421
22,RN023,0.431046677498734,0.0006103459385229223,0.41180189200438794,0.01529096204934514,0.47908498086120677,0.002268763632316254
23,RN024,0.4373985538637562,0.0019016621954389297,0.3316120200018005,0.001392497133746226,0.5169658901228137,0.007456903307076004
24,RN025,0.36081251146841503,0.00645621422104111,0.4603972663643289,0.002642524213112421,0.46652712152959347,0.006227546682809499
25,RN026,0.5055045203311084,0.001443618712269283,0.2997993576668885,0.005330711349079635,0.42588391484503396,0.0017132686175954598
26,RN027,0.380456934161476,0.006691969232145901,0.4985508269679417,0.0018226964545398903,0.378681245426114,0.0028173224553557233
27,RN028,0.4160894870683745,0.0020752365868241646,0.487285317384917,0.00013352325137238892,0.34952366920655636,0.0012029095861304752
28,RN029,0.4759023423565074,0.003851910596006797,0.506988032625912,0.0020119535138441993,0.36201921151278604,0.0024186912684898906
29,RN030,0.320429589598237,0.0014565311562047254,0.38769016116015514,0.005177314431348223,0.3823898973558131,0.0025218673116207007
30,RN031,0.37288270388835193,0.0055672849478138045,0.2874534492088418,0.0048134650180769204,0.4239473713438893,0.005244626296364221
31,RN032,0.3867461447676024,0.004169486902870088,0.3516387135616852,0.00156112078865757,0.40257063053091097,0.0021262708792932294
32,RN033,0.35024082550267305,0.009171099678624619,0.5624464635667566,0.0062074033835465585,0.44782542484886895,0.002306498031814447
33,RN034,0.3667125902671508,0.006426033266360046,0.4849403202004224,0.0023853088002920926,0.5850811943708076,0.003807315453082698
34,RN035,0.46534350772779365,0.006727835944524511,0.39993327612496654,0.007756518326872587,0.4203948514995719,0.006263986911987844
