,RN,CC AB,STD AB,CC AC,STD AC,CC BC,STD BC
0,RN001,-0.10337143954938006,0.01868083314166527,-0.23212570516460582,0.018980198845525577,-0.6913026201848154,0.0025307037478679963
1,RN002,-0.45329128786352313,0.00850034347949039,-0.016785410956956265,0.008459970390920675,-0.43396830382145185,0.0026655597346859714
2,RN003,-0.48441927096174847,0.009697802502443181,-0.0482276564314359,0.010223741749755134,-0.24699420844457678,0.008501837105829479
3,RN004,-0.6277724640942384,0.006997098423841756,0.026576334838144634,0.016263286603737884,-0.313549361660357,0.013020667843836712
4,RN005,-0.29371471433472723,0.011372530160699904,-0.39475733436171434,0.01707157118273376,-0.3451914400164564,0.008091662836361715
5,RN006,-0.16714610790642107,0.008279873739341574,-0.45555688540155187,0.004931378506530184,0.038188462745407235,0.018798635835575426
6,RN007,0.22985722350053928,0.004737619612882758,-0.5553451102233825,0.002885349423011734,-0.773807151428583,0.0007703940771379888
7,RN008,-0.5711498772466937,0.007866834545065707,0.03176198983635447,0.01318677172038097,-0.6439219545961614,0.003779416153913298
8,RN009,-0.27235614676395625,0.013424904191011727,-0.4761846615979816,0.002275010225648049,-0.3216856264916104,0.011926993876329544
9,RN010,-0.20728355198948137,0.009438901324491726,-0.18971892676076552,0.008576605949579739,-0.6263385700396111,0.002396879357518155
10,RN011,0.11697217249949014,0.010233179164657326,-0.5818830752909804,0.006809044407055641,-0.6159181696080157,0.00457707566749157
11,RN012,-0.49084815203534754,0.005413858283487914,-0.0592569007123239,0.019281915468338823,-0.5514599406245522,0.0061430634695802365
12,RN013,-0.5202136856138231,0.005601774597540141,-0.29728966978177396,0.006061987862999066,0.0115952409241737,0.003655728667455812
13,RN014,-0.5524497587166436,0.00891311742060726,-0.29088044672528074,0.010635276996983927,-0.3955726219375259,0.01169713562466844
14,RN015,0.040680304163723625,0.00852645951994916,-0.6920467263475901,0.002825316636707477,-0.4412539453302742,0.005186125210997536
15,RN016,-0.4959925339352811,0.004962747826050126,-0.09176648675750876,0.009757886244188328,-0.48741518644556986,0.009434395642640587
16,RN017,-0.23275158507106128,0.0035001696531354056,-0.4349800472354479,0.0038758536112729323,-0.45100351372768904,0.012266056436867291
17,RN018,-0.010529036540157065,0.005802539221309047,-0.5029873140676965,0.003910467562897664,-0.5994112054548165,0.003112761108357724
18,RN019,0.047153001053976434,0.0031304160076222652,-0.5453072647812504,0.008201369652610306,-0.5627051264979466,0.0020904711238277367
19,RN020,-0.22843226241350015,0.008811241473119529,-0.577361389439342,0.008002260355538734,-0.1450953852572848,0.002068043890247074
20,RN021,-0.41235196516228717,0.007931687059189492,-0.3959208230683087,0.0007540717043607322,-0.07606283761753839,0.0020617057653019772
21,RN022,-0.683720698239625,0.0034360163765889324,-0.4500598896168373,0.01353988119973423,0.2155234964823758,0.008870848206776609
22,RN023,-0.7007163570437042,0.001170586000886236,0.006356690619502767,0.006271583407351276,-0.4491635495620819,0.005832301521563922
23,RN024,-0.5252661916202076,0.0046306398262536035,-0.5345765758574191,0.007234535180172616,0.21990819962393926,0.012296107751572194
24,RN025,-0.6390967567874316,0.003455321858946698,0.0354774133941067,0.006548164125517363,-0.36310614723939083,0.008159963692901976
25,RN026,0.1784497132877224,0.008072969039525885,-0.5351138513964501,0.006687770017936234,-0.7371372554313785,0.0008730698212083573
26,RN027,-0.6299106637273765,0.005629350784770733,-0.6003363807478224,0.007460970371281425,0.08144408740782094,0.011611903889223877
27,RN028,-0.2515164396522181,0.013858271816116189,-0.20042090980899532,0.006561542700921215,-0.7146593903630168,0.003122876677276173
28,RN029,-0.2871172058193207,0.008071166153248798,0.1084230487778546,0.0035400797367536796,-0.6873875269706259,0.0023148589025189653
29,RN030,-0.6376667996559598,0.006002921681786924,0.1436145318594594,0.012100866343427122,-0.6655965800893,0.0008341096178604213
30,RN031,-0.6356751272038264,0.0053344942129194385,-0.510029665434916,0.006569408418856262,0.11296744874942799,0.006542570953112798
31,RN032,-0.7334922021275313,0.007465475540137192,-0.6217399854981934,0.008044198164934327,0.3367342600048378,0.0036376649555497067
32,RN033,-0.46359597430308064,0.010642300356183366,0.14777506149491706,0.01019189726970623,-0.7358060811308614,0.0042515085077518945
33,RN034,-0.21690468598759868,0.009712940001119118,-0.35329390928724663,0.005229184813497745,-0.1324972958186667,0.004376656729249067
34,RN035,0.040712728047811134,0.0032967327823331376,-0.603795300320531,0.005340478919160532,-0.19443879764017166,0.002538785595196931
35,RN036,-0.5425084552080149,0.0038236163081687515,-0.41748892014287975,0.006276833055938946,-0.1979301936016384,0.009911911009659734
36,RN037,-0.23126903478540226,0.014673379158530443,-0.2631953871981451,0.005253038565007825,-0.3333358895810375,0.004589646923178109
37,RN038,-0.31509112683875834,0.007392626121870816,-0.21123141850104551,0.010390694262650267,-0.6710519907841249,0.00332782106236127
38,RN039,-0.3152129254460217,0.008148933347104374,0.06120322936185587,0.00879693070490378,-0.7358464191802355,0.0043357514444398015
39,RN040,-0.4373174785717064,0.003875886683173281,-0.4052486483194149,0.003972959763117523,-0.21015361190007534,0.0044638832535142245
40,RN041,0.09243753247337105,0.0028150639920122874,-0.6217918095051242,0.00527884509882539,-0.5444517665078914,0.008921155851099344
41,RN042,-0.5739642319494775,0.0022706110115518147,-0.7493611078531365,0.0034829598277951908,0.2978657785740561,0.007002614026170253
42,RN043,-0.6233794020368979,0.0033479858803639093,-0.7248689640153555,0.005433347026859603,0.20300452325418808,0.007814459834966333
