,RN,CC AB,STD AB,CC AC,STD AC,CC BC,STD BC
0,RN001,-0.1481898372830712,0.005006738449579985,-0.39805257210389255,0.010067243536467272,-0.41151699584727686,0.007946438755296797
1,RN002,-0.39495587163013024,0.007637879595447711,-0.4730350912255706,0.010755767273925257,-0.0751521278182115,0.017996799001151812
2,RN003,-0.1497769213904806,0.015126025145984531,-0.3849043408394111,0.010587112813689886,-0.47845092068040573,0.012536795306694598
3,RN004,-0.4858099083504012,0.0063207862546059606,-0.46279491253657595,0.010054271977253478,-0.24674034772911582,0.005582070830136495
4,RN005,-0.5623137263976726,0.008385469942213368,-0.04903112377251273,0.006214283834115429,-0.41193286167292875,0.01148010507468642
5,RN006,-0.4822383756657844,0.008863441305419651,-0.44120925616728773,0.010292490586206359,-0.2542271702567857,0.012136013052301971
6,RN007,-0.41210172319697386,0.007093270962066561,-0.5977638136511891,0.005081880349722305,-0.1572971103812388,0.007020799192690257
7,RN008,-0.6190271936388173,0.006064042756248726,-0.19375295702645756,0.003032132014484872,-0.38883285572927706,0.003033104524659999
8,RN009,-0.49920260817843015,0.021429264807796528,-0.1666910992395071,0.015478839256721454,-0.16945679296744934,0.0031673153347464623
9,RN010,-0.491052786818681,0.004473989760353445,-0.40822697396590124,0.0025495820457487246,-0.09496546343030755,0.004140500258364366
10,RN011,-0.34650843246908997,0.006013466132268568,-0.18407303059609137,0.007301186780639816,-0.4318023775430155,0.002812563299703349
11,RN012,-0.6749641385430015,0.00693869503257958,-0.2641151295136093,0.010076854653016791,-0.16559361937226838,0.007522317112904043
12,RN013,-0.14831590346830578,0.0037655209946724985,-0.642017062814548,0.0017102036782712937,-0.38702550146918574,0.0021900265714387655
13,RN014,-0.2086131919587476,0.007728072897557553,-0.09182713391337867,0.006094968301474238,-0.6299150740595304,0.0030489258913517204
14,RN015,-0.27571099703207014,0.0048412683611462675,-0.4427425857981304,0.004795809673099365,-0.4565878692613499,0.007906592871935608
15,RN016,-0.44545378620477205,0.005515278616144716,-0.15002921251677045,0.0018159605593506632,-0.6405808169229075,0.0026692280704691874
16,RN017,-0.3797661481584657,0.0096792468123093,-0.6324530347112115,0.0031291103085846184,-0.06424715473331162,0.01030363596734591
17,RN018,0.14866232256877676,0.01373312065450801,-0.6658757772984587,0.007550077876892303,-0.36284133578234473,0.001758158201552344
18,RN019,-0.49719523206902166,0.0034568713558285336,-0.3685997453376735,0.009319900801531568,-0.33164836752509164,0.00816270464243565
19,RN020,-0.20996482063386923,0.006565536973446625,-0.0410009977345542,0.01090479378274654,-0.40411740631966525,0.006375383872495769
20,RN021,-0.3082761144989053,0.007943771248916709,-0.22187799234826677,0.0009610502617334741,-0.6040807342883098,0.007618413857148037
21,RN022,-0.18674209428327782,0.012582227529776162,-0.2869716694044571,0.01710876204940669,-0.6552235498679295,0.001838751636457674
22,RN023,-0.19574703356347242,0.007156951220515084,-0.628211043098331,0.0049275803535490355,-0.3901273775732588,0.0073743516439291395
23,RN024,-0.14556517398084104,0.002064043776837161,-0.4926995825734321,0.0010215912521196252,-0.39753663845612314,0.0046487017515799665
24,RN025,0.17939293254799038,0.007030352062267004,-0.5662704299509286,0.006945437665624962,-0.4868067533528339,0.010492189896421086
25,RN026,-0.33717827452731325,0.008275031196029658,-0.20671157805407528,0.0031660267384228382,-0.5724292882066722,0.006973151728909675
26,RN027,-0.5423016040237044,0.005195559527872075,-0.2902996504338086,0.012189044814658306,-0.27583328912118504,0.007580805868626313
27,RN028,-0.30893114985445175,0.01576129588800952,-0.2660842645504465,0.01237702711729946,-0.383873069122751,0.007680809618127888
28,RN029,-0.47330298177124774,0.0022108108955327895,-0.29870131942416184,0.004780115439214965,-0.3320412740180165,0.003948745038667232
29,RN030,-0.30020771349901093,0.007401207711171359,-0.30020310564464364,0.009525990506900133,-0.47265587621967087,0.0039625949509833145
30,RN031,-0.4353184538189539,0.012474938537053106,-0.04905563480878076,0.010745207377176305,-0.5509394204574307,0.007808516840733936
31,RN032,-0.11204417825769471,0.007571179887696105,-0.5216920841317266,0.011546986606225924,-0.40109954003463794,0.007916046833211005
32,RN033,-0.5474128483972545,0.0032296685574165394,-0.6013149154226155,0.009151751911243457,0.10003266743276551,0.00381651408959742
33,RN034,-0.31471928052313886,0.005912467175607256,-0.29413036201671416,0.011144830413558212,-0.4919992674876184,0.0048283251374160755
34,RN035,-0.33878125475481163,0.007492472486682304,-0.5635899066498052,0.009390264890327545,-0.20742002454957187,0.011423532833335689
35,RN036,-0.43382821760332524,0.008130193090094252,-0.08008626700971021,0.005141835328250027,-0.48611657918844164,0.004241360110170919
36,RN037,-0.5047671078018995,0.011922466647231756,-0.5071277694955967,0.007499350182999156,-0.1771170306805049,0.012471272020158006
37,RN038,-0.2463940074449087,0.002950616180540711,-0.17198639624168907,0.013678689371616617,-0.687057863438565,0.0036898632747310433
38,RN039,-0.6157482728928253,0.0055114645045492815,-0.4940393835231354,0.002751696148732546,0.06928714154998562,0.005825432656047323
39,RN040,-0.6393613507847397,0.006507917019329229,-0.524346594603578,0.012804088819156213,0.20688202064783953,0.024915977339132468
40,RN041,-0.4501994163845513,0.006630202754141963,-0.5382550532627824,0.010735287247831788,-0.09472228858134217,0.008744534683633492
41,RN042,-0.5717689130907565,0.005356032202939694,-0.5589665128193098,0.0036045065333157817,0.1264262875332024,0.003131535600900856
42,RN043,-0.0786324147658464,0.01409535487262274,-0.40499917145721814,0.015492089601943556,-0.6426337253997282,0.0006944305911540289
43,RN044,-0.13280617572503328,0.012855737369859958,-0.2578626738291915,0.015227931204707714,-0.5776176300110655,0.0017902219882040319
44,RN045,-0.6108317722057611,0.0041634943531098515,-0.3680192436524206,0.006974887305705175,-0.0962309788943978,0.0020846946182064125
45,RN046,-0.6209270392308893,0.0021161339961044906,0.017489978447782367,0.006141050572661233,-0.32231082834262953,0.005261185370461453
46,RN047,-0.49670377522012954,0.0051660103854793155,-0.502372656222507,0.004253618798156528,-0.09355554261527306,0.008031645667604642
47,RN048,-0.4616455601540184,0.004363954490616238,-0.12206121465887264,0.01244159324319158,-0.4575082302107161,0.010986548066461967
48,RN049,-0.34991196473662695,0.00707352461251429,-0.33874128506381096,0.009935143680956767,0.0030999839760329335,0.010767781783557627
49,RN050,-0.488151899002721,0.0028506142454312842,0.029981830982687602,0.0058667683427727334,-0.6107026449847247,0.002421668472331668
50,RN051,-0.3207367940181555,0.011636649121587827,-0.42088098197521995,0.00319076119124316,-0.20206741938940828,0.017751261467127084
51,RN052,-0.20356851069698187,0.004102069169215119,-0.5687991770997967,0.005002474128838679,-0.35633103400806637,0.013684087468797838
52,RN053,-0.29385706533058104,0.005355504783585911,0.26073174486796796,0.0048358175103223825,-0.44093586680168556,0.004711204584929232
53,RN054,-0.27474383376676154,0.007320071155767808,-0.4457337201788736,0.007425781844728729,-0.38333433004863443,0.006348609341999368
54,RN055,-0.19144606413035545,0.0067815256567767,-0.5304792169482132,0.005006174767002578,-0.3896962018661867,0.0015523115341893557
55,RN056,-0.35189267852573064,0.02245130371157584,-0.40808755638289856,0.009556342543621064,-0.42367199348806334,0.01897514748730941
