,RN,CC AB,STD AB,CC AC,STD AC,CC BC,STD BC
0,RN001,0.13267446071543812,0.007379705447420484,-0.6700478990060041,0.00891309257224832,-0.4537664626183811,0.0047838619863485145
1,RN002,-0.6796207628662417,0.004968663745993012,-0.6355689761711344,0.002496357111707952,0.20948385872438016,0.003982349117693047
2,RN003,-0.3951159856901005,0.009583187697224237,-0.051141421207072525,0.012971028137259793,-0.72224955916151,0.0013404985076741096
3,RN004,-0.17126356680710186,0.012558120177150129,-0.5687338741273847,0.009730717171227312,-0.3429938827339276,0.017518546646144786
4,RN005,-0.20519479899197512,0.0071157858693676425,-0.3624038299386773,0.008552467166089778,-0.33655165093113015,0.016001318770568044
5,RN006,-0.536884949881836,0.0020809475309017814,0.011165966225639333,0.004503314676629595,-0.2874701851668135,0.014223725884361976
6,RN007,-0.4324170454752528,0.003952273918649912,-0.341490475499666,0.0029212980417216944,-0.14680579897917975,0.005283412145693723
7,RN008,-0.2545363976974167,0.004788604888480434,-0.4101526827966115,0.005423836686406758,-0.25228299026769657,0.004887135426751651
8,RN009,-0.30307996773556284,0.01012477923430491,-0.3391642537970511,0.004578538912730216,-0.37815241941516703,0.005412822443730722
9,RN010,-0.2695071791487911,0.007374635068669458,-0.6715731001129591,0.004805654161591948,-0.18832794967144073,0.007372488316598763
10,RN011,0.20731659602218178,0.003148360359326094,-0.17427223520789928,0.013387461385572516,0.0372074956097652,0.004121269276505976
11,RN012,-0.005847487699720567,0.011721593165061559,-0.48831230856215474,0.007275356426527403,-0.5730082375504549,0.006126713945573281
12,RN013,-0.5882100835937781,0.007090055149424025,-0.21171290867334944,0.006950870021759979,-0.27186314914666937,0.00838337528241164
13,RN014,-0.043248898561219634,0.006877203056414908,-0.18376623012122242,0.003344456475785955,-0.2936581180753595,0.008723188703415449
14,RN015,-0.5194764587345934,0.010476657688657536,-0.4954045491748728,0.007477258377269158,0.0407887980874707,0.004747710520140814
15,RN016,-0.37228739648459924,0.0037833731448362615,-0.6960567947556369,0.003101648371271065,-0.04184900404680197,0.0025493218733568337
16,RN017,-0.7685892237243234,0.0050891580420312915,-0.3772723996367276,0.0018904685816273671,0.19330905652830024,0.009317625068573894
17,RN018,-0.567361294423593,0.0035051147220811034,-0.7084709034704965,0.00032209494585745164,0.1388466833822428,0.003821945833030149
18,RN019,-0.15770558701313916,0.003884535038421826,-0.10305568162419591,0.0070358219293843345,-0.7886274990616823,0.004276538201272663
19,RN020,-0.4432440444707139,0.0075813136366030195,-0.4832159100346696,0.0012069457696781657,-0.07533528615313347,0.005683054648688027
20,RN021,-0.48773046648792334,0.01051773691434154,-0.11790077599281094,0.007294377333089205,-0.44214269685084734,0.008604975342949265
21,RN022,-0.35075516705848914,0.008653907399501759,0.06441477985019617,0.009699981815927449,-0.5602611130229926,0.0076957305212912545
22,RN023,-0.0005472873816141668,0.008672046606404325,-0.4987143819479262,0.001134759122708023,-0.6808687107269363,0.003563976955848228
23,RN024,-0.21950886488055588,0.007359910358763958,-0.14976069917840865,0.012503227612465426,-0.42900065853701475,0.00951627780295839
24,RN025,0.0239195634259705,0.008228591106834254,-0.48726629129409393,0.005664944877009835,-0.33605752752383217,0.00217351933771649
25,RN026,-0.537522100103082,0.0021505973217191927,0.16856530558587424,0.007838733294454012,-0.5636668586588515,0.00729115351775539
26,RN027,-0.43912025103800684,0.007398992142509604,-0.4183691961651259,0.004968708157545005,0.06381412513297073,0.007960775626683972
27,RN028,-0.35032726605882214,0.004421116177131739,-0.5215140362708476,0.006623780598983784,-0.2101901299292718,0.002777592128004693
28,RN029,0.0509158941251897,0.003219985548279021,-0.42475111077935,0.006022565205506295,-0.49157302075574877,0.0064012597150765295
29,RN030,-0.250051474969774,0.007895817788828103,-0.14086326019474307,0.011961048682100406,-0.5169575617795263,0.003792359880600231
30,RN031,-0.3342759220818265,0.005058932981629878,-0.008488308394414267,0.009960763051983026,-0.40533608554842676,0.011530761384723722
31,RN032,-0.25639936139872826,0.0022381517230635624,-0.5644187100051891,0.0035445222357311464,-0.37174323048951025,0.002213170948613493
32,RN033,-0.4164666985831049,0.009524030338203444,-0.32809854640803726,0.00782190796611327,-0.15036891866520327,0.003979737300985553
33,RN034,-0.5419787233121425,0.003582911644591796,-0.37104655070738146,0.014210111706339722,-0.22498394940209718,0.01568212791739893
34,RN035,-0.6272893120271057,0.001874411619274542,-0.6132203678066054,0.0028338682598861337,0.4015425508210077,0.0058805403965620584
35,RN036,-0.030622343356992366,0.004235685140687255,-0.6395783500034735,0.0029197755012024943,-0.5830891895534692,0.004320956159388782
36,RN037,-0.6037925564408565,0.004697675514767191,-0.46904985656269765,0.004447751197443493,-0.009447656611834067,0.0039096753005172
37,RN038,-0.15835944907262842,0.01068913954925675,-0.2406416242701539,0.006687929064335469,-0.40550152370955433,0.0023686496457730175
38,RN039,-0.5076560290890381,0.005575438104855915,-0.17317652692807164,0.002797127131368095,-0.24830782553638744,0.0089114340537931
39,RN040,-0.30886780297062294,0.001129453844502439,-0.6161036061704409,0.0038614299971480104,-0.09603580426401877,0.008394760085621244
40,RN041,-0.47385646626348543,0.0026486101310590846,-0.5430394068737142,0.0024489913918055712,-0.11842564268863463,0.007805616619215235
41,RN042,-0.4727952289536408,0.001285983848672633,-0.07859906166814389,0.006863477012780584,-0.36451753736619735,0.008733605430931417
42,RN043,-0.34191362646698775,0.0042336852848736594,-0.10722740936603532,0.012498049546295397,-0.705557572290275,0.00599297041403451
43,RN044,-0.273715273958878,0.005567835012495368,-0.6136955090939381,0.006224694897596518,-0.27136535078605994,0.008946473964242162
44,RN045,0.11379858029844953,0.007360496016988276,-0.35927130788176803,0.005124850717511731,-0.4462820685393614,0.005761362550596146
45,RN046,-0.33077965166483353,0.010787846049560918,-0.24521844976213758,0.004775323073344787,-0.18448905660859616,0.011123178497778101
46,RN047,-0.2526087288206691,0.008050604147957436,-0.16861964415854924,0.01249277763782789,-0.5639603301780042,0.008416472446569592
47,RN048,0.09841656190938534,0.009531166980231815,-0.42933979608046396,0.002917356469699028,-0.5549282800650555,0.0033900678559871823
48,RN049,-0.6338994623119688,0.0040348708239569785,-0.28694240420024064,0.009111524800541278,-0.19375258144781013,0.007792151384608065
49,RN050,-0.35938566482896395,0.0008070184428589294,-0.16639141308781688,0.003954844636015964,-0.6575698355165963,0.005612089349208191
50,RN051,-0.013958111681738201,0.009545201030453096,-0.49008929172831617,0.009781217338629406,-0.26250754980421215,0.010782966083111568
51,RN052,-0.4494399908343869,0.0029395307834863336,-0.08898977919123778,0.001787209076136839,-0.55026626095741,0.004308846854666
52,RN053,-0.5838811646193419,0.004280494137854892,-0.41700479676435237,0.00507832793668748,-0.2897490083792924,0.0031549920873002206
53,RN054,-0.6562937632017997,0.006727579095315393,-0.4777399617932853,0.01958805287475031,0.35347128332629535,0.009433804236481247
54,RN055,0.2492070972770252,0.01322064680605445,-0.6774412056460442,0.007685797740232594,-0.5127015713901008,0.006242985043558659
55,RN056,-0.18523371841946756,0.004788346448210246,-0.03207544877497293,0.0032422371708980126,-0.2869789130704689,0.01113717560166004
56,RN057,-0.6464853879316553,0.004594888264633907,-0.7685502642413063,0.0020074230296799962,0.3395007141499913,0.009668765488194751
57,RN058,-0.18388549286345626,0.01366313005530425,-0.375242723815407,0.00857904720913639,-0.4782141515272744,0.007012881536547358
58,RN059,0.20548866145684652,0.019651186890945117,-0.43665290205491286,0.006388304253278005,-0.6321504550333182,0.010222297667184459
59,RN060,0.10060364424470723,0.008804213751222862,-0.6681497928918262,0.0016551782403701654,-0.5818162233675347,0.0038385803900266315
60,RN061,-0.37462986539701654,0.011708523189849905,-0.32974936308898767,0.016489364534079582,-0.46036058134249186,0.0018547160020555271
61,RN062,-0.2860866951915633,0.003002355378824533,-0.3250829989127686,0.005751893717762565,-0.465690834455923,0.005231880511170001
62,RN063,-0.506437350146486,0.007198908953555995,-0.6647551781904211,0.0013092281454194247,0.13842761970767342,0.005954983141666569
63,RN064,-0.35146970189486376,0.011454751559031678,-0.5793493112225704,0.006395354855872079,-0.2662970879160729,0.0066580846483791966
64,RN065,0.45213373909341037,0.0012868897256784243,-0.8341222347537071,0.00015505028459782713,-0.5755331127237638,0.0023788533243140736
65,RN066,-0.7423845633289584,0.0008857571644145878,0.019203122052013,0.012733956291516422,-0.21294000163127244,0.008748417469433969
66,RN067,-0.5784287758108314,0.009118381795332718,-0.6973856336528498,0.00176859658618471,0.18664200311175574,0.011277814416688629
67,RN068,-0.6523437958588643,0.00688030509461153,0.11831913832894159,0.012339327443597118,-0.19634570726214487,0.008504468929427089
68,RN069,-0.4906095516165117,0.007280402230190521,0.08016711994985005,0.011346861344881843,-0.42072592321952335,0.002120797751253702
69,RN070,-0.4738008802516697,0.005619100641004372,-0.5153615289023813,0.004154046786876398,-0.1577878848857932,0.011924532602923468
70,RN071,-0.48621868393276113,0.004285216364274832,-0.5210139578434917,0.0019591637917554055,-0.23060985628374028,0.0024787581259552776
71,RN072,-0.20778060501362372,0.007554615027149146,-0.5987624541227126,0.001624424012021224,-0.26609291923637435,0.0055671816776116595
72,RN073,0.550285323793275,0.0016927367105085218,-0.754661976718522,0.003892463345416318,-0.7585011975958004,0.0020334563751358233
73,RN074,-0.15068853687177738,0.010827530051336303,-0.41253559832605496,0.013679692267546307,-0.4744275187352041,0.004046443972307143
74,RN075,-0.18786556651589978,0.002056371131703846,-0.16140604667699607,0.01037935834360679,-0.14493712356042843,0.01781015787664637
75,RN076,-0.3567278814382271,0.009414304454315042,-0.038539491669201766,0.009327620981916975,-0.3092684688806726,0.011541832296715616
76,RN077,0.4373937224602238,0.0035440279494327177,-0.7112681313892404,0.007459357411542118,-0.6071222231329493,0.002250344602435132
77,RN078,-0.04653835795316583,0.012994629366941068,-0.6779946852005755,0.002957910034240916,-0.067940174471857,0.0042356494040150525
78,RN079,-0.5442902447126577,0.013144932944688135,-0.43284675571507886,0.008789230116472448,0.023348351234053433,0.007134249528240215
79,RN080,-0.27020241132921435,0.015878366068651343,-0.3031668695901839,0.005660750812731676,-0.25360240702501663,0.008817593815432031
80,RN081,0.17942011517364612,0.007712771674722928,-0.713473728176734,0.0027284986245439133,-0.5964075119783769,0.005496880577252202
81,RN082,-0.22714294763180246,0.011298253953636333,-0.37166932037656625,0.00862762733392834,-0.38900386458074293,0.0048920667112470635
82,RN083,-0.45234384160460167,0.00852858176898549,-0.5865442979063252,0.0020166281690430004,-0.11901172796892473,0.00878048329944407
83,RN084,-0.5492422490227803,0.012906838210598704,-0.36322845462354353,0.0035573247205531867,-0.03565606244609917,0.007394934359513222
84,RN085,-0.0544105217580449,0.012273294689791058,-0.4340395237760348,0.008926593776137607,-0.7087837915104652,0.0064043416542671075
85,RN086,-0.5032885491990617,0.007550416279976763,-0.10587036142905117,0.007767618453955316,-0.5440391459142829,0.011461285225205344
86,RN087,-0.3650886545871879,0.005739579241136604,-0.19644946073279132,0.0030971337971117587,-0.39919349647616825,0.006744040903572632
87,RN088,0.24475251012476,0.0002737081074253786,-0.5076911515795225,0.01055538514871637,-0.6187555943365691,0.0019330979757539732
88,RN089,-0.37022065599449405,0.0040122828046566935,-0.19710260530362667,0.0065426000336587155,-0.3924312583512921,0.007721238981525361
89,RN090,-0.6179613814207526,0.0017312942614206841,-0.656244251007326,0.002185948571376091,0.2905400630732826,0.006886886977220364
90,RN091,-0.06445305435834893,0.0016958278908870226,-0.598941647543254,0.007703576666399496,-0.2679044837158093,0.0040882319501521595
91,RN092,-0.6352532181744616,0.0058239636834981935,-0.3765215293743605,0.0025633221711534237,-0.12434546300898562,0.005445902427932388
92,RN093,0.12010427545108303,0.009384394403389732,-0.44676200456439225,0.01047545724839205,-0.3459997724834905,0.005697665964851642
93,RN094,-0.5662781179216264,0.007004508977566629,0.10263569533026294,0.013597099359488253,-0.577217039637012,0.0036580013915932584
94,RN095,-0.671280678521876,0.0036519691275680327,-0.3141141805964099,0.013411322623560557,-0.16657065516714845,0.013868025393994078
95,RN096,-0.2091059703381191,0.008848520587201012,-0.24113997636020532,0.004848960167962924,-0.5216839401641468,0.010369156290874107
96,RN097,-0.24816871852389455,0.007692773279103455,-0.015442569130053633,0.010530679610250476,-0.4436730417405734,0.004401841613075834
97,RN098,-0.6156160617621386,0.007657996581040482,-0.17872124078844823,0.003609768478628328,-0.2464702198604686,0.010288472612236496
98,RN099,-0.41191900895141637,0.00747351358893629,-0.30588818367960524,0.014230626840533363,-0.27903758193241956,0.016827814689469634
99,RN100,-0.6808562201262417,0.007850418967337534,0.2541319742150678,0.01637696834960934,-0.6268460304133842,0.01165693185496301
