RN,ConPr
RN001,0.5036064725210424
RN002,0.5300762605722686
RN003,0.4791626626496637
RN004,0.523888169816205
RN005,0.4545689046796291
RN006,0.4834238773053305
RN007,0.46036726635372804
RN008,0.47486479842674534
RN009,0.48248849111436876
RN010,0.46105732336770844
RN011,0.5087621282380766
RN012,0.45821469816552335
RN013,0.5271241418043028
RN014,0.5190437471247151
RN015,0.45650873506449685
RN016,0.4951858976048062
RN017,0.5055383607521743
RN018,0.5373127813735393
RN019,0.47393367688589977
RN020,0.5064295282954805
RN021,0.5443428510319752
RN022,0.44466287789957937
RN023,0.46953256863352966
RN024,0.43801420067716673
RN025,0.47478890229191795
RN026,0.41376229224289823
RN027,0.46505842442517903
RN028,0.48320968928373886
RN029,0.4375283903699865
RN030,0.52143041373974
RN031,0.5225720329631882
RN032,0.49702564939988103
RN033,0.49187885157406963
RN034,0.5260285501995621
RN035,0.4486679813762442
RN036,0.47547615499666096
RN037,0.4613117400473872
RN038,0.41663942464857795
RN039,0.4790048363810036
RN040,0.4982913389689171
RN041,0.44217359479138574
RN042,0.5513425653183047
RN043,0.47010274025832727
RN044,0.4649250633671586
RN045,0.5298014034711167
RN046,0.48405959802938486
RN047,0.4853725150345335
RN048,0.46993731918997106
RN049,0.5012984648664857
RN050,0.5143453836789851
RN051,0.49841385839326346
RN052,0.44240353697749196
RN053,0.5197870395093493
RN054,0.4837890522101048
RN055,0.476932520865481
RN056,0.47681991034486365
RN057,0.44709419050552907
RN058,0.48779689545539556
RN059,0.5295047509858078
RN060,0.4727211955232571
RN061,0.5628309853810838
RN062,0.47274450940116924
RN063,0.46440765533042816
RN064,0.46939064866432506
RN065,0.5217819967515026
RN066,0.4714296212312085
RN067,0.44879268130269534
RN068,0.5416819459723751
RN069,0.48818780388323113
RN070,0.3713356881622956
RN071,0.49282406971710363
RN072,0.5490521569832975
RN073,0.5185539606592238
RN074,0.4476408307024891
RN075,0.481088618311297
RN076,0.4512120140381424
RN077,0.4400340232492203
RN078,0.5970900481885038
RN079,0.4402106804497722
RN080,0.5245308656731441
RN081,0.44915474366654123
RN082,0.5113300334276164
RN083,0.5699744764599157
RN084,0.43369716741573683
RN085,0.4957706585205522
RN086,0.5217858227883875
RN087,0.4454348434004474
RN088,0.5372149990578481
RN089,0.5332303874258927
RN090,0.48352041974623516
RN091,0.488379194705399
RN092,0.4757251079496772
RN093,0.47114798159921434
RN094,0.459912858508113
RN095,0.5160802477747705
RN096,0.48388734722796245
RN097,0.4225907700341115
RN098,0.5032784018883595
RN099,0.4650567809503188
RN100,0.456389886544728
