,RN,BC A,STD A,BC B,STD B,BC C,STD C
0,RN001,0.47788539266699154,0.0037665693270655496,0.524997320637851,0.0014969629785934174,0.5983321951801122,0.0018454652425679194
1,RN002,0.4257285879049259,0.005764057956286636,0.46872164348751494,0.0020574685498859686,0.3864663145714726,0.004448853849795792
2,RN003,0.46092096328971294,0.0027375998763956347,0.4070961224790155,0.007377533725337562,0.42962341132535414,0.008747394397765172
3,RN004,0.5764987168718726,0.010191813304473387,0.2862055414562577,0.0028123883538177996,0.4630425888510232,0.0029579359075768206
4,RN005,0.37163032355724557,0.002944420791238028,0.5045612026111655,0.004894305112064334,0.3764673043287213,0.007238075538122844
5,RN006,0.3936802310289185,0.002486389802918069,0.4932221795502749,0.0062475090597176215,0.4458035098843296,0.004365118324926963
6,RN007,0.41113964900421346,0.004310021387180477,0.4681019718082686,0.003822753644289045,0.44267103884883047,0.0068635372480990225
7,RN008,0.45180324401449806,0.001607667001296089,0.4847942481987553,0.003734410577753187,0.40395680390751537,0.0087800083605819
8,RN009,0.47517701633935444,0.0008924557874741872,0.4106265291383804,0.0022008181296384087,0.34543207296899636,0.0043339091282249805
9,RN010,0.4516066138025916,0.009112641465129254,0.3705743296753294,0.00805667301831161,0.5536315669313846,0.00498668530859453
10,RN011,0.4866775733093613,0.003813323804059501,0.40789589005127985,0.002449511692014714,0.3238888177462506,0.005058071116388838
11,RN012,0.43055479329168506,0.01585674513951525,0.3050894570331653,0.0026202768961712756,0.480914300755568,0.007054225920136339
12,RN013,0.3605841537403746,0.008324459470698663,0.35037919795431366,0.006686179500548758,0.42388676189670865,0.003609761166088551
13,RN014,0.40600829077689404,0.00902811640034969,0.45713304227465673,0.00617499035827097,0.4787474956303726,0.003413314174527167
14,RN015,0.29943515266146353,0.01226862684518539,0.45553974406678494,0.002190256694625321,0.4218455198920184,0.005584882033817012
15,RN016,0.3756379506742791,0.006527782412373809,0.3459754131498097,0.0038525436716086263,0.4117883276444914,0.004436189560879142
16,RN017,0.5265808069931801,0.00048512317455954353,0.4064792087124351,0.005644967231083623,0.325521516165954,0.006465974441566371
17,RN018,0.43795060768792665,0.0008307618929543043,0.4293347448509522,0.006672017443602091,0.5123280856833855,0.0020983410430617244
18,RN019,0.556828350458252,0.0031892342050531246,0.5545447579217925,0.009667379024187609,0.4480082305078077,0.0012077516260626106
19,RN020,0.3607026692793763,0.0069853018128876836,0.49880913372854957,0.004130563515072524,0.48955841687945384,0.004073769386416409
20,RN021,0.36186952171281445,0.004498405173749362,0.45513729571074535,0.0021040706642269347,0.44115112891821023,0.0055341015451805965
21,RN022,0.5112362383103378,0.00403640207163743,0.5529222649528014,0.0021523524398273947,0.4479102741740318,0.0008773544917515993
22,RN023,0.4487752576347765,0.010224092777442236,0.4862943694791586,0.009322602156810338,0.3858491368136652,0.005279364007052895
23,RN024,0.4129299579838182,0.00359104958287154,0.49977742744983944,0.00202935902997923,0.47837068488855977,0.002033759413165706
24,RN025,0.32517705379478135,0.012418019019248142,0.43593286986965635,0.003802447557301714,0.3744333036720957,0.005934002765035257
25,RN026,0.44625976028406206,0.006331755171572251,0.41434716106800745,0.012421767233804554,0.5033673778250377,0.0015568655465873873
26,RN027,0.42600073611835904,0.005345969523691722,0.3908102629193009,0.00870196045966749,0.45158059828898245,0.004649382096220573
27,RN028,0.3424147685272185,0.008239738105403923,0.4611098275816578,0.0033731230451149244,0.4611177543279595,0.0010696867301888107
28,RN029,0.3886363038063238,0.005524803973581054,0.4666640858645827,0.003687840560376952,0.4595796939149655,0.008206450994733421
29,RN030,0.4973331180659902,0.005960617935933731,0.3795021576284661,0.004010234989528506,0.4499654065068159,0.005608841039200293
30,RN031,0.5070115749839538,0.0025354729417005214,0.4920275855687635,0.005036587125732007,0.40580482526914147,0.0008346790650370668
31,RN032,0.47013139034296564,0.005433354391398675,0.419717497048862,0.0066901205520401375,0.4527766758789713,0.005086433653478611
32,RN033,0.49726556209626405,0.0025191853932725436,0.5399237971528954,0.0001868192021650914,0.4715939786074677,0.0068939319551883285
33,RN034,0.3524798012533868,0.0036156603397412596,0.446925112303631,0.004870439322724926,0.385063007551758,0.0005013342043564862
34,RN035,0.3634392452269881,0.003412090948423917,0.5345403677095267,0.004251628302064021,0.4650479564484488,0.0018947958625345938
35,RN036,0.430552715449334,0.00730685711835996,0.4385647170528695,0.006231356043645723,0.3838423496721439,0.004074206086662372
36,RN037,0.4286711248240975,0.0033557889577417264,0.43043063367824325,0.0051800505979419246,0.43684880661338066,0.007338988455040011
37,RN038,0.3674266534341677,0.002306263787521839,0.3505685425701371,0.0007438858219857047,0.49246320251431985,0.012909202673986061
38,RN039,0.4319424761860662,0.00425708512965254,0.40636071350410347,0.0006822302143615807,0.37228417038835393,0.00927744626827491
39,RN040,0.5365450913421613,0.004060317226089136,0.34121206571304796,0.005606163289174801,0.4232749493428875,0.003900818355277247
40,RN041,0.4656907733742925,0.011586540314140208,0.3274106940273241,0.0019434645114066397,0.5517331730364368,0.0033797820425869613
41,RN042,0.38656939545927943,0.0050260860008052265,0.4643820569744969,0.005686936831612454,0.3748020441635293,0.007061038489314325
42,RN043,0.38204199694779595,0.006069302731085041,0.41745281437718035,0.004019696505712391,0.5278394273729292,0.0031515871034200056
43,RN044,0.43147954254266585,0.007503903892462767,0.5256455549036593,0.005556484370548054,0.409094886071093,0.005820207035940767
44,RN045,0.36728106896877394,0.0057454775466068714,0.4920109623166868,0.004202264314638882,0.5242369508721332,0.004120038363429919
45,RN046,0.4463130039493471,0.005719650927008055,0.41668113272942536,0.006459963265302631,0.4701309594790146,0.0006848796361261232
46,RN047,0.43942633768064615,0.014525719152451553,0.3867796200242881,0.00545029948426913,0.5208466337306937,0.00386535471329868
47,RN048,0.3969466726132623,0.0018016216046900348,0.3694621570193602,0.0031323142123769613,0.45595838032030933,0.00540800813413315
48,RN049,0.44242339501186384,0.002679086084840581,0.32622909633729785,0.007268351362467309,0.4364151435048831,0.0012480852772164082
49,RN050,0.37214330229078496,0.0028267133067189014,0.4508361897718305,0.005510044060034554,0.53389140044359,0.004640368823673252
