RN,ConPr
RN001,0.49406883873451996
RN002,0.49153690576707837
RN003,0.5364920309294618
RN004,0.6019035345135363
RN005,0.4805759712014399
RN006,0.5430148300629019
RN007,0.5072655124692858
RN008,0.5855445600304058
RN009,0.4698070577526373
RN010,0.4887421894305786
RN011,0.44281320959284287
RN012,0.514610193270603
RN013,0.4870391476052904
RN014,0.49179956079941145
RN015,0.5131129954118153
RN016,0.5227728255709689
RN017,0.5448723228995057
RN018,0.4950144503329859
RN019,0.5644322050316902
RN020,0.43122679053919155
RN021,0.5659818980733842
RN022,0.496199782844734
RN023,0.5376639987597139
RN024,0.5062030571353154
RN025,0.45241210852307423
RN026,0.5333928812404815
RN027,0.5536478849118
RN028,0.4914347484818023
RN029,0.5192704444926105
RN030,0.5170625948934873
RN031,0.503377714639786
RN032,0.4896310243877275
RN033,0.5083405763187805
RN034,0.5409163422883032
RN035,0.5546933880343673
RN036,0.4672598939091184
RN037,0.5968754421368521
RN038,0.5375117091032956
RN039,0.45291818324501676
RN040,0.5015114088339963
RN041,0.5337248158842423
RN042,0.4556731921693967
RN043,0.5589083333333333
RN044,0.4833127751243723
RN045,0.537097324279912
RN046,0.488624803841938
RN047,0.5058078141499472
RN048,0.4465820738092682
RN049,0.500572283852791
RN050,0.48678831921771887
RN051,0.5257921097854072
RN052,0.5426506458229392
RN053,0.4087732163970247
RN054,0.5392386403052376
RN055,0.5316462727546858
RN056,0.5286834537899021
RN057,0.6016924181179404
RN058,0.47956885243729547
RN059,0.480518178228743
RN060,0.49898505657769715
RN061,0.5387525417316877
RN062,0.4986348166209489
RN063,0.5336429060366678
RN064,0.4832080933306044
RN065,0.4913381753330293
RN066,0.4232207337136508
RN067,0.47647478038280294
RN068,0.516839700351248
RN069,0.47727032595488406
RN070,0.5154798263944703
RN071,0.5353818538462962
RN072,0.4233188950331415
RN073,0.4532950703370169
RN074,0.5636400345756595
RN075,0.5128892527030253
RN076,0.6441635287789134
RN077,0.4773405878840157
RN078,0.5228289787319114
RN079,0.5533702125175152
RN080,0.5172384761102926
RN081,0.48984468339307047
RN082,0.49663223617510366
RN083,0.48482916376352425
RN084,0.5568647677655156
RN085,0.46710169661680556
RN086,0.423628832790232
RN087,0.5139598577443486
RN088,0.5060388367788687
RN089,0.4883675435990697
RN090,0.49332924298003994
RN091,0.41055258922050386
RN092,0.49648629887944995
RN093,0.49041822234861343
RN094,0.5103336606721189
RN095,0.4674631280443956
RN096,0.5101401680427456
RN097,0.4966785803442586
RN098,0.475339076075834
RN099,0.4651396889476819
RN100,0.554810298102981
