RN,ConPr
RN001,0.5113048721100109
RN002,0.589403369879424
RN003,0.56295710614746
RN004,0.6008275480430627
RN005,0.5298549509296505
RN006,0.5255585379332123
RN007,0.4899294117647059
RN008,0.5031784577194971
RN009,0.6109676948880625
RN010,0.49182487245964707
RN011,0.49964573963403364
RN012,0.5051857233675415
RN013,0.5662602268444791
RN014,0.6057700415587545
RN015,0.5372356566597256
RN016,0.5591866174716342
RN017,0.6531201134879822
RN018,0.5168825776449095
RN019,0.5140543828336108
RN020,0.6654192826505875
RN021,0.5684423265536611
RN022,0.5462756334922291
RN023,0.5050531579610875
RN024,0.5717371906260273
RN025,0.5884364485339559
RN026,0.6721180892639335
RN027,0.5261916672622026
RN028,0.5645506098384265
RN029,0.4991754027840247
RN030,0.510329066612629
RN031,0.5450891607946885
RN032,0.5593366025676346
RN033,0.6062541485360278
RN034,0.6208947880441468
RN035,0.5165413456705271
RN036,0.49525911513162674
RN037,0.584878526045289
RN038,0.48892061400297726
RN039,0.5413039668166151
RN040,0.5268399103604874
RN041,0.49564919421830866
RN042,0.473241885625966
RN043,0.5328731768801392
RN044,0.5808952370838422
RN045,0.5107182456572625
RN046,0.5356763769312419
RN047,0.4639842919441973
RN048,0.5511219352826743
RN049,0.6167841816629833
RN050,0.5719412249648417
RN051,0.5534437263375273
RN052,0.5084267164710068
RN053,0.4593213157011953
RN054,0.4910660704260797
RN055,0.5501238415293557
RN056,0.6296690075823285
RN057,0.4629339598016184
RN058,0.5384682285155188
RN059,0.513417269471527
RN060,0.5024283114764385
RN061,0.5076149340275723
RN062,0.5523519006031229
RN063,0.5875166395503624
RN064,0.5910590376521443
RN065,0.5373865747596865
RN066,0.640816190444437
RN067,0.5554055656393371
RN068,0.5370051092281491
RN069,0.44650800069320085
RN070,0.615069856600435
RN071,0.5604997891993407
RN072,0.5856420382422276
RN073,0.5245459090151642
RN074,0.4715653276216287
RN075,0.4923511980866714
RN076,0.5258959750045947
RN077,0.5025062213258795
RN078,0.4909658581712006
RN079,0.5619897020963589
RN080,0.49295395640658857
RN081,0.4547111416781293
RN082,0.48147751892369006
RN083,0.6258116786407882
RN084,0.58851440049346
RN085,0.4910633992805755
RN086,0.5786973259002717
RN087,0.4560394412489729
RN088,0.4944209904347603
RN089,0.5517950575974254
RN090,0.5119240785939269
RN091,0.527044105308992
RN092,0.512993196611068
RN093,0.5524453229611681
RN094,0.50280282719961
RN095,0.572335058159057
RN096,0.5503303801931103
RN097,0.4912866015971606
RN098,0.5881266840408145
RN099,0.5948407078474713
RN100,0.48755491804018153
