,RN,BC A,STD A,BC B,STD B,BC C,STD C
0,RN001,0.4698661925091932,0.003277432150080457,0.4817251393275999,0.008609354479898327,0.4164804917113518,0.0058903802014395185
1,RN002,0.43103137965290084,0.002547807941095562,0.47650199250732134,0.0045941585052199025,0.3859870195855751,0.00374184497095364
2,RN003,0.4155644629198103,0.00542649165323698,0.44920664468113447,0.002296291391178782,0.38555442751295305,0.0030513181399356285
3,RN004,0.4638977113865392,0.0028425904148843407,0.4253186551879848,0.0035772817380992847,0.40025883242207533,0.0018092442113369022
4,RN005,0.43910172680524173,0.00224299608129176,0.3285889301081021,0.00446877180002984,0.42205511268600376,0.003918375220032631
5,RN006,0.4544684504073553,0.005518944848935203,0.3656233897831649,0.0003991509749504101,0.39636469628148796,0.002466993470120105
6,RN007,0.31726997442263655,0.001967635943377456,0.38773917902987104,0.00767905152086156,0.5632581416789089,0.004081879735186372
7,RN008,0.47002986860718093,0.0020346351184111285,0.4999649827771057,0.0025104285852370406,0.3821844561552688,0.0032352822177450866
8,RN009,0.3047449596361963,0.004268972474431087,0.4014610331376469,0.003507714656432245,0.39773434491169796,0.006454261138398762
9,RN010,0.34047913434416754,0.005177584959702402,0.35069300614828425,0.014877792447474213,0.3924350653098411,0.003139732609785426
10,RN011,0.464511857168226,0.0036842128232259276,0.4363651905688038,0.0038216208835007417,0.4260891219816872,0.0015541074126625564
11,RN012,0.4717700769773531,0.006102773641476795,0.46048492964446147,0.006817155223270012,0.40969220718821386,0.0021217575866171686
12,RN013,0.32623914424892947,0.0014495656169881343,0.4065637991888264,0.004473301319995229,0.46744915260534636,0.0013719615658208052
13,RN014,0.3998559238183795,0.007329128438544668,0.47284541472219216,0.00230009503639236,0.34580866739135563,0.008478176371487796
14,RN015,0.35299188594488046,0.009934898803111786,0.3705355856822084,0.00301317872728158,0.448549465558798,0.0036841454778113567
15,RN016,0.4887702836883261,0.007172487987735291,0.3735160770832661,0.002737776126430419,0.4661387793513092,0.0030033561992740218
16,RN017,0.381397758489193,0.006029288411626949,0.36174894857368683,0.0071444730029637535,0.25901492751793326,0.006869625268253558
17,RN018,0.34921194141152223,0.0036642907169310663,0.37110149252871566,0.007981460278540922,0.38028059512461126,0.0027694032249913564
18,RN019,0.48401948384789534,0.005080113013157373,0.37636032695613425,0.0055856050725856645,0.4688100237154993,0.004166766549825247
19,RN020,0.31779938021999926,0.004906428508885,0.44762667000786593,0.003826201529175019,0.4331224219513295,0.00229899398191052
20,RN021,0.40556966546178286,0.0034588921735211743,0.3639372677089392,0.0025032533527556767,0.36734082350376923,0.00362552206354576
21,RN022,0.46501406341972656,0.006583973698459397,0.5316864348978318,0.003972786695718783,0.3381098459307783,0.004478004983343593
22,RN023,0.5408222561084812,0.010386775511500046,0.5402609623690362,0.003238511529208156,0.605771898652058,0.003446136150632435
23,RN024,0.3769888135725828,0.001184658771543362,0.35546328654069054,0.003822321205396019,0.4388278586855108,0.0059706177063367305
24,RN025,0.4295084152750737,0.0036590376107706684,0.5533263226156356,0.0038242940291249167,0.38988174996633207,0.004752759547756425
25,RN026,0.34333773236852955,0.004672714860228442,0.5896382863275206,0.004334884088039387,0.46108729952402,0.007538520527167475
26,RN027,0.39922313006168925,0.0011991090110283847,0.3350963606453424,0.003632848516947179,0.4808594526799938,0.007153189885782329
27,RN028,0.3836889680001308,0.002586740284891391,0.3170955668889823,0.00481385712316208,0.40729797317690747,0.004079660525990851
28,RN029,0.5435780026167439,0.008475140111581663,0.3725768558131099,0.005808338365380319,0.5696889101711268,0.0023827455641535302
29,RN030,0.37604628456244216,0.004929133384938368,0.3964641688346953,0.0008627448750254736,0.5223391027158276,0.0036395654619977777
30,RN031,0.3486434968894499,0.005262503281289207,0.36719896543300923,0.0031954148363031714,0.38743887394346155,0.0049876339065247025
31,RN032,0.41936771830019803,0.0058627384563784725,0.5337017959359994,0.002646181651745866,0.401524364418891,0.006573663949887187
32,RN033,0.41111707294885563,0.009805106267108833,0.5007232474372115,0.003317941344875132,0.6307957725580562,0.0019338111212227622
33,RN034,0.49858855316037093,0.005495670494803398,0.4056313030708445,0.00253461155067065,0.33661895669863656,0.0008877341325491504
34,RN035,0.4949082415886896,0.0011322659136080923,0.3708078575064069,0.012427350352449988,0.3965796111438478,0.00044927208992187357
35,RN036,0.49454747707190866,0.0035566585288424957,0.46744588166346296,0.006185386576200865,0.30880113690582683,0.0064315367895250095
36,RN037,0.409712408806628,0.00494212666514534,0.38420829336755774,0.004797284960581941,0.3574450825096762,0.0012278489096660546
37,RN038,0.3244201491825447,0.002345903684711511,0.6001429454411197,0.006225893565442834,0.4547908928540882,0.005361560506333272
38,RN039,0.38952857597624546,0.002292432108015089,0.35638285060710334,0.006570176536732958,0.43029141954410416,0.0012820431534205782
39,RN040,0.4310420278152763,0.005411404598465078,0.3320031302362436,0.002452765595360505,0.5051019701657865,0.002642355790861399
40,RN041,0.43612476738866635,0.004262913296158815,0.357343999598726,0.007544967649828583,0.30695868979821367,0.0017559226500148933
41,RN042,0.2997600536003268,0.0027587001189799286,0.33693277825006057,0.005245828902980612,0.34582924127660836,0.004639062141695866
