,RN,BC A,STD A,BC B,STD B,BC C,STD C
0,RN001,0.4061212906814986,0.0007961397568979374,0.4381306625598458,0.006894995698123611,0.45885349212716336,0.010806488462128646
1,RN002,0.3315626088274843,0.0054437914487767665,0.4427573781107612,0.0014880445014557571,0.3810039028273673,0.007958174622017812
2,RN003,0.4786017474872089,0.0014208710626249252,0.40569389640689074,0.003623844376051147,0.5005603781209991,0.004034037101218656
3,RN004,0.5515172314126611,0.0015128485079336487,0.4577145535774154,0.002723854998953864,0.48279907087506974,0.004410863951221131
4,RN005,0.4194446746471093,0.008074966243852148,0.4057169733149783,0.003313537603363813,0.415675625824985,0.005014639146388955
5,RN006,0.39990950195891645,0.00429623120363706,0.447247260227126,0.007730298992674702,0.37908266819565223,0.009510455850732328
6,RN007,0.47847939204647627,0.0023449645300606748,0.45949968901086785,0.004417126787093532,0.5380062586909576,0.004906697082805385
7,RN008,0.3901145601378769,0.008016584953599873,0.40680063373031733,0.004062436535733759,0.3550178152842735,0.0027990872193569788
8,RN009,0.46572955235461905,0.0026458549412496815,0.4361202412646888,0.00507680811761858,0.46218085270717485,0.0034795596605558467
9,RN010,0.42434617436755134,0.004192802180521167,0.41379335606471673,0.0040752083283111225,0.42364009446331136,0.002199315362664606
10,RN011,0.3525525559161937,0.00663009312733984,0.4829795988437864,0.008895822021456723,0.4934985828375269,0.005903865822460448
11,RN012,0.4287462559961474,0.007489475492941684,0.44937063205585887,0.015554566001633538,0.4209107783348347,0.012116043988603607
12,RN013,0.43376448869359896,0.003420813881396805,0.4186692033647718,0.004538948264944831,0.41719338544604107,0.001827844100042226
13,RN014,0.3572682033774159,0.0032371756004116624,0.43450600734746797,0.0025484048038564525,0.46957427859831785,0.007752143265257912
14,RN015,0.4028190800125408,0.0062211401209391354,0.43202005261278614,0.0022637785150118224,0.44716225789398734,0.0026003877418661107
15,RN016,0.35101003768163247,0.0028893085288403757,0.48582892858261034,0.0059401901713488645,0.39731307160157847,0.003805322807006404
16,RN017,0.4127133568314276,0.005087336659111459,0.43964342238866205,0.0027341335783558135,0.4262947339690431,0.0031500194828689297
17,RN018,0.5076077265219343,0.003483082122292339,0.4752417146417329,0.004085308209706656,0.47867725406499306,0.006914955682298181
18,RN019,0.38710968596750156,0.0016863232256232642,0.4161457015385917,0.006333168047455168,0.4208032477562524,0.0021926730176878542
19,RN020,0.4439418289287837,0.004075747431168996,0.3820582155663314,0.0007790813444562472,0.4164903868900744,0.0039146805374988885
20,RN021,0.3646448110003238,0.005519357342802231,0.4776755296607203,0.0032180463852427964,0.360874187812349,0.010343843528372022
21,RN022,0.506795746064275,0.005549433672278269,0.47286123124573626,0.0053252596051722185,0.4370163072488605,0.0021415227569726294
22,RN023,0.45932764024729617,0.0010945389154954387,0.45549490483056393,0.003837795784403914,0.32437092019674657,0.0032536900803011074
23,RN024,0.46791933948186565,0.00039394620574146293,0.36843784422120945,0.0060546836796169096,0.4099760897540083,0.0014224749470905336
24,RN025,0.47127982837661775,0.0016112675010261379,0.43590843335766644,0.0018804639466117247,0.436586967208463,0.010698256562947853
25,RN026,0.4395899775136061,0.0052814216823034435,0.47138638022549834,0.007063076001239626,0.4340515376100671,0.0024386668866657746
26,RN027,0.4814866684015963,0.01064148622131724,0.4214446839740765,0.001167668843411058,0.5104182216849384,0.009047290013205304
27,RN028,0.4103355888333386,0.0032268248544833657,0.5127312613555421,0.003642886194988228,0.38578303296387256,0.002344225456694943
28,RN029,0.4636778046092513,0.009277062701372081,0.44536883276367883,0.00451136679668572,0.36755348299166196,0.005871786018128035
29,RN030,0.35241241940470475,0.011387809128380178,0.40671416838083924,0.005992355988629937,0.398459496650115,0.0037840044291829003
30,RN031,0.4977840365703727,0.0046202493387771555,0.4813344347431449,0.0024537798401164123,0.4349333271127485,0.0031008701372920045
31,RN032,0.5134205105611335,0.0009038770102056646,0.40447188407094276,0.0037712826660223054,0.4892024601872304,0.00823443991387233
32,RN033,0.42052061470304275,0.006847862576450372,0.45497266231234046,0.0009094556553639395,0.4435541107982302,0.004204082147274665
33,RN034,0.42823906755318525,0.011308101942152322,0.3715792406956471,0.012573478711351206,0.3488657181745058,0.009490024008671211
34,RN035,0.3652348538516214,0.0033306462509529447,0.41248068838474206,0.004671302035214911,0.4277262945606594,0.0002864643145561695
35,RN036,0.38850203171580405,0.0016783536552682575,0.44391068367795666,0.010123481792687761,0.443489883198017,0.005562483831209039
36,RN037,0.43179532959594386,0.0030639037340597602,0.39122424296653086,0.006591142500420548,0.41751353867830393,0.005697315845673056
37,RN038,0.40774461801214623,0.007616537869871909,0.5205221445396564,0.0028170999153171294,0.4201035138750944,0.008727749896743665
38,RN039,0.4095432896884608,0.002152334030007881,0.3999505513532373,0.004893023941575563,0.43630321557700585,0.008775857766822536
39,RN040,0.42985315243443245,0.0036506429614956365,0.4188292564746639,0.0028555770555192383,0.4028507587510055,0.007281522728110002
40,RN041,0.37976845942931137,0.003426573035408449,0.38168233606701296,0.008581961473628752,0.46967512601683586,0.0013433151647296011
41,RN042,0.4013338779871845,0.0031624164135709808,0.3568277975856331,0.0013951227264298524,0.5184388947667218,0.0014750700771177707
