RN,ConPr
RN001,0.5199748430969195
RN002,0.537385815161673
RN003,0.546076347167021
RN004,0.5037726879334934
RN005,0.5614251816336016
RN006,0.5063736138104493
RN007,0.566695789414351
RN008,0.47085418048104166
RN009,0.5051738440715461
RN010,0.523463664052702
RN011,0.5355787990461739
RN012,0.6594035301278149
RN013,0.4961849025853767
RN014,0.4982969942570171
RN015,0.5931202282070643
RN016,0.5370330405507477
RN017,0.54027943379498
RN018,0.597279784224722
RN019,0.4579995019993262
RN020,0.5799099685739362
RN021,0.5831491835614813
RN022,0.5417076218242399
RN023,0.48460476465677776
RN024,0.5428776370227101
RN025,0.5645559484886902
RN026,0.640540668871971
RN027,0.5478994292435807
RN028,0.5785888311854844
RN029,0.6340312004642823
RN030,0.4936233158757446
RN031,0.5650148733947616
RN032,0.5299866662884053
RN033,0.5513724519951068
RN034,0.5606323315352342
RN035,0.5482490031836306
RN036,0.5674084023194844
RN037,0.564714606027436
RN038,0.5319666894318257
RN039,0.5548680328522446
RN040,0.5941378538806775
RN041,0.5168092087569254
RN042,0.5578202158807849
RN043,0.4940768127971025
RN044,0.5665570966621235
RN045,0.5026763085534234
RN046,0.44802112527743126
RN047,0.5869318631459548
RN048,0.48658337103678695
RN049,0.6335018278647832
RN050,0.4738018784179206
RN051,0.5593145986759896
RN052,0.6037467842994902
RN053,0.6211813507324029
RN054,0.635897615954496
RN055,0.5893546137754707
RN056,0.5669572602602853
RN057,0.6551237071125894
RN058,0.6277455750925692
RN059,0.5080278949075576
RN060,0.5661665077532996
RN061,0.5493051154702077
RN062,0.5715747225938459
RN063,0.5704417263451422
RN064,0.622771129148708
RN065,0.4941149669678791
RN066,0.4746769722525711
RN067,0.46732638323288267
RN068,0.560337838833778
RN069,0.4817381128356738
RN070,0.5261492266482329
RN071,0.5527162199502625
RN072,0.5070292314706926
RN073,0.5274663184460656
RN074,0.6059745940160998
RN075,0.5236581419772359
RN076,0.6167544672000486
RN077,0.5561852090670105
RN078,0.5441753684366437
RN079,0.4620337274310329
RN080,0.5034832980325108
RN081,0.4789218225942792
RN082,0.5156132700816203
RN083,0.5254496689042777
RN084,0.6231412802756002
RN085,0.5205426195137529
RN086,0.5822382478632478
RN087,0.49763300760043433
RN088,0.5589475250471183
RN089,0.5336744439896303
RN090,0.6266668928777442
RN091,0.5813109500514659
RN092,0.5544401469359196
RN093,0.5986045247228683
RN094,0.4748582597037587
RN095,0.5582004350657448
RN096,0.5875403828535609
RN097,0.5033508790970262
RN098,0.5873336543769601
RN099,0.6249561154770585
RN100,0.5618542967940559
