,RN,BC A,STD A,BC B,STD B,BC C,STD C
0,RN001,0.3680273457212308,0.0071403092935873646,0.4838889167745523,0.0030657598526846073,0.4410379006425707,0.0032998926675329135
1,RN002,0.4542954562556001,0.01171859896086477,0.47201807560604303,0.0071038544706171144,0.39040451542946125,0.004285382844598052
2,RN003,0.43195864133351747,0.0016825333484051222,0.4472220859348304,0.004135154402183355,0.33985010302176616,0.005395558857306018
3,RN004,0.47442471001510106,0.0025242043138440124,0.38435514460121656,0.006526176574872266,0.4491258105310572,0.0019718922897169655
4,RN005,0.3844271267356329,0.0028724505261444673,0.3840947811280521,0.006320885657599349,0.4824514693487319,0.0046496278974984435
5,RN006,0.39571780549062335,0.0058679644854400265,0.4303481392801889,0.00805275756859457,0.40690111334892837,0.0048589401838618285
6,RN007,0.4193504974408297,0.006951457195470888,0.47426406181340724,0.0029484285894421677,0.3775940477015218,0.008596674068236995
7,RN008,0.4482597370840596,0.004423017471982379,0.426413372967053,0.00944922640150234,0.40720848026224,0.0028331820582906254
8,RN009,0.43559491617664126,0.00852467289934631,0.43631996313010424,0.008590785474817165,0.45978813492231535,0.003640148332035994
9,RN010,0.41174665358623797,0.0017907416509025463,0.41624743645571227,0.006109421026931709,0.41696058522286616,0.003801769282977871
10,RN011,0.3943229753873001,0.0034781441194692442,0.43803749166350214,0.006467355671885957,0.3741043821219993,0.0027193260300467986
11,RN012,0.3852339497677104,0.009171845994076321,0.4421410817594524,0.0017293766042974343,0.4406687799906379,0.0032717736609890035
12,RN013,0.47460161873986695,0.013941041558356067,0.43780103154640654,0.002090167807970024,0.2744186675541154,0.0015017160890400316
13,RN014,0.4272209743873529,0.008189579375985924,0.3979851321082873,0.0037191999686848175,0.4529797579833909,0.008267106073938152
14,RN015,0.4257383093479712,0.003678847009153301,0.4084936445050867,0.006349672717636888,0.37321148405019056,0.007676724854463096
15,RN016,0.32808712159790904,0.009433478751364075,0.4574476404520785,0.002974504376185087,0.4722959355945146,0.0064465749233304755
16,RN017,0.4523774648820056,0.007066492200468734,0.5566235975714199,0.003215838565264734,0.43574051247874146,0.00156700922020521
17,RN018,0.4450686656739921,0.00455188772162499,0.4339033132392272,0.004836122312442011,0.3984473044300209,0.0016317254409164562
18,RN019,0.5208484873298086,0.0060878383378737515,0.39161001514632643,0.0046849611563705585,0.4248227847987038,0.0040856010430828805
19,RN020,0.4584927559161856,0.006679014040747472,0.42703372154624114,0.005523262135773464,0.4255720971104773,0.00688840145015557
20,RN021,0.4724117490140882,0.007636155760397613,0.3742844492438677,0.005431547950691836,0.4257462879572385,0.0056490753254372725
21,RN022,0.44096933277059275,0.0037247784026112362,0.4837347076987251,0.0020132647834824047,0.4523548584591415,0.008344308060677857
