,RN,BC A,STD A,BC B,STD B,BC C,STD C
0,RN001,0.3018750412093869,0.003399651540727744,0.40293664891128644,0.0059158280858636145,0.4207837026705897,0.0068230392388668034
1,RN002,0.43336031885954873,0.005023034802536574,0.42766989259964633,0.0060381910593809845,0.30809361545105185,0.004000602422498911
2,RN003,0.48285093930749406,0.006904957645529787,0.34550142242790965,0.003765721285807809,0.277175382533678,0.0007886628861746088
3,RN004,0.47591460043432,0.006726172171260206,0.43558707873954877,0.0009137232265409858,0.2877242594107712,0.0025311961996220197
4,RN005,0.4244982477496572,0.00363433133036334,0.3578668407111676,0.007353317771965845,0.32041541450480276,0.0069052493766355175
5,RN006,0.39506398364974965,0.0039982121619137456,0.39264430121136656,0.010646291577393831,0.412103778339737,0.00575313164280829
6,RN007,0.3369340992045247,0.0003207048220771555,0.546938509535016,0.0033076162690015266,0.5657274026517366,0.0028663301085943825
7,RN008,0.3426149869746979,0.006445535032165098,0.5547577152802393,0.00427743222574583,0.44753300316858585,0.0033385471792173244
8,RN009,0.4009701083410098,0.0030753215373496325,0.30519626858690635,0.008614224070494593,0.3124061882024392,0.006157744739052987
9,RN010,0.26954691355150745,0.0026858484941235847,0.44537487772699724,0.007194966106969964,0.38896625929392914,0.011708120350558755
10,RN011,0.3835746719871127,0.002988952764265854,0.4555994314562069,0.009756650192381769,0.541630419761279,0.0041550333806231665
11,RN012,0.362493907437035,0.0005531874928063818,0.41363190313108505,0.0004965976431770114,0.40715770925412015,0.009853894089282543
12,RN013,0.4517535987281405,0.002509094285785735,0.40575869057838004,0.007222016374031919,0.4023028775268598,0.005767857020826395
13,RN014,0.4757551640341849,0.005180318348239761,0.49076443240861917,0.007315384932695573,0.30739187251812505,0.004511747588742767
14,RN015,0.39984063354389227,0.0061652699495153875,0.28721330131692296,0.003102929719832738,0.4883674393344659,0.002515667906558524
15,RN016,0.3912134622313257,0.004166242125737707,0.40816282363028145,0.0016673561653223498,0.3880606419270569,0.0015145030420514519
16,RN017,0.29824060291072146,0.0051114619824236835,0.408026906358309,0.004645684909473325,0.46790348275584087,0.005746280534256501
17,RN018,0.36433280268770796,0.006408506136672249,0.33572861463846876,0.007898377497405153,0.49728045152151273,0.0044487059178332225
18,RN019,0.3362377065709244,0.005365867559618893,0.3370454171317403,0.002486972776811718,0.48702285070843526,0.0038988503658632513
19,RN020,0.36019867290116103,0.004659017939098046,0.33365193578398694,0.005013299694126319,0.4257316446273591,0.002501775456959259
20,RN021,0.3910813176386057,0.00897474373320547,0.39059405647960443,0.0050878358760608105,0.4147193018200623,0.0052256312234885425
21,RN022,0.42223693247521643,0.004695259075744189,0.43119799406366893,0.006327644379327429,0.329275136367387,0.0030828950467066056
22,RN023,0.5100341686576509,0.004970149564949982,0.48212617058207735,0.00514873632024162,0.35874754324959107,0.0055500923617192496
23,RN024,0.4490635662356428,0.003405144566252439,0.3951572782711052,0.0018985072533459592,0.43652338858428835,0.006143253222240643
24,RN025,0.3979199611313269,0.004785938077447566,0.4560181924041649,0.002276125676739131,0.37458106704422356,0.0022127366323466554
25,RN026,0.4090032377507347,0.0036307562783666238,0.5671511950784952,0.0037170265656381674,0.46725623793367693,0.004686330032333053
26,RN027,0.5048440838926929,0.004104675495730894,0.45679883066592614,0.006913316855494255,0.39976787046540974,0.00784322105285955
27,RN028,0.36717998792787004,0.004792355413649946,0.5157933964742553,0.00823802586316586,0.5810751939854292,0.009344427562219733
28,RN029,0.2886924887285069,0.007727198109870355,0.48897544570649165,0.00111553891731069,0.4449965250241181,0.0027532846530184465
29,RN030,0.4818505466239414,0.004318094348795492,0.5341549939323978,0.002431966489990969,0.4749942666736846,0.002344423847643244
30,RN031,0.4731849924269873,0.008505300348319996,0.4329511479461871,0.001973993246564527,0.41174742066058356,0.005231232912126778
31,RN032,0.505297779105093,0.004614511503554109,0.5752381639466575,0.004913174330458678,0.39866036382038716,0.009381709724771736
32,RN033,0.3548950809438094,0.006726413237346291,0.5232649406930877,0.0014930114595779163,0.407109171329155,0.004238289593891181
33,RN034,0.2940844247249721,0.008433698806527683,0.38439899179607645,0.005528306792205659,0.35842574191342286,0.0011569629521199973
34,RN035,0.35609823686855374,0.007117644248763204,0.5018809681902969,0.0030380989716072204,0.36774170391298844,0.003981491342460205
35,RN036,0.45437821717431265,0.005244693752978565,0.3516397925647705,0.003901101977680539,0.4022190054472241,0.002644737251079205
36,RN037,0.39877220814676617,0.0029729233419481665,0.35325526541801927,0.0025475291257270284,0.36624505532446516,0.007237958428960417
37,RN038,0.4345273054870333,0.01762347324602854,0.46494528361995363,0.0015253829878703763,0.4881098008672144,0.0058871760160928025
38,RN039,0.3911181421163345,0.0015392742430382301,0.5136112625460881,0.003204930729688661,0.4114961707596007,0.0016647532391646375
39,RN040,0.362124978515549,0.007547540414401912,0.4215128249100582,0.009488211737837197,0.3225741165342673,0.003000415570131549
40,RN041,0.4924129204173289,0.0029842023190804184,0.372603273619573,0.0038419341094691616,0.5479283298229788,0.002158530618600494
41,RN042,0.49296856928717986,0.0010227280100020353,0.39357855436283606,0.006171470864068835,0.5301372734376842,0.004143976244171133
42,RN043,0.5579501155278793,0.004993818257005897,0.527087319764358,0.0033630671042304172,0.4538066546253386,0.0018127573294679643
43,RN044,0.3219581631557965,0.003971638943042426,0.34548991157972925,0.003547967892359328,0.3989900681744896,0.0071154367982967535
44,RN045,0.4479991821775551,0.002054301720772591,0.44029109224523105,0.005345908456614382,0.28376393374590464,0.004713080978752344
45,RN046,0.3452757957376698,0.002392367650747454,0.39943384463853904,0.005593701086613674,0.42369264617951624,0.002150112406387528
46,RN047,0.5367691611048925,0.006441035637087455,0.3518371263137487,0.005383893246275198,0.36955544296357146,0.005706708592507602
47,RN048,0.4484316630977705,0.0021185746418991773,0.39012769404391795,0.005370663190905159,0.5450984112316927,0.004969025389755117
48,RN049,0.35944506000297854,0.0010963680298832522,0.38021413264565584,0.006550987699990765,0.39635715217720335,0.003013823462114443
49,RN050,0.321551302722558,0.008420342081627036,0.3306662684232718,0.003371565824095466,0.46815811402044544,0.0009581294155435777
50,RN051,0.49897179968441746,0.004750314198580524,0.43247425838479997,0.008381219395442986,0.3665037693083733,0.007671003844809462
51,RN052,0.2847281331086682,0.006251145259838553,0.5236965103517958,0.004411838818607976,0.4287067879323976,0.006136921934145324
52,RN053,0.5165096742794439,0.003464894222899603,0.5232918034161871,0.004383186025043632,0.3318447857915065,0.001388558926308593
53,RN054,0.4508784990637207,0.0029023610056996604,0.37007462584137546,0.005757938716951591,0.3134426668610982,0.0058101817823022804
54,RN055,0.4236590673720742,0.002132465279264763,0.32062660909185386,0.008983193802608501,0.46174349023023015,0.012960966584370827
55,RN056,0.5012749104324045,0.0037410955422453366,0.4249597367900663,0.004326981196038616,0.40883218916830044,0.006189244696588605
56,RN057,0.4443619844838415,0.0009577613977443933,0.3894278069724035,0.00407698402585458,0.42199073549409016,0.0036023748149333814
57,RN058,0.502530566927158,0.003959840330282748,0.33606109467578227,0.0036622461029329253,0.4541874455470787,0.0023771967315124403
58,RN059,0.5013671960788909,0.0033777956743386794,0.47156461936046884,0.00499564083259131,0.5275602525363935,0.006978616187895995
59,RN060,0.4159517760595632,0.007587649514247633,0.3087806617935112,0.00459542470608841,0.38563260656390025,0.00360434059341295
60,RN061,0.38287854112263847,0.007760346268617582,0.44121131375288103,0.007747959647803181,0.332081642826118,0.0019780180520234244
61,RN062,0.35786709304473874,0.007923203681532822,0.4274924004571557,0.004860676892485772,0.5035650958919757,0.0009948053257401355
62,RN063,0.37177199709945913,0.001448766016256699,0.4070344880358918,0.007585737706893836,0.42460702301796344,0.0026498271238946003
63,RN064,0.352545482280107,0.004227855553244934,0.4702902242078874,0.005715675766830924,0.3273592601135995,0.011166836850324989
64,RN065,0.3813861678837676,0.003052321176515101,0.44827768013589653,0.004311202776550909,0.3218756213205869,0.004830478588331074
65,RN066,0.513024821777231,0.010048840461750115,0.3463713940655988,0.001326175948674563,0.4033920135037541,0.009389329857514157
66,RN067,0.31239215019687544,0.006002372331000286,0.464596030290297,0.008471867140630206,0.5254370194260114,0.004103826048930535
67,RN068,0.4368388976813718,0.006599010749426652,0.46359001084466084,0.00656804490142998,0.4987298409070922,0.009617056360317552
68,RN069,0.365606280819293,0.0034718570465449897,0.45025919425904476,0.00367183029958385,0.4060594368677421,0.006323974897902261
69,RN070,0.38841945078933415,0.010334892333247369,0.5215384510822316,0.004440916618042326,0.36781259865024585,0.0036814721521672353
70,RN071,0.4871929439490373,0.002967541064458737,0.5029976014910723,0.002652150368127777,0.38798242794572246,0.00184383769186386
71,RN072,0.3777648818459332,0.0026546436991601897,0.33434383150213304,0.005927578194002706,0.5587989041337128,0.003774739082186518
72,RN073,0.48344620219715223,0.0057311440891225866,0.37665821095895624,0.0064990556044860195,0.39770545047468847,0.004491698708280261
73,RN074,0.39996982290868915,0.011612689493084489,0.3466999128343025,0.0016155474526098517,0.40389972552003156,0.007585757209400267
74,RN075,0.4431166607877561,0.006733993625205575,0.39437394790796393,0.00652829106367317,0.3550711195984235,0.009488365654316792
75,RN076,0.5117984263609613,0.0017389334272485163,0.45829938243617957,0.00436159623420727,0.5515358948716427,0.00713182547256647
76,RN077,0.43226856177153133,0.004120012961815664,0.26436057624795306,0.011286286313694388,0.46959567041377587,0.0012713217580810176
77,RN078,0.37254577144108114,0.006462014374083861,0.31826020140012745,0.008541943455350845,0.49767067944666404,0.0013469023418494527
78,RN079,0.40811580899680105,0.005159379103056866,0.45852874707493213,0.0065061066419087165,0.429527759503426,0.0026753133167498723
79,RN080,0.32598508018675504,0.000724250398770537,0.4114034926167194,0.0029040320514576315,0.34831648525439296,0.0018549037869446793
80,RN081,0.29705882957980617,0.00298754845069731,0.5138623137926056,0.0043930585971503735,0.3295860477877223,0.010624736301409655
81,RN082,0.4123880326583313,0.002067109301742805,0.49031195844081377,0.006621880131682023,0.34014632826794006,0.00719545201425866
82,RN083,0.5457677078698623,0.006067045953382157,0.45071544988083617,0.006142327619053019,0.37663834383892153,0.007535637697428136
83,RN084,0.39515458862821023,0.0033331812914989514,0.4403380882573595,0.00034887025944312317,0.4489275909278338,0.007739586033829297
84,RN085,0.401437100316753,0.002308416248375395,0.2943390984971055,0.00731099726342828,0.411069486435595,0.004941067548577165
85,RN086,0.3295740060207052,0.005743844126554791,0.4507913237400018,0.01068694143873348,0.44573694499961714,0.0072305411910397865
86,RN087,0.39216163460400155,0.004153882060685722,0.3746670842393489,0.0006657979637888646,0.5168802310556603,0.00400531507894883
87,RN088,0.44693035854891755,0.0023456331479416418,0.48228627586845824,0.00859690330485306,0.3678458439395234,0.007414698419793125
88,RN089,0.5327422676961104,0.0033996987726221417,0.4136736088432575,0.0024400658757484208,0.4295480298670167,0.0077502595908433974
89,RN090,0.4412306749400619,0.006470841161685332,0.41210267127235173,0.004613403259185474,0.5632244080603588,0.0028782599461537758
90,RN091,0.4786674143607923,0.006777799415660711,0.32313994873372454,0.00590487699753539,0.3678976195339369,0.00333848468121488
91,RN092,0.4695777357869397,0.00508474559831101,0.41933797119032246,0.0018636635900567552,0.2979068489489445,0.007771709901983446
92,RN093,0.42696363033022994,0.004766679266969531,0.5305809246855059,0.005659889630561336,0.34687532050710485,0.00434301464901247
93,RN094,0.44609865004850774,0.004505139539650926,0.35950257392401164,0.009249450901620715,0.5140501137970713,0.005547947236304998
94,RN095,0.457843893598781,0.002684292177855655,0.400510557177185,0.009852277413992933,0.4354935806438995,0.004395635754217003
95,RN096,0.4694218793595459,0.004243312863792417,0.40160596976417023,0.0032652569366764424,0.39613802092308714,0.004498852298143643
96,RN097,0.6416638144152165,0.0002847254492398179,0.5402696372710077,0.005031335579250611,0.4512020636800958,0.008379012162212863
97,RN098,0.5316129148057721,0.006328532253393723,0.47988646485128567,0.0012906324429576362,0.38401150565054487,0.004131575115736388
98,RN099,0.43570105830472755,0.002726458583213245,0.4585759568881604,0.005627595332752305,0.4190552655336086,0.0048059781883047804
99,RN100,0.3700632456710969,0.007421118861603264,0.4422897742188559,0.003475049621429728,0.34285188535073935,0.002898596315953276
